Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
DNAREP1	1	Homo6 766 880	1186	Helitron-1	-1	X:14766470-14766946	14766470	14766946	14766470	14766946	12F	14510751
Helitron-1	1	DNAREP1	-1	Helitron-1	3457	X:14766945-14766974	14766945	14766974	14766945	14766974	12F	14510751
Helitron-1	1	Helitron-1	3457	DNAREP1	3	X:14770431-14770463	14770431	14770463	14770431	14770463	12F	14510751
DNAREP1	3	Helitron-1	3	BEL-6	211	X:14770466-14770731	14770466	14770533	14770577	14770731	12F	14510751
BEL-6	1	DNAREP1	211	GENE	4313	X:14770942-14770995	14770942	14770995	14770942	14770995	12F	14510751
GENE	1	BEL-6	4313	GENE	475	X:14775308-14776299	14775308	14776299	14775308	14776299	12F	14510751
GENE	1	GENE	475	DOC 4 4703	136	X:14776774-14777983	14776774	14777983	14776774	14777983	12F	14510751
DOC 4 4703	1	GENE	136	GENE	145	X:14778119-14782817	14778119	14782817	14778119	14782817	12F	14510751
GENE	1	DOC 4 4703	145	Helitron-N1	337	X:14782962-14784052	14782962	14784052	14782962	14784052	12F	14510751
Helitron-N1	1	GENE	337	GENE	230	X:14784389-14784434	14784389	14784434	14784389	14784434	12F	14510751
GENE	1	Helitron-N1	230	GENE	-139	X:14784664-14786551	14784664	14786551	14784664	14786551	12F	14510751
GENE	1	GENE	-139	GENE	-419	X:14786412-14787897	14786412	14787897	14786412	14787897	12F	14510751
GENE	1	GENE	-419	Gypsy-5	-36616	X:14787478-14826073	14787478	14826073	14787478	14826073	12F	14510751
Gypsy-5	1	GENE	-36616	Gypsy-31	1847	X:14789457-14789521	14789457	14789521	14789457	14789521	12F	14510751
Gypsy-31	1	Gypsy-5	1847	Jockey-3	1	X:14791368-14791381	14791368	14791381	14791368	14791381	12F	14510751
Jockey-3	1	Gypsy-31	1	Jockey-2	2308	X:14791382-14791488	14791382	14791488	14791382	14791488	12F	14510751
Jockey-2	1	Jockey-3	2308	REP-2	21322	X:14793796-14793848	14793796	14793848	14793796	14793848	12F	14510751
REP-2	1	Jockey-2	21322	DNAREP1	358	X:14815170-14815214	14815170	14815214	14815170	14815214	12F	14510751
DNAREP1	2	REP-2	358	Copia	2990	X:14815572-14815830	14815572	14815631	14815646	14815830	12F	14510751
Copia	3	DNAREP1	2990	Jockey-3	1265	X:14818820-14823965	14818820	14819095	14823690	14823965	12F	14510751
Jockey-3	1	Copia	1265	GENE	1536	X:14825230-14825331	14825230	14825331	14825230	14825331	12F	14510751
GENE	1	Jockey-3	1536	TART	-4212	X:14826867-14832033	14826867	14832033	14826867	14832033	12F	14510751
TART	1	GENE	-4212	GENE	4712	X:14827821-14827935	14827821	14827935	14827821	14827935	12F	14510751
GENE	1	TART	4712	GENE	463	X:14832647-14836262	14832647	14836262	14832647	14836262	12F	14510751
GENE	1	GENE	463	GENE	141	X:14836725-14837330	14836725	14837330	14836725	14837330	12F	14510751
GENE	1	GENE	141	GENE	154	X:14837471-14838198	14837471	14838198	14837471	14838198	12F	14510751
GENE	1	GENE	154	hAT-5	204	X:14838352-14839106	14838352	14839106	14838352	14839106	12F	14510751
hAT-5	1	GENE	204	GENE	-19	X:14839310-14839395	14839310	14839395	14839310	14839395	12F	14510751
GENE	1	hAT-5	-19	GENE	-91329	X:14839376-14933946	14839376	14933946	14839376	14933946	12F	14510751
GENE	1	GENE	-91329	GENE	1715	X:14842617-14844757	14842617	14844757	14842617	14844757	12F	14510751
GENE	1	GENE	1715	GENE	2197	X:14846472-14848808	14846472	14848808	14846472	14848808	12F	14510751
GENE	1	GENE	2197	GENE	1059	X:14851005-14853269	14851005	14853269	14851005	14853269	12F	14510751
GENE	1	GENE	1059	GENE	6628	X:14854328-14856361	14854328	14856361	14854328	14856361	12F	14510751
GENE	1	GENE	6628	TART	-7270	X:14862989-14871181	14862989	14871181	14862989	14871181	12F	14510751
TART	1	GENE	-7270	GENE	11320	X:14863911-14864050	14863911	14864050	14863911	14864050	12F	14510751
GENE	1	TART	11320	1.688	1679	X:14875370-14882586	14875370	14882586	14875370	14882586	13A	14873202
1.688	1	GENE	1679	GENE	1504	X:14884265-14884448	14884265	14884448	14884265	14884448	13A	14873202
GENE	1	1.688	1504	GENE	4953	X:14885952-14896891	14885952	14896891	14885952	14896891	13A	14873202
GENE	1	GENE	4953	GENE	785	X:14901844-14905549	14901844	14905549	14901844	14905549	13A	14873202
GENE	1	GENE	785	GENE	165	X:14906334-14909708	14906334	14909708	14906334	14909708	13A	14873202
GENE	1	GENE	165	GENE	936	X:14909873-14910845	14909873	14910845	14909873	14910845	13A	14873202
GENE	1	GENE	936	1.688	725	X:14911781-14913812	14911781	14913812	14911781	14913812	13A	14873202
1.688	7	GENE	725	GENE	161	X:14914537-14916595	14914537	14914590	14916420	14916595	13A	14873202
GENE	1	1.688	161	GENE	452	X:14916756-14918800	14916756	14918800	14916756	14918800	13A	14873202
GENE	1	GENE	452	GENE	3709	X:14919252-14923493	14919252	14923493	14919252	14923493	13A	14873202
GENE	1	GENE	3709	GENE	4726	X:14927202-14928944	14927202	14928944	14927202	14928944	13A	14873202
GENE	1	GENE	4726	ROO	-16617	X:14933670-14953532	14933670	14953532	14933670	14953532	13A	14873202
ROO	2	GENE	-16617	GENE	6232	X:14936915-14946113	14936915	14938069	14938156	14946113	13A	14873202
GENE	1	ROO	6232	GENE	426	X:14952345-14953697	14952345	14953697	14952345	14953697	13A	14873202
GENE	1	GENE	426	GENE	377	X:14954123-14955100	14954123	14955100	14954123	14955100	13A	14873202
GENE	1	GENE	377	LINEJ1	-53127	X:14955477-15009989	14955477	15009989	14955477	15009989	13A	14873202
LINEJ1	1	GENE	-53127	Gypsy-22	9522	X:14956862-14956921	14956862	14956921	14956862	14956921	13A	14873202
Gypsy-22	1	LINEJ1	9522	R1-16	6563	X:14966443-14966498	14966443	14966498	14966443	14966498	13A	14873202
R1-16	1	Gypsy-22	6563	Helitron-N1	7093	X:14973061-14973107	14973061	14973107	14973061	14973107	13A	14873202
Helitron-N1	2	R1-16	7093	Helitron-N2	5070	X:14980200-14980291	14980200	14980221	14980252	14980291	13A	14873202
Helitron-N2	1	Helitron-N1	5070	P-1	24016	X:14985361-14985444	14985361	14985444	14985361	14985444	13A	14873202
P-1	1	Helitron-N2	24016	GENE	591	X:15009460-15009546	15009460	15009546	15009460	15009546	13A	14873202
GENE	1	P-1	591	DNAREP1	-45442	X:15010137-15063429	15010137	15063429	15010137	15063429	13A	14873202
DNAREP1	1	GENE	-45442	BEL-5	1091	X:15017987-15018102	15017987	15018102	15017987	15018102	13A	14873202
BEL-5	1	DNAREP1	1091	Mariner-20	565	X:15019193-15019244	15019193	15019244	15019193	15019244	13A	14873202
Mariner-20	2	BEL-5	565	Mariner-15	2109	X:15019809-15020253	15019809	15020173	15020169	15020253	13A	14873202
Mariner-15	2	Mariner-20	2109	FB4	666	X:15022362-15022500	15022362	15022408	15022465	15022500	13A	14873202
FB4	3	Mariner-15	666	GENE	766	X:15023166-15023670	15023166	15023228	15023316	15023670	13A	14873202
GENE	1	FB4	766	TART	-12004	X:15024436-15042060	15024436	15042060	15024436	15042060	13A	14873202
TART	1	GENE	-12004	ROVER-I	3918	X:15030056-15030229	15030056	15030229	15030056	15030229	13A	14873202
ROVER-I	1	TART	3918	GENE	2507	X:15034147-15041616	15034147	15041616	15034147	15041616	13A	14873202
GENE	1	ROVER-I	2507	FB4	-3741	X:15044123-15051842	15044123	15051842	15044123	15051842	13A	14873202
FB4	1	GENE	-3741	DNAREP1	66	X:15048101-15048610	15048101	15048610	15048101	15048610	13A	14873202
DNAREP1	1	FB4	66	GENE	14978	X:15048676-15048755	15048676	15048755	15048676	15048755	13A	14873202
GENE	1	DNAREP1	14978	GENE	-90	X:15063733-15064926	15063733	15064926	15063733	15064926	13A	14873202
GENE	1	GENE	-90	GENE	575	X:15064836-15066432	15064836	15066432	15064836	15066432	13A	14873202
GENE	1	GENE	575	GENE	36	X:15067007-15069091	15067007	15069091	15067007	15069091	13A	14873202
GENE	1	GENE	36	S	603	X:15069127-15076220	15069127	15076220	15069127	15076220	13A	14873202
S	2	GENE	603	GENE	133	X:15076823-15077365	15076823	15077174	15077182	15077365	13A	14873202
GENE	1	S	133	BEL-21	-3406	X:15077498-15081255	15077498	15081255	15077498	15081255	13A	14873202
BEL-21	1	GENE	-3406	P-1	1	X:15077849-15077898	15077849	15077898	15077849	15077898	13A	14873202
P-1	1	BEL-21	1	P-1	1210	X:15077899-15077912	15077899	15077912	15077899	15077912	13A	14873202
P-1	1	P-1	1210	GENE	758	X:15079122-15079198	15079122	15079198	15079122	15079198	13A	14873202
GENE	1	P-1	758	GENE	942	X:15079956-15080425	15079956	15080425	15079956	15080425	13A	14873202
GENE	1	GENE	942	GENE	247	X:15081367-15082369	15081367	15082369	15081367	15082369	13A	14873202
GENE	1	GENE	247	GENE	-926	X:15082616-15083753	15082616	15083753	15082616	15083753	13A	14873202
GENE	1	GENE	-926	GENE	12	X:15082827-15084017	15082827	15084017	15082827	15084017	13A	14873202
GENE	1	GENE	12	GENE	460	X:15084029-15084699	15084029	15084699	15084029	15084699	13A	14873202
GENE	1	GENE	460	GENE	298	X:15085159-15085827	15085159	15085827	15085159	15085827	13A	14873202
GENE	1	GENE	298	Gypsy-50	476	X:15086125-15088629	15086125	15088629	15086125	15088629	13A	14873202
Gypsy-50	1	GENE	476	MAR	-6	X:15089105-15089156	15089105	15089156	15089105	15089156	13A	14873202
MAR	1	Gypsy-50	-6	GENE	521	X:15089150-15089161	15089150	15089161	15089150	15089161	13A	14873202
GENE	1	MAR	521	GENE	-18286	X:15089682-15113744	15089682	15113744	15089682	15113744	13A	14873202
GENE	1	GENE	-18286	GENE	17260	X:15095458-15096042	15095458	15096042	15095458	15096042	13A	14873202
GENE	1	GENE	17260	Gypsy-22	-2885	X:15113302-15116542	15113302	15116542	15113302	15116542	13A	14873202
Gypsy-22	1	GENE	-2885	GENE	12044	X:15113657-15113709	15113657	15113709	15113657	15113709	13A	14873202
GENE	1	Gypsy-22	12044	GENE	559	X:15125753-15137311	15125753	15137311	15125753	15137311	13A	14873202
GENE	1	GENE	559	GENE	570	X:15137870-15139367	15137870	15139367	15137870	15139367	13B	15131122
GENE	1	GENE	570	Jockey-6	-20167	X:15139937-15163225	15139937	15163225	15139937	15163225	13B	15131122
Jockey-6	1	GENE	-20167	1.688	3305	X:15143058-15143235	15143058	15143235	15143058	15143235	13B	15131122
1.688	1	Jockey-6	3305	Helitron-2	5483	X:15146540-15146684	15146540	15146684	15146540	15146684	13B	15131122
Helitron-2	1	1.688	5483	MINIME	35	X:15152167-15152236	15152167	15152236	15152167	15152236	13B	15131122
MINIME	1	Helitron-2	35	ROO	4282	X:15152271-15152367	15152271	15152367	15152271	15152367	13B	15131122
ROO	1	MINIME	4282	Jockey-3	854	X:15156649-15156711	15156649	15156711	15156649	15156711	13B	15131122
Jockey-3	1	ROO	854	GENE	17756	X:15157565-15157685	15157565	15157685	15157565	15157685	13B	15131122
GENE	1	Jockey-3	17756	TART	-11988	X:15175441-15189931	15175441	15189931	15175441	15189931	13B	15131122
TART	1	GENE	-11988	Gypsy-38	16	X:15177943-15178075	15177943	15178075	15177943	15178075	13B	15131122
Gypsy-38	1	TART	16	Jockey-3	68	X:15178091-15178170	15178091	15178170	15178091	15178170	13B	15131122
Jockey-3	1	Gypsy-38	68	1.688	24762	X:15178238-15178310	15178238	15178310	15178238	15178310	13B	15131122
1.688	1	Jockey-3	24762	GENE	2647	X:15203072-15203160	15203072	15203160	15203072	15203160	13B	15131122
GENE	1	1.688	2647	GENE	3750	X:15205807-15206636	15205807	15206636	15205807	15206636	13B	15131122
GENE	1	GENE	3750	GENE	8804	X:15210386-15211467	15210386	15211467	15210386	15211467	13B	15131122
GENE	1	GENE	8804	1.688	116	X:15220271-15221176	15220271	15221176	15220271	15221176	13B	15131122
1.688	3	GENE	116	GENE	337	X:15221292-15222320	15221292	15221644	15222006	15222320	13B	15131122
GENE	1	1.688	337	GENE	1931	X:15222657-15223582	15222657	15223582	15222657	15223582	13B	15131122
GENE	1	GENE	1931	GENE	2488	X:15225513-15226256	15225513	15226256	15225513	15226256	13B	15131122
GENE	1	GENE	2488	GENE	13984	X:15228744-15229875	15228744	15229875	15228744	15229875	13B	15131122
GENE	1	GENE	13984	Gypsy-22	1025	X:15243859-15244913	15243859	15244913	15243859	15244913	13B	15131122
Gypsy-22	1	GENE	1025	Gypsy-22	16208	X:15245938-15246011	15245938	15246011	15245938	15246011	13B	15131122
Gypsy-22	1	Gypsy-22	16208	GENE	8751	X:15262219-15262285	15262219	15262285	15262219	15262285	13B	15131122
GENE	1	Gypsy-22	8751	R1	-776	X:15271036-15272405	15271036	15272405	15271036	15272405	13B	15131122
R1	1	GENE	-776	PROTOP	1972	X:15271629-15271789	15271629	15271789	15271629	15271789	13B	15131122
PROTOP	1	R1	1972	Gypsy-7	6782	X:15273761-15274867	15273761	15274867	15273761	15274867	13B	15131122
Gypsy-7	1	PROTOP	6782	Homo6 736 868	3000	X:15281649-15281709	15281649	15281709	15281649	15281709	13B	15131122
Homo6 736 868	1	Gypsy-7	3000	GENE	4510	X:15284709-15284852	15284709	15284852	15284709	15284852	13B	15131122
GENE	1	Homo6 736 868	4510	GENE	612	X:15289362-15289705	15289362	15289705	15289362	15289705	13B	15131122
GENE	1	GENE	612	GENE	2276	X:15290317-15290755	15290317	15290755	15290317	15290755	13B	15131122
GENE	1	GENE	2276	GENE	143	X:15293031-15297169	15293031	15297169	15293031	15297169	13B	15131122
GENE	1	GENE	143	GENE	-451	X:15297312-15298217	15297312	15298217	15297312	15298217	13B	15131122
GENE	1	GENE	-451	Galileo	-9434	X:15297766-15319074	15297766	15319074	15297766	15319074	13B	15131122
Galileo	1	GENE	-9434	GENE	5321	X:15309640-15309735	15309640	15309735	15309640	15309735	13B	15131122
GENE	1	Galileo	5321	GENE	1512	X:15315056-15317967	15315056	15317967	15315056	15317967	13B	15131122
GENE	1	GENE	1512	GENE	-8075	X:15319479-15328029	15319479	15328029	15319479	15328029	13B	15131122
GENE	1	GENE	-8075	I	6703	X:15319954-15320037	15319954	15320037	15319954	15320037	13B	15131122
I	1	GENE	6703	GENE	1412	X:15326740-15326930	15326740	15326930	15326740	15326930	13B	15131122
GENE	1	I	1412	GENE	-218	X:15328342-15331002	15328342	15331002	15328342	15331002	13B	15131122
GENE	1	GENE	-218	GENE	156	X:15330784-15333154	15330784	15333154	15330784	15333154	13B	15131122
GENE	1	GENE	156	GENE	-5882	X:15333310-15340360	15333310	15340360	15333310	15340360	13B	15131122
GENE	1	GENE	-5882	GENE	4402	X:15334478-15335971	15334478	15335971	15334478	15335971	13B	15131122
GENE	1	GENE	4402	hAT-1	-52	X:15340373-15342117	15340373	15342117	15340373	15342117	13B	15131122
hAT-1	3	GENE	-52	GENE	660	X:15342065-15342197	15342065	15342106	15342179	15342197	13B	15131122
GENE	1	hAT-1	660	Hoana5 2 216	-6	X:15342857-15344625	15342857	15344625	15342857	15344625	13B	15131122
Hoana5 2 216	1	GENE	-6	hAT-1	188	X:15344619-15344833	15344619	15344833	15344619	15344833	13B	15131122
hAT-1	1	Hoana5 2 216	188	GENE	50	X:15345021-15345119	15345021	15345119	15345021	15345119	13B	15131122
GENE	1	hAT-1	50	GENE	218	X:15345169-15350021	15345169	15350021	15345169	15350021	13B	15131122
GENE	1	GENE	218	GENE	-19963	X:15350239-15379064	15350239	15379064	15350239	15379064	13B	15131122
GENE	1	GENE	-19963	Hoana5 289 362	9837	X:15359101-15361061	15359101	15361061	15359101	15361061	13B	15131122
Hoana5 289 362	1	GENE	9837	P-1	1565	X:15370898-15370964	15370898	15370964	15370898	15370964	13B	15131122
P-1	1	Hoana5 289 362	1565	GENE	7755	X:15372529-15372616	15372529	15372616	15372529	15372616	13C	15372315
GENE	1	P-1	7755	Gypsy8-I	3	X:15380371-15385441	15380371	15385441	15380371	15385441	13C	15372315
Gypsy8-I	1	GENE	3	GENE	515	X:15385444-15385523	15385444	15385523	15385444	15385523	13C	15372315
GENE	1	Gypsy8-I	515	hAT-N1	-53847	X:15386038-15441252	15386038	15441252	15386038	15441252	13C	15372315
hAT-N1	1	GENE	-53847	P-1	1022	X:15387405-15387450	15387405	15387450	15387405	15387450	13C	15372315
P-1	1	hAT-N1	1022	DNAREP1	20229	X:15388472-15388546	15388472	15388546	15388472	15388546	13C	15372315
DNAREP1	1	P-1	20229	DOC6	4212	X:15408775-15408898	15408775	15408898	15408775	15408898	13C	15372315
DOC6	1	DNAREP1	4212	1.688	302	X:15413110-15417331	15413110	15417331	15413110	15417331	13C	15372315
1.688	2	DOC6	302	Jockey-3	2366	X:15417633-15418004	15417633	15417712	15417757	15418004	13C	15372315
Jockey-3	1	1.688	2366	TART	613	X:15420370-15420775	15420370	15420775	15420370	15420775	13C	15372315
TART	1	Jockey-3	613	POGO 1496 2121	346	X:15421388-15421628	15421388	15421628	15421388	15421628	13C	15372315
POGO 1496 2121	1	TART	346	POGO 1 829	0	X:15421974-15422600	15421974	15422600	15421974	15422600	13C	15372315
POGO 1 829	1	POGO 1496 2121	0	DNAREP2	9791	X:15422600-15423429	15422600	15423429	15422600	15423429	13C	15372315
DNAREP2	1	POGO 1 829	9791	ROVER-LTR	2087	X:15433220-15433640	15433220	15433640	15433220	15433640	13C	15372315
ROVER-LTR	1	DNAREP2	2087	GENE	10077	X:15435727-15436102	15435727	15436102	15435727	15436102	13C	15372315
GENE	1	ROVER-LTR	10077	GENE	378	X:15446179-15449883	15446179	15449883	15446179	15449883	13C	15372315
GENE	1	GENE	378	GENE	304	X:15450261-15453167	15450261	15453167	15450261	15453167	13C	15372315
GENE	1	GENE	304	GENE	-7	X:15453471-15455551	15453471	15455551	15453471	15455551	13C	15372315
GENE	1	GENE	-7	GENE	281	X:15455544-15462441	15455544	15462441	15455544	15462441	13C	15372315
GENE	1	GENE	281	GENE	-628	X:15462722-15466812	15462722	15466812	15462722	15466812	13C	15372315
GENE	1	GENE	-628	GENE	134	X:15466184-15467757	15466184	15467757	15466184	15467757	13C	15372315
GENE	1	GENE	134	GENE	-22	X:15467891-15468303	15467891	15468303	15467891	15468303	13C	15372315
GENE	1	GENE	-22	GENE	45	X:15468281-15472119	15468281	15472119	15468281	15472119	13C	15372315
GENE	1	GENE	45	GENE	-55	X:15472164-15472859	15472164	15472859	15472164	15472859	13C	15372315
GENE	1	GENE	-55	GENE	691	X:15472804-15475400	15472804	15475400	15472804	15475400	13C	15372315
GENE	1	GENE	691	Jockey-3	-1461	X:15476091-15481722	15476091	15481722	15476091	15481722	13C	15372315
Jockey-3	1	GENE	-1461	BS2 3233 3461	1334	X:15480261-15480456	15480261	15480456	15480261	15480456	13C	15372315
BS2 3233 3461	1	Jockey-3	1334	BS2 4465 4543	32	X:15481790-15482026	15481790	15482026	15481790	15482026	13C	15372315
BS2 4465 4543	1	BS2 3233 3461	32	GENE	238	X:15482058-15482136	15482058	15482136	15482058	15482136	13C	15372315
GENE	1	BS2 4465 4543	238	GENE	310	X:15482374-15486612	15482374	15486612	15482374	15486612	13C	15372315
GENE	1	GENE	310	GENE	-13700	X:15486922-15511223	15486922	15511223	15486922	15511223	13C	15372315
GENE	1	GENE	-13700	REP-2	4342	X:15497523-15497862	15497523	15497862	15497523	15497862	13C	15372315
REP-2	1	GENE	4342	GENE	5699	X:15502204-15502257	15502204	15502257	15502204	15502257	13C	15372315
GENE	1	REP-2	5699	GENE	904	X:15507956-15508055	15507956	15508055	15507956	15508055	13C	15372315
GENE	1	GENE	904	GENE	427	X:15508959-15509046	15508959	15509046	15508959	15509046	13C	15372315
GENE	1	GENE	427	GENE	1331	X:15509473-15509546	15509473	15509546	15509473	15509546	13C	15372315
GENE	1	GENE	1331	REP-2	-33536	X:15510877-15554278	15510877	15554278	15510877	15554278	13C	15372315
REP-2	1	GENE	-33536	1.688	14516	X:15520742-15520848	15520742	15520848	15520742	15520848	13C	15372315
1.688	2	REP-2	14516	P-1	4776	X:15535364-15535667	15535364	15535594	15535612	15535667	13D	15522835
P-1	1	1.688	4776	Jockey-3	3942	X:15540443-15540508	15540443	15540508	15540443	15540508	13D	15522835
Jockey-3	1	P-1	3942	GENE	2881	X:15544450-15544526	15544450	15544526	15544450	15544526	13D	15522835
GENE	1	Jockey-3	2881	GENE	-7	X:15547407-15547740	15547407	15547740	15547407	15547740	13D	15522835
GENE	1	GENE	-7	Transib-N1	4605	X:15547733-15548203	15547733	15548203	15547733	15548203	13D	15522835
Transib-N1	1	GENE	4605	TransibN1	1	X:15552808-15552926	15552808	15552926	15552808	15552926	13D	15522835
TransibN1	1	Transib-N1	1	Transib-N1	328	X:15552927-15552964	15552927	15552964	15552927	15552964	13D	15522835
Transib-N1	2	TransibN1	328	DNAREP1	1116	X:15553292-15553626	15553292	15553398	15553394	15553626	13D	15522835
DNAREP1	2	Transib-N1	1116	GENE	3	X:15554742-15555250	15554742	15554997	15554995	15555250	13D	15522835
GENE	1	DNAREP1	3	DNAREP1	304	X:15555253-15556045	15555253	15556045	15555253	15556045	13D	15522835
DNAREP1	1	GENE	304	Polinton-1	6376	X:15556349-15556611	15556349	15556611	15556349	15556611	13D	15522835
Polinton-1	1	DNAREP1	6376	Transib-11	4794	X:15562987-15563050	15562987	15563050	15562987	15563050	13D	15522835
Transib-11	1	Polinton-1	4794	Transib-N1	1	X:15567844-15567912	15567844	15567912	15567844	15567912	13D	15522835
Transib-N1	1	Transib-11	1	GENE	985	X:15567913-15568008	15567913	15568008	15567913	15568008	13D	15522835
GENE	1	Transib-N1	985	GENE	11	X:15568993-15570369	15568993	15570369	15568993	15570369	13D	15522835
GENE	1	GENE	11	GENE	-73	X:15570380-15572149	15570380	15572149	15570380	15572149	13D	15522835
GENE	1	GENE	-73	DNAREP1	103	X:15572076-15574535	15572076	15574535	15572076	15574535	13D	15522835
DNAREP1	2	GENE	103	GENE	18	X:15574638-15574929	15574638	15574712	15574721	15574929	13D	15522835
GENE	1	DNAREP1	18	DNAREP1	230	X:15574947-15575683	15574947	15575683	15574947	15575683	13D	15522835
DNAREP1	1	GENE	230	GENE	179	X:15575913-15576176	15575913	15576176	15575913	15576176	13D	15522835
GENE	1	DNAREP1	179	GENE	22	X:15576355-15576964	15576355	15576964	15576355	15576964	13D	15522835
GENE	1	GENE	22	GENE	34	X:15576986-15578171	15576986	15578171	15576986	15578171	13D	15522835
GENE	1	GENE	34	GENE	1073	X:15578205-15579857	15578205	15579857	15578205	15579857	13D	15522835
GENE	1	GENE	1073	GENE	285	X:15580930-15582874	15580930	15582874	15580930	15582874	13D	15522835
GENE	1	GENE	285	GENE	40	X:15583159-15585249	15583159	15585249	15583159	15585249	13D	15522835
GENE	1	GENE	40	GENE	-5801	X:15585289-15593534	15585289	15593534	15585289	15593534	13D	15522835
GENE	1	GENE	-5801	Helitron-1	8128	X:15587733-15589365	15587733	15589365	15587733	15589365	13D	15522835
Helitron-1	1	GENE	8128	1.688	135	X:15597493-15597549	15597493	15597549	15597493	15597549	13E	15592099
1.688	3	Helitron-1	135	GENE	5003	X:15597684-15598280	15597684	15597841	15598216	15598280	13E	15592099
GENE	1	1.688	5003	Galileo	-14699	X:15603283-15633434	15603283	15633434	15603283	15633434	13E	15592099
Galileo	1	GENE	-14699	BEL-1	1561	X:15618735-15618814	15618735	15618814	15618735	15618814	13E	15592099
BEL-1	1	Galileo	1561	Gypsy-22	9474	X:15620375-15620452	15620375	15620452	15620375	15620452	13E	15592099
Gypsy-22	1	BEL-1	9474	GENE	6309	X:15629926-15629999	15629926	15629999	15629926	15629999	13E	15592099
GENE	1	Gypsy-22	6309	GENE	4544	X:15636308-15637014	15636308	15637014	15636308	15637014	13E	15592099
GENE	1	GENE	4544	GENE	2114	X:15641558-15642108	15641558	15642108	15641558	15642108	13E	15592099
GENE	1	GENE	2114	Transib-1	3379	X:15644222-15644991	15644222	15644991	15644222	15644991	13E	15592099
Transib-1	1	GENE	3379	Gypsy-17	4057	X:15648370-15648450	15648370	15648450	15648370	15648450	13E	15592099
Gypsy-17	1	Transib-1	4057	DNAREP1	791	X:15652507-15652578	15652507	15652578	15652507	15652578	13E	15592099
DNAREP1	1	Gypsy-17	791	Helitron-1	6	X:15653369-15653464	15653369	15653464	15653369	15653464	13E	15592099
Helitron-1	1	DNAREP1	6	DNAREP1	2081	X:15653470-15653555	15653470	15653555	15653470	15653555	13E	15592099
DNAREP1	2	Helitron-1	2081	Helitron-N2	2669	X:15655636-15655807	15655636	15655743	15655758	15655807	13E	15592099
Helitron-N2	1	DNAREP1	2669	GENE	3734	X:15658476-15658555	15658476	15658555	15658476	15658555	13E	15592099
GENE	1	Helitron-N2	3734	GENE	-3122	X:15662289-15665707	15662289	15665707	15662289	15665707	13E	15592099
GENE	1	GENE	-3122	DNAREP1	3341	X:15662585-15663319	15662585	15663319	15662585	15663319	13E	15592099
DNAREP1	1	GENE	3341	GENE	991	X:15666660-15666894	15666660	15666894	15666660	15666894	13E	15592099
GENE	1	DNAREP1	991	GENE	4447	X:15667885-15671029	15667885	15671029	15667885	15671029	13E	15592099
GENE	1	GENE	4447	Gypsy6-I	-1645	X:15675476-15677737	15675476	15677737	15675476	15677737	13E	15592099
Gypsy6-I	1	GENE	-1645	GENE	8750	X:15676092-15676197	15676092	15676197	15676092	15676197	13E	15592099
GENE	1	Gypsy6-I	8750	GENE	633	X:15684947-15688857	15684947	15688857	15684947	15688857	13E	15592099
GENE	1	GENE	633	GENE	721	X:15689490-15691146	15689490	15691146	15689490	15691146	13E	15592099
GENE	1	GENE	721	GENE	471	X:15691867-15692597	15691867	15692597	15691867	15692597	13E	15592099
GENE	1	GENE	471	GENE	160	X:15693068-15693967	15693068	15693967	15693068	15693967	13E	15592099
GENE	1	GENE	160	GENE	3112	X:15694127-15694382	15694127	15694382	15694127	15694382	13E	15592099
GENE	1	GENE	3112	GENE	138	X:15697494-15700034	15697494	15700034	15697494	15700034	13E	15592099
GENE	1	GENE	138	GENE	192	X:15700172-15701259	15700172	15701259	15700172	15701259	13E	15592099
GENE	1	GENE	192	GENE	355	X:15701451-15703770	15701451	15703770	15701451	15703770	13E	15592099
GENE	1	GENE	355	GENE	0	X:15704125-15705806	15704125	15705806	15704125	15705806	13E	15592099
GENE	1	GENE	0	GENE	108	X:15705806-15710539	15705806	15710539	15705806	15710539	13E	15592099
GENE	1	GENE	108	GENE	319	X:15710647-15712309	15710647	15712309	15710647	15712309	13E	15592099
GENE	1	GENE	319	GENE	243	X:15712628-15731935	15712628	15731935	15712628	15731935	13E	15592099
GENE	1	GENE	243	GENE	-441	X:15732178-15733663	15732178	15733663	15732178	15733663	13E	15592099
GENE	1	GENE	-441	GENE	274	X:15733222-15733996	15733222	15733996	15733222	15733996	13E	15592099
GENE	1	GENE	274	GENE	-6	X:15734270-15735780	15734270	15735780	15734270	15735780	13E	15592099
GENE	1	GENE	-6	GENE	373	X:15735774-15737120	15735774	15737120	15735774	15737120	13E	15592099
GENE	1	GENE	373	GENE	276	X:15737493-15738954	15737493	15738954	15737493	15738954	13E	15592099
GENE	1	GENE	276	GENE	926	X:15739230-15740417	15739230	15740417	15739230	15740417	13E	15592099
GENE	1	GENE	926	Jockey2 3270 3427	112	X:15741343-15746231	15741343	15746231	15741343	15746231	13E	15592099
Jockey2 3270 3427	1	GENE	112	GENE	152	X:15746343-15746496	15746343	15746496	15746343	15746496	13E	15592099
GENE	1	Jockey2 3270 3427	152	GENE	195	X:15746648-15748971	15746648	15748971	15746648	15748971	13E	15592099
GENE	1	GENE	195	GENE	-63	X:15749166-15751737	15749166	15751737	15749166	15751737	13E	15592099
