Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
R1-7	2	Jockey-2	659	ROO	7090	X:12431089-12431517	12431089	12431369	12431415	12431517	11A	11982050
ROO	3	R1-7	7090	Gypsy-22	6164	X:12438607-12443493	12438607	12439631	12442459	12443493	11A	11982050
Gypsy-22	1	ROO	6164	GENE	1801	X:12449657-12449736	12449657	12449736	12449657	12449736	11A	11982050
GENE	3	Gypsy-22	1801	GENE	1103	X:12451537-12456887	12451537	12452580	12455572	12456887	11A	11982050
GENE	1	GENE	1103	GENE	1022	X:12457990-12459952	12457990	12459952	12457990	12459952	11A	11982050
GENE	3	GENE	1022	HeT-A3	2283	X:12460974-12465928	12460974	12461805	12463838	12465928	11A	11982050
HeT-A3	1	GENE	2283	Helena	1760	X:12468211-12468279	12468211	12468279	12468211	12468279	11A	11982050
Helena	1	HeT-A3	1760	GENE	1224	X:12470039-12470164	12470039	12470164	12470039	12470164	11A	11982050
GENE	1	Helena	1224	1.688	-15236	X:12471388-12497331	12471388	12497331	12471388	12497331	11A	11982050
1.688	2	GENE	-15236	Jockey-2	1110	X:12482095-12482644	12482095	12482451	12482452	12482644	11A	11982050
Jockey-2	1	1.688	1110	Jockey-1	63	X:12483754-12483833	12483754	12483833	12483754	12483833	11A	11982050
Jockey-1	1	Jockey-2	63	GENE	12987	X:12483896-12484363	12483896	12484363	12483896	12484363	11A	11982050
GENE	1	Jockey-1	12987	GENE	1841	X:12497350-12504283	12497350	12504283	12497350	12504283	11A	11982050
GENE	1	GENE	1841	Gypsy-6	-704	X:12506124-12507686	12506124	12507686	12506124	12507686	11A	11982050
Gypsy-6	1	GENE	-704	TART	1	X:12506982-12507133	12506982	12507133	12506982	12507133	11A	11982050
TART	1	Gypsy-6	1	1.688	5320	X:12507134-12507370	12507134	12507370	12507134	12507370	11A	11982050
1.688	4	TART	5320	RSP-LIKE	123	X:12512690-12513538	12512690	12512912	12513448	12513538	11A	11982050
RSP-LIKE	3	1.688	123	1.688	34	X:12513661-12513929	12513661	12513715	12513882	12513929	11A	11982050
1.688	1	RSP-LIKE	34	GENE	2064	X:12513963-12514108	12513963	12514108	12513963	12514108	11A	11982050
GENE	2	1.688	2064	DNAREP1	695	X:12516172-12522210	12516172	12518242	12519001	12522210	11A	11982050
DNAREP1	1	GENE	695	GENE	58	X:12522905-12523063	12522905	12523063	12522905	12523063	11A	11982050
GENE	1	DNAREP1	58	GENE	8334	X:12523121-12524659	12523121	12524659	12523121	12524659	11A	11982050
GENE	1	GENE	8334	GENE	3503	X:12532993-12533541	12532993	12533541	12532993	12533541	11B	12525917
GENE	1	GENE	3503	1.688	-80654	X:12537044-12627247	12537044	12627247	12537044	12627247	11B	12525917
1.688	4	GENE	-80654	GENE	5010	X:12546593-12547851	12546593	12546754	12547486	12547851	11B	12525917
GENE	1	1.688	5010	1.688	14242	X:12552861-12553773	12552861	12553773	12552861	12553773	11B	12525917
1.688	2	GENE	14242	Jockey-3	12153	X:12568015-12568475	12568015	12568288	12568293	12568475	11B	12525917
Jockey-3	1	1.688	12153	HeT-A3	14866	X:12580628-12580690	12580628	12580690	12580628	12580690	11B	12525917
HeT-A3	1	Jockey-3	14866	GENE	4525	X:12595556-12595626	12595556	12595626	12595556	12595626	11B	12525917
GENE	1	HeT-A3	4525	Galileo	804	X:12600151-12602571	12600151	12602571	12600151	12602571	11B	12525917
Galileo	1	GENE	804	1.688	416	X:12603375-12603426	12603375	12603426	12603375	12603426	11B	12525917
1.688	1	Galileo	416	RSP-LIKE	16	X:12603842-12603910	12603842	12603910	12603842	12603910	11B	12525917
RSP-LIKE	5	1.688	16	1.688	401	X:12603926-12604640	12603926	12604089	12604586	12604640	11B	12525917
1.688	2	RSP-LIKE	401	Gypsy-3	4397	X:12605041-12605589	12605041	12605136	12605281	12605589	11B	12525917
Gypsy-3	1	1.688	4397	TART	8155	X:12609986-12610032	12609986	12610032	12609986	12610032	11B	12525917
TART	1	Gypsy-3	8155	GENE	8809	X:12618187-12618523	12618187	12618523	12618187	12618523	11B	12525917
GENE	1	TART	8809	Howilli3 1 106	-31	X:12627332-12638592	12627332	12638592	12627332	12638592	11B	12525917
Howilli3 1 106	1	GENE	-31	GENE	628	X:12638561-12638660	12638561	12638660	12638561	12638660	11B	12525917
GENE	3	Howilli3 1 106	628	1.688	514	X:12639288-12660062	12639288	12642062	12643636	12660062	11B	12525917
1.688	1	GENE	514	RSP-LIKE	59	X:12660576-12660761	12660576	12660761	12660576	12660761	11B	12525917
RSP-LIKE	9	1.688	59	1.688	401	X:12660820-12662095	12660820	12660884	12662041	12662095	11B	12525917
1.688	2	RSP-LIKE	401	Gypsy8-I	356	X:12662496-12663002	12662496	12662595	12662736	12663002	11B	12525917
Gypsy8-I	1	1.688	356	Jockey-3	1	X:12663358-12663396	12663358	12663396	12663358	12663396	11B	12525917
Jockey-3	1	Gypsy8-I	1	GENE	627	X:12663397-12663468	12663397	12663468	12663397	12663468	11B	12525917
GENE	2	Jockey-3	627	1.688	-2062	X:12664095-12677276	12664095	12671744	12671557	12677276	11B	12525917
1.688	3	GENE	-2062	GENE	1401	X:12675214-12676023	12675214	12675374	12675923	12676023	11B	12525917
GENE	1	1.688	1401	GENE	1619	X:12677424-12678811	12677424	12678811	12677424	12678811	11B	12525917
GENE	1	GENE	1619	GENE	4759	X:12680430-12683084	12680430	12683084	12680430	12683084	11B	12525917
GENE	1	GENE	4759	GENE	2607	X:12687843-12701994	12687843	12701994	12687843	12701994	11B	12525917
GENE	6	GENE	2607	GENE	1296	X:12704601-12735383	12704601	12705281	12733344	12735383	11B	12525917
GENE	1	GENE	1296	1.688	0	X:12736679-12738144	12736679	12738144	12736679	12738144	11B	12525917
1.688	1	GENE	0	RSP-LIKE	-3	X:12738144-12738485	12738144	12738485	12738144	12738485	11B	12525917
RSP-LIKE	19	1.688	-3	1.688	398	X:12738482-12741330	12738482	12738559	12741276	12741330	11B	12525917
1.688	3	RSP-LIKE	398	GENE	102	X:12741728-12742360	12741728	12741828	12742010	12742360	11B	12525917
GENE	1	1.688	102	TART	-7661	X:12742462-12758268	12742462	12758268	12742462	12758268	11B	12525917
TART	1	GENE	-7661	GENE	8142	X:12750607-12750772	12750607	12750772	12750607	12750772	11B	12525917
GENE	2	TART	8142	TART	-43235	X:12758914-12805242	12758914	12761002	12761004	12805242	11B	12525917
TART	1	GENE	-43235	1.688	25826	X:12762007-12762059	12762007	12762059	12762007	12762059	11B	12525917
1.688	2	TART	25826	RSP-LIKE	-3	X:12787885-12788394	12787885	12788018	12788046	12788394	11C	12772076
RSP-LIKE	6	1.688	-3	1.688	6	X:12788391-12789168	12788391	12788468	12789134	12789168	11C	12772076
1.688	2	RSP-LIKE	6	GENE	18009	X:12789174-12789580	12789174	12789341	12789342	12789580	11C	12772076
GENE	1	1.688	18009	GENE	4022	X:12807589-12808017	12807589	12808017	12807589	12808017	11C	12772076
GENE	1	GENE	4022	GENE	1445	X:12812039-12812467	12812039	12812467	12812039	12812467	11C	12772076
GENE	6	GENE	1445	GENE	6047	X:12813912-12855276	12813912	12817367	12852441	12855276	11C	12772076
GENE	1	GENE	6047	GENE	2325	X:12861323-12883985	12861323	12883985	12861323	12883985	11D	12836467
GENE	1	GENE	2325	1.688	2159	X:12886310-12886894	12886310	12886894	12886310	12886894	11D	12836467
1.688	3	GENE	2159	GENE	1375	X:12889053-12889770	12889053	12889177	12889538	12889770	11D	12836467
GENE	1	1.688	1375	CR1-1	108	X:12891145-12893126	12891145	12893126	12891145	12893126	11D	12836467
CR1-1	1	GENE	108	GENE	658	X:12893234-12893348	12893234	12893348	12893234	12893348	11D	12836467
GENE	1	CR1-1	658	Helitron-N1	-646	X:12894006-12896640	12894006	12896640	12894006	12896640	11D	12836467
Helitron-N1	1	GENE	-646	TART	2522	X:12895994-12896067	12895994	12896067	12895994	12896067	11D	12836467
TART	1	Helitron-N1	2522	GENE	15558	X:12898589-12898691	12898589	12898691	12898589	12898691	11D	12836467
GENE	1	TART	15558	1.688	-6407	X:12914249-12922109	12914249	12922109	12914249	12922109	11D	12836467
1.688	3	GENE	-6407	GENE	5678	X:12915702-12916443	12915702	12915984	12916356	12916443	11D	12836467
GENE	2	1.688	5678	HeT-A3	-8663	X:12922121-12933880	12922121	12924319	12924803	12933880	11D	12836467
HeT-A3	1	GENE	-8663	Galileo	3080	X:12925217-12925279	12925217	12925279	12925217	12925279	11D	12836467
Galileo	1	HeT-A3	3080	GENE	7016	X:12928359-12928426	12928359	12928426	12928359	12928426	11D	12836467
GENE	4	Galileo	7016	GENE	7673	X:12935442-12943102	12935442	12938543	12941313	12943102	11D	12836467
GENE	2	GENE	7673	BS2 2153 2316	325	X:12950775-12956065	12950775	12954960	12955547	12956065	11D	12836467
BS2 2153 2316	1	GENE	325	GENE	1356	X:12956390-12956561	12956390	12956561	12956390	12956561	11D	12836467
GENE	1	BS2 2153 2316	1356	BEL-21	-3800	X:12957917-12962378	12957917	12962378	12957917	12962378	11D	12836467
BEL-21	1	GENE	-3800	GENE	3824	X:12958578-12958612	12958578	12958612	12958578	12958612	11D	12836467
GENE	1	BEL-21	3824	GENE	2607	X:12962436-12966127	12962436	12966127	12962436	12966127	11D	12836467
GENE	1	GENE	2607	1.688	2419	X:12968734-12973758	12968734	12973758	12968734	12973758	11D	12836467
1.688	2	GENE	2419	TART	16018	X:12976177-12976667	12976177	12976302	12976317	12976667	11D	12836467
TART	1	1.688	16018	GENE	4919	X:12992685-12992922	12992685	12992922	12992685	12992922	11D	12836467
GENE	1	TART	4919	1.688	-45190	X:12997841-13065841	12997841	13065841	12997841	13065841	11D	12836467
1.688	3	GENE	-45190	Polinton-1	8678	X:13020651-13021312	13020651	13020877	13021239	13021312	11D	12836467
Polinton-1	1	1.688	8678	MINIME	19163	X:13029990-13030062	13029990	13030062	13029990	13030062	11D	12836467
MINIME	1	Polinton-1	19163	GENE	24948	X:13049225-13049322	13049225	13049322	13049225	13049322	11D	12836467
GENE	2	MINIME	24948	1.688	255	X:13074270-13076512	13074270	13075480	13076330	13076512	11D	12836467
1.688	2	GENE	255	GENE	3535	X:13076767-13077307	13076767	13077123	13077126	13077307	11D	12836467
GENE	1	1.688	3535	ROO	163	X:13080842-13082632	13080842	13082632	13080842	13082632	11D	12836467
ROO	2	GENE	163	GENE	7092	X:13082795-13091843	13082795	13090752	13090819	13091843	11D	12836467
GENE	1	ROO	7092	Helitron-1	5851	X:13098935-13100213	13098935	13100213	13098935	13100213	11D	12836467
Helitron-1	1	GENE	5851	GENE	1848	X:13106064-13106128	13106064	13106128	13106064	13106128	11D	12836467
GENE	1	Helitron-1	1848	GENE	2230	X:13107976-13109670	13107976	13109670	13107976	13109670	11D	12836467
GENE	1	GENE	2230	Galileo	2166	X:13111900-13112984	13111900	13112984	13111900	13112984	11D	12836467
Galileo	1	GENE	2166	GENE	1853	X:13115150-13115197	13115150	13115197	13115150	13115197	11E	13113650
GENE	1	Galileo	1853	GENE	12271	X:13117050-13118770	13117050	13118770	13117050	13118770	11E	13113650
GENE	2	GENE	12271	DODECA	-6701	X:13131041-13145560	13131041	13131163	13131342	13145560	11E	13113650
DODECA	1	GENE	-6701	1.688	1553	X:13138859-13138890	13138859	13138890	13138859	13138890	11E	13113650
1.688	2	DODECA	1553	Gypsy8-I	3958	X:13140443-13140736	13140443	13140546	13140540	13140736	11E	13113650
Gypsy8-I	1	1.688	3958	Jockey-3	183	X:13144694-13144784	13144694	13144784	13144694	13144784	11E	13113650
Jockey-3	1	Gypsy8-I	183	Gypsy8-I	1	X:13144967-13145052	13144967	13145052	13144967	13145052	11E	13113650
Gypsy8-I	1	Jockey-3	1	Jockey-3	1	X:13145053-13145205	13145053	13145205	13145053	13145205	11E	13113650
Jockey-3	1	Gypsy8-I	1	GENE	3173	X:13145206-13145253	13145206	13145253	13145206	13145253	11E	13113650
GENE	1	Jockey-3	3173	TART	-658	X:13148426-13157367	13148426	13157367	13148426	13157367	11E	13113650
TART	1	GENE	-658	GENE	3614	X:13156709-13156809	13156709	13156809	13156709	13156809	11E	13113650
GENE	3	TART	3614	GENE	1386	X:13160423-13167822	13160423	13164310	13167266	13167822	11E	13113650
GENE	1	GENE	1386	GENE	1005	X:13169208-13170749	13169208	13170749	13169208	13170749	11E	13113650
GENE	3	GENE	1005	MINIME	-36486	X:13171754-13218856	13171754	13173947	13179514	13218856	11E	13113650
MINIME	1	GENE	-36486	BEL-1	6982	X:13182370-13182420	13182370	13182420	13182370	13182420	11E	13113650
BEL-1	1	MINIME	6982	REP-1	184	X:13189402-13189441	13189402	13189441	13189402	13189441	11E	13113650
REP-1	1	BEL-1	184	TART	10693	X:13189625-13189675	13189625	13189675	13189625	13189675	11E	13113650
TART	1	REP-1	10693	Gypsy-20	3619	X:13200368-13200508	13200368	13200508	13200368	13200508	11E	13113650
Gypsy-20	1	TART	3619	Jockey-3	3309	X:13204127-13204187	13204127	13204187	13204127	13204187	11E	13113650
Jockey-3	1	Gypsy-20	3309	GENE	11175	X:13207496-13207692	13207496	13207692	13207496	13207692	11E	13113650
GENE	3	Jockey-3	11175	TART	-4286	X:13218867-13228727	13218867	13222062	13224016	13228727	11E	13113650
TART	1	GENE	-4286	GENE	6499	X:13224441-13224517	13224441	13224517	13224441	13224517	11E	13113650
GENE	2	TART	6499	1.688	149	X:13231016-13234557	13231016	13232013	13232042	13234557	11E	13113650
1.688	3	GENE	149	GENE	1204	X:13234706-13235430	13234706	13234865	13235243	13235430	11E	13113650
GENE	3	1.688	1204	1.688	-24562	X:13236634-13271003	13236634	13238279	13245854	13271003	11E	13113650
1.688	2	GENE	-24562	VEGE	1436	X:13246441-13247041	13246441	13246737	13246738	13247041	11E	13113650
VEGE	1	1.688	1436	1.688	7587	X:13248477-13248540	13248477	13248540	13248477	13248540	11E	13113650
1.688	2	VEGE	7587	GENE	15498	X:13256127-13256310	13256127	13256246	13256273	13256310	11E	13113650
GENE	3	1.688	15498	GENE	1610	X:13271808-13289419	13271808	13275039	13280182	13289419	11E	13113650
GENE	2	GENE	1610	GENE	3540	X:13291029-13295030	13291029	13292258	13292829	13295030	11E	13113650
GENE	1	GENE	3540	TART	-7259	X:13298570-13308435	13298570	13308435	13298570	13308435	11E	13113650
TART	1	GENE	-7259	Jockey-3	25	X:13301176-13301303	13301176	13301303	13301176	13301303	11E	13113650
Jockey-3	1	TART	25	BEL-1	479	X:13301328-13301423	13301328	13301423	13301328	13301423	11E	13113650
BEL-1	1	Jockey-3	479	GENE	8533	X:13301902-13301981	13301902	13301981	13301902	13301981	11E	13113650
GENE	2	BEL-1	8533	GENE	1307	X:13310514-13314845	13310514	13311944	13312867	13314845	11E	13113650
GENE	1	GENE	1307	Gypsy7-I	-12947	X:13316152-13332921	13316152	13332921	13316152	13332921	11E	13113650
Gypsy7-I	1	GENE	-12947	Gypsy8-I	8198	X:13319974-13320029	13319974	13320029	13319974	13320029	11E	13113650
Gypsy8-I	1	Gypsy7-I	8198	GENE	4984	X:13328227-13328288	13328227	13328288	13328227	13328288	11E	13113650
GENE	3	Gypsy8-I	4984	Transib-1	-19706	X:13333272-13362945	13333272	13335529	13337105	13362945	11E	13113650
Transib-1	1	GENE	-19706	DNA3-1	267	X:13343239-13343302	13343239	13343302	13343239	13343302	11E	13113650
DNA3-1	1	Transib-1	267	DNA3-1	1872	X:13343569-13343805	13343569	13343805	13343569	13343805	11E	13113650
DNA3-1	1	DNA3-1	1872	HeT-A3	1608	X:13345677-13345792	13345677	13345792	13345677	13345792	11E	13113650
HeT-A3	1	DNA3-1	1608	GENE	4784	X:13347400-13347462	13347400	13347462	13347400	13347462	11F	13346260
GENE	1	HeT-A3	4784	Jockey-1	96	X:13352246-13353466	13352246	13353466	13352246	13353466	11F	13346260
Jockey-1	1	GENE	96	GENE	13207	X:13353562-13353747	13353562	13353747	13353562	13353747	11F	13346260
GENE	2	Jockey-1	13207	DNAREP1	204	X:13366954-13377482	13366954	13368138	13368281	13377482	11F	13346260
DNAREP1	2	GENE	204	GENE	205	X:13377686-13377956	13377686	13377857	13377906	13377956	11F	13346260
GENE	3	DNAREP1	205	1.688	685	X:13378161-13395070	13378161	13381145	13385840	13395070	11F	13346260
1.688	1	GENE	685	RSP-LIKE	0	X:13395755-13396089	13395755	13396089	13395755	13396089	11F	13346260
RSP-LIKE	14	1.688	0	1.688	5	X:13396089-13398272	13396089	13396220	13398196	13398272	11F	13346260
1.688	3	RSP-LIKE	5	ROOA	16821	X:13398277-13398981	13398277	13398354	13398719	13398981	11F	13346260
ROOA	4	1.688	16821	Jockey-3	13160	X:13415802-13417462	13415802	13416134	13417109	13417462	11F	13346260
Jockey-3	1	ROOA	13160	GENE	11535	X:13430622-13430681	13430622	13430681	13430622	13430681	11F	13346260
GENE	1	Jockey-3	11535	TART	-99930	X:13442216-13543517	13442216	13543517	13442216	13543517	11F	13346260
TART	1	GENE	-99930	Jockey-3	368	X:13443587-13443769	13443587	13443769	13443587	13443769	11F	13346260
Jockey-3	1	TART	368	TART	971	X:13444137-13444378	13444137	13444378	13444137	13444378	11F	13346260
TART	1	Jockey-3	971	Gypsy-5	4550	X:13445349-13445425	13445349	13445425	13445349	13445425	11F	13346260
Gypsy-5	1	TART	4550	HELENA 1237 1350	1928	X:13449975-13450026	13449975	13450026	13449975	13450026	11F	13346260
HELENA 1237 1350	1	Gypsy-5	1928	TART	612	X:13451954-13452062	13451954	13452062	13451954	13452062	11F	13346260
TART	1	HELENA 1237 1350	612	TART	3272	X:13452674-13452786	13452674	13452786	13452674	13452786	11F	13346260
TART	1	TART	3272	TART	2631	X:13456058-13456263	13456058	13456263	13456058	13456263	11F	13346260
TART	1	TART	2631	Jockey-3	123	X:13458894-13458974	13458894	13458974	13458894	13458974	11F	13346260
Jockey-3	1	TART	123	1.688	368	X:13459097-13459160	13459097	13459160	13459097	13459160	11F	13346260
1.688	4	Jockey-3	368	TART	2295	X:13459528-13460587	13459528	13459704	13460369	13460587	11F	13346260
TART	1	1.688	2295	Gypsy8-I	145	X:13462882-13463061	13462882	13463061	13462882	13463061	12A	13461046
Gypsy8-I	1	TART	145	Gypsy8-I	4141	X:13463206-13463262	13463206	13463262	13463206	13463262	12A	13461046
Gypsy8-I	1	Gypsy8-I	4141	Jockey-3	1	X:13467403-13467414	13467403	13467414	13467403	13467414	12A	13461046
Jockey-3	1	Gypsy8-I	1	TART	1658	X:13467415-13467495	13467415	13467495	13467415	13467495	12A	13461046
TART	2	Jockey-3	1658	TART	4766	X:13469153-13469280	13469153	13469184	13469215	13469280	12A	13461046
TART	1	TART	4766	HeT-A3	823	X:13474046-13474123	13474046	13474123	13474046	13474123	12A	13461046
HeT-A3	1	TART	823	ROO	5220	X:13474946-13475012	13474946	13475012	13474946	13475012	12A	13461046
ROO	1	HeT-A3	5220	TART	1	X:13480232-13480245	13480232	13480245	13480232	13480245	12A	13461046
TART	1	ROO	1	Jockey-3	132	X:13480246-13480356	13480246	13480356	13480246	13480356	12A	13461046
Jockey-3	2	TART	132	Jockey-3	1790	X:13480488-13481502	13480488	13480676	13481404	13481502	12A	13461046
Jockey-3	1	Jockey-3	1790	TART	10688	X:13483292-13483406	13483292	13483406	13483292	13483406	12A	13461046
TART	1	Jockey-3	10688	MINIME	10415	X:13494094-13494157	13494094	13494157	13494094	13494157	12A	13461046
MINIME	1	TART	10415	HeT-A3	4461	X:13504572-13504654	13504572	13504654	13504572	13504654	12A	13461046
HeT-A3	1	MINIME	4461	GENE	1531	X:13509115-13509186	13509115	13509186	13509115	13509186	12A	13461046
GENE	1	HeT-A3	1531	MINIME	12869	X:13510717-13512064	13510717	13512064	13510717	13512064	12A	13461046
MINIME	1	GENE	12869	Transib-1	1206	X:13524933-13525050	13524933	13525050	13524933	13525050	12A	13461046
Transib-1	1	MINIME	1206	HeT-A3	5430	X:13526256-13526320	13526256	13526320	13526256	13526320	12A	13461046
HeT-A3	1	Transib-1	5430	GENE	19017	X:13531750-13531824	13531750	13531824	13531750	13531824	12A	13461046
GENE	1	HeT-A3	19017	DNAREP1	1150	X:13550841-13553305	13550841	13553305	13550841	13553305	12A	13461046
DNAREP1	1	GENE	1150	Gypsy-22	4634	X:13554455-13554576	13554455	13554576	13554455	13554576	12A	13461046
Gypsy-22	1	DNAREP1	4634	1.688	20839	X:13559210-13559275	13559210	13559275	13559210	13559275	12A	13461046
1.688	3	Gypsy-22	20839	Polinton-1	1730	X:13580114-13580845	13580114	13580315	13580651	13580845	12A	13461046
Polinton-1	1	1.688	1730	1.688	5288	X:13582575-13582649	13582575	13582649	13582575	13582649	12A	13461046
1.688	1	Polinton-1	5288	GENE	606	X:13587937-13588048	13587937	13588048	13587937	13588048	12A	13461046
GENE	1	1.688	606	DNAREP1	419	X:13588654-13589130	13588654	13589130	13588654	13589130	12A	13461046
DNAREP1	1	GENE	419	Jockey-3	7744	X:13589549-13590063	13589549	13590063	13589549	13590063	12A	13461046
Jockey-3	1	DNAREP1	7744	TART	123	X:13597807-13597919	13597807	13597919	13597807	13597919	12A	13461046
TART	1	Jockey-3	123	Jockey-3	4645	X:13598042-13598165	13598042	13598165	13598042	13598165	12A	13461046
Jockey-3	2	TART	4645	GENE	30928	X:13602810-13602937	13602810	13602851	13602900	13602937	12A	13461046
GENE	1	Jockey-3	30928	REP-2	825	X:13633865-13635324	13633865	13635324	13633865	13635324	12A	13461046
REP-2	1	GENE	825	1.688	8109	X:13636149-13636190	13636149	13636190	13636149	13636190	12A	13461046
1.688	2	REP-2	8109	Harbinger-1	9925	X:13644299-13644913	13644299	13644644	13644864	13644913	12A	13461046
Harbinger-1	1	1.688	9925	TART	667	X:13654838-13654897	13654838	13654897	13654838	13654897	12B	13646538
TART	1	Harbinger-1	667	DNAREP1	12021	X:13655564-13655628	13655564	13655628	13655564	13655628	12B	13646538
DNAREP1	1	TART	12021	GENE	3303	X:13667649-13667839	13667649	13667839	13667649	13667839	12B	13646538
GENE	1	DNAREP1	3303	GENE	12135	X:13671142-13671366	13671142	13671366	13671142	13671366	12B	13646538
GENE	1	GENE	12135	DNAREP1	221	X:13683501-13685060	13683501	13685060	13683501	13685060	12B	13646538
DNAREP1	1	GENE	221	DNAREP1	1497	X:13685281-13685364	13685281	13685364	13685281	13685364	12B	13646538
DNAREP1	1	DNAREP1	1497	GENE	3829	X:13686861-13686954	13686861	13686954	13686861	13686954	12B	13646538
GENE	1	DNAREP1	3829	WORF	4291	X:13690783-13692380	13690783	13692380	13690783	13692380	12B	13646538
WORF	1	GENE	4291	GENE	4211	X:13696671-13696743	13696671	13696743	13696671	13696743	12B	13646538
GENE	1	WORF	4211	GENE	1720	X:13700954-13701316	13700954	13701316	13700954	13701316	12B	13646538
GENE	1	GENE	1720	DNAREP1	76	X:13703036-13704232	13703036	13704232	13703036	13704232	12B	13646538
DNAREP1	1	GENE	76	GENE	282	X:13704308-13704410	13704308	13704410	13704308	13704410	12B	13646538
GENE	1	DNAREP1	282	GENE	1153	X:13704692-13705465	13704692	13705465	13704692	13705465	12B	13646538
GENE	4	GENE	1153	BEL-21	7172	X:13706618-13724737	13706618	13713334	13719320	13724737	12B	13646538
BEL-21	1	GENE	7172	Galileo	915	X:13731909-13731951	13731909	13731951	13731909	13731951	12B	13646538
Galileo	1	BEL-21	915	REP-1	130	X:13732866-13732931	13732866	13732931	13732866	13732931	12B	13646538
REP-1	1	Galileo	130	GENE	4185	X:13733061-13733133	13733061	13733133	13733061	13733133	12B	13646538
GENE	6	REP-1	4185	INV2j	761	X:13737318-13754978	13737318	13738561	13752587	13754978	12B	13646538
INV2j	1	GENE	761	GENE	189	X:13755739-13755776	13755739	13755776	13755739	13755776	12B	13646538
GENE	1	INV2j	189	GENE	1743	X:13755965-13758766	13755965	13758766	13755965	13758766	12B	13646538
GENE	1	GENE	1743	DNAREP1	2054	X:13760509-13770029	13760509	13770029	13760509	13770029	12C	13757666
DNAREP1	1	GENE	2054	GENE	819	X:13772083-13772113	13772083	13772113	13772083	13772113	12C	13757666
GENE	1	DNAREP1	819	Helitron-N2	-2008	X:13772932-13777141	13772932	13777141	13772932	13777141	12C	13757666
Helitron-N2	1	GENE	-2008	GENE	1345	X:13775133-13775172	13775133	13775172	13775133	13775172	12C	13757666
GENE	4	Helitron-N2	1345	GENE	5313	X:13776517-13801133	13776517	13778012	13799842	13801133	12C	13757666
GENE	1	GENE	5313	Helitron-1	1772	X:13806446-13806922	13806446	13806922	13806446	13806922	12C	13757666
Helitron-1	1	GENE	1772	DNAREP1	58	X:13808694-13808740	13808694	13808740	13808694	13808740	12C	13757666
DNAREP1	2	Helitron-1	58	hAT-1	11622	X:13808798-13809592	13808798	13808897	13809227	13809592	12C	13757666
hAT-1	1	DNAREP1	11622	DNAREP1	1059	X:13821214-13821283	13821214	13821283	13821214	13821283	12C	13757666
DNAREP1	1	hAT-1	1059	GENE	583	X:13822342-13822515	13822342	13822515	13822342	13822515	12C	13757666
GENE	1	DNAREP1	583	PROTOP	380	X:13823098-13823856	13823098	13823856	13823098	13823856	12C	13757666
PROTOP	1	GENE	380	Helitron-N2	12	X:13824236-13824788	13824236	13824788	13824236	13824788	12C	13757666
Helitron-N2	1	PROTOP	12	GENE	145	X:13824800-13825088	13824800	13825088	13824800	13825088	12C	13757666
GENE	1	Helitron-N2	145	MINIME	256	X:13825233-13825960	13825233	13825960	13825233	13825960	12C	13757666
MINIME	1	GENE	256	DNAREP1	7	X:13826216-13826285	13826216	13826285	13826216	13826285	12C	13757666
DNAREP1	1	MINIME	7	BURDOCK	1498	X:13826292-13826397	13826292	13826397	13826292	13826397	12C	13757666
BURDOCK	3	DNAREP1	1498	Gypsy-29	754	X:13827895-13834308	13827895	13828170	13834033	13834308	12C	13757666
Gypsy-29	1	BURDOCK	754	Jockey-3	700	X:13835062-13835173	13835062	13835173	13835062	13835173	12C	13757666
Jockey-3	1	Gypsy-29	700	Gypsy-10	686	X:13835873-13835978	13835873	13835978	13835873	13835978	12C	13757666
Gypsy-10	1	Jockey-3	686	Gypsy-5	2654	X:13836664-13836716	13836664	13836716	13836664	13836716	12C	13757666
Gypsy-5	1	Gypsy-10	2654	HOBO 1 299	2969	X:13839370-13839436	13839370	13839436	13839370	13839436	12C	13757666
HOBO 1 299	1	Gypsy-5	2969	PROTOP	39	X:13842405-13842753	13842405	13842753	13842405	13842753	12C	13757666
PROTOP	1	HOBO 1 299	39	PROTOP 312 462	247	X:13842792-13842861	13842792	13842861	13842792	13842861	12C	13757666
PROTOP 312 462	1	PROTOP	247	HOBO 2673 3016	18	X:13843108-13843287	13843108	13843287	13843108	13843287	12C	13757666
HOBO 2673 3016	1	PROTOP 312 462	18	Gypsy-22	7341	X:13843305-13843620	13843305	13843620	13843305	13843620	12C	13757666
Gypsy-22	1	HOBO 2673 3016	7341	Helitron-N1	9926	X:13850961-13851033	13850961	13851033	13850961	13851033	12C	13757666
Helitron-N1	1	Gypsy-22	9926	1.688	5399	X:13860959-13861030	13860959	13861030	13860959	13861030	12C	13757666
1.688	2	Helitron-N1	5399	Homo6 691 760	17605	X:13866429-13866975	13866429	13866576	13866620	13866975	12C	13757666
Homo6 691 760	1	1.688	17605	INV2j	4410	X:13884580-13884640	13884580	13884640	13884580	13884640	12C	13757666
INV2j	1	Homo6 691 760	4410	BEL2-LTR	387	X:13889050-13889094	13889050	13889094	13889050	13889094	12C	13757666
BEL2-LTR	1	INV2j	387	GENE	4836	X:13889481-13889523	13889481	13889523	13889481	13889523	12C	13757666
GENE	1	BEL2-LTR	4836	1.688	5888	X:13894359-13896568	13894359	13896568	13894359	13896568	12C	13757666
