Cluster	Repeats	Closest upstream	Dist upstream	Closest downstream	Dist downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start
Kiri-1	1	GENE	819	GENE	1184	X:13023729-13023766	13023729	13023766	13023729	13023766	11D	12836467
GENE	1	Kiri-1	1184	Kiri-1	819	X:13024950-13025378	13024950	13025378	13024950	13025378	11D	12836467
Kiri-1	2	GENE	819	GENE	1184	X:13026197-13026863	13026197	13026234	13026826	13026863	11D	12836467
GENE	1	Kiri-1	1184	Kiri-1	819	X:13028047-13028475	13028047	13028475	13028047	13028475	11D	12836467
Kiri-1	2	GENE	819	GENE	1184	X:13029294-13029960	13029294	13029331	13029923	13029960	11D	12836467
GENE	1	Kiri-1	1184	Kiri-1	819	X:13031144-13031572	13031144	13031572	13031144	13031572	11D	12836467
Kiri-1	2	GENE	819	GENE	1184	X:13032391-13033057	13032391	13032428	13033020	13033057	11D	12836467
GENE	1	Kiri-1	1184	Kiri-1	819	X:13034241-13034669	13034241	13034669	13034241	13034669	11D	12836467
Kiri-1	1	GENE	819	GENE	1193	X:13035488-13035525	13035488	13035525	13035488	13035525	11D	12836467
GENE	1	Kiri-1	1193	Kiri-1	819	X:13036718-13037146	13036718	13037146	13036718	13037146	11D	12836467
Kiri-1	2	GENE	819	GENE	593	X:13037965-13038631	13037965	13038002	13038594	13038631	11D	12836467
GENE	1	Kiri-1	593	GENE	3242	X:13039224-13042674	13039224	13042674	13039224	13042674	11D	12836467
GENE	1	GENE	3242	GENE	9980	X:13045916-13056643	13045916	13056643	13045916	13056643	11D	12836467
GENE	4	GENE	9980	GENE	3827	X:13066623-13080231	13066623	13067772	13077387	13080231	11D	12836467
GENE	1	GENE	3827	Gypsy-22	-335	X:13084058-13109453	13084058	13109453	13084058	13109453	11D	12836467
Gypsy-22	1	GENE	-335	GENE	712	X:13109118-13109215	13109118	13109215	13109118	13109215	11D	12836467
GENE	1	Gypsy-22	712	1.688	1905	X:13109927-13112003	13109927	13112003	13109927	13112003	11D	12836467
1.688	1	GENE	1905	GENE	1493	X:13113908-13114218	13113908	13114218	13113908	13114218	11E	13113650
GENE	1	1.688	1493	CR1-3	30	X:13115711-13117778	13115711	13117778	13115711	13117778	11E	13113650
CR1-3	1	GENE	30	GENE	679	X:13117808-13117863	13117808	13117863	13117808	13117863	11E	13113650
GENE	1	CR1-3	679	Helitron-N1	-625	X:13118542-13121158	13118542	13121158	13118542	13121158	11E	13113650
Helitron-N1	1	GENE	-625	Jockey-3	2429	X:13120533-13120606	13120533	13120606	13120533	13120606	11E	13113650
Jockey-3	1	Helitron-N1	2429	R1-5B	23119	X:13123035-13123114	13123035	13123114	13123035	13123114	11E	13113650
R1-5B	2	Jockey-3	23119	Helitron-2N	2007	X:13146233-13146704	13146233	13146551	13146602	13146704	11E	13113650
Helitron-2N	1	R1-5B	2007	P-1	7021	X:13148711-13148769	13148711	13148769	13148711	13148769	11E	13113650
P-1	1	Helitron-2N	7021	DM297	1037	X:13155790-13155841	13155790	13155841	13155790	13155841	11E	13113650
DM297	1	P-1	1037	GENE	8512	X:13156878-13157291	13156878	13157291	13156878	13157291	11E	13113650
GENE	1	DM297	8512	GENE	1317	X:13165803-13167890	13165803	13167890	13165803	13167890	11E	13113650
GENE	3	GENE	1317	Gypsy-10	-8490	X:13169207-13185108	13169207	13173531	13175839	13185108	11E	13113650
Gypsy-10	1	GENE	-8490	Galileo	2927	X:13176618-13176682	13176618	13176682	13176618	13176682	11E	13113650
Galileo	1	Gypsy-10	2927	GENE	7030	X:13179609-13179676	13179609	13179676	13179609	13179676	11E	13113650
GENE	1	Galileo	7030	TART	-2440	X:13186706-13189793	13186706	13189793	13186706	13189793	11E	13113650
TART	1	GENE	-2440	GENE	2758	X:13187353-13187375	13187353	13187375	13187353	13187375	11E	13113650
GENE	3	TART	2758	GENE	7425	X:13190133-13194390	13190133	13190814	13192741	13194390	11E	13113650
GENE	2	GENE	7425	BS2 2153 2316	269	X:13201815-13207149	13201815	13205998	13206634	13207149	11E	13113650
BS2 2153 2316	1	GENE	269	GENE	1354	X:13207418-13207589	13207418	13207589	13207418	13207589	11E	13113650
GENE	2	BS2 2153 2316	1354	GENE	2617	X:13208943-13217025	13208943	13213346	13213404	13217025	11E	13113650
GENE	1	GENE	2617	1.688	2439	X:13219642-13224666	13219642	13224666	13219642	13224666	11E	13113650
1.688	2	GENE	2439	HOBO 2632 3016	13923	X:13227105-13227534	13227105	13227196	13227203	13227534	11E	13113650
HOBO 2632 3016	1	1.688	13923	PROTOP	328	X:13241457-13241813	13241457	13241813	13241457	13241813	11E	13113650
PROTOP	1	HOBO 2632 3016	328	HOBO 2 314	4	X:13242141-13242210	13242141	13242210	13242141	13242210	11E	13113650
HOBO 2 314	1	PROTOP	4	TART	2061	X:13242214-13242574	13242214	13242574	13242214	13242574	11E	13113650
TART	2	HOBO 2 314	2061	HOBO 1 316	1425	X:13244635-13245220	13244635	13244857	13245086	13245220	11E	13113650
HOBO 1 316	1	TART	1425	PROTOP	44	X:13246645-13246928	13246645	13246928	13246645	13246928	11E	13113650
PROTOP	1	HOBO 1 316	44	HOBO 2637 3016	1	X:13246972-13247013	13246972	13247013	13246972	13247013	11E	13113650
HOBO 2637 3016	1	PROTOP	1	GENE	3120	X:13247014-13247366	13247014	13247366	13247014	13247366	11E	13113650
GENE	1	HOBO 2637 3016	3120	Gypsy-23	-104715	X:13250486-13360274	13250486	13360274	13250486	13360274	11E	13113650
Gypsy-23	1	GENE	-104715	Jockey-3	1	X:13255559-13255632	13255559	13255632	13255559	13255632	11E	13113650
Jockey-3	1	Gypsy-23	1	GENE	4968	X:13255633-13255685	13255633	13255685	13255633	13255685	11E	13113650
GENE	1	Jockey-3	4968	1.688	11180	X:13260653-13261706	13260653	13261706	13260653	13261706	11E	13113650
1.688	136	GENE	11180	Polinton-1	8634	X:13272886-13316233	13272886	13273112	13316066	13316233	11E	13113650
Polinton-1	1	1.688	8634	MINIME	18953	X:13324867-13324931	13324867	13324931	13324867	13324931	11E	13113650
MINIME	1	Polinton-1	18953	GENE	24645	X:13343884-13343982	13343884	13343982	13343884	13343982	11E	13113650
GENE	2	MINIME	24645	1.688	167	X:13368627-13370872	13368627	13369840	13370690	13370872	11F	13346260
1.688	2	GENE	167	GENE	3678	X:13371039-13371751	13371039	13371133	13371412	13371751	11F	13346260
GENE	1	1.688	3678	GENE	7115	X:13375429-13377210	13375429	13377210	13375429	13377210	11F	13346260
GENE	1	GENE	7115	GENE	7675	X:13384325-13385573	13384325	13385573	13384325	13385573	11F	13346260
GENE	1	GENE	7675	GENE	2215	X:13393248-13394946	13393248	13394946	13393248	13394946	11F	13346260
GENE	1	GENE	2215	Galileo	2169	X:13397161-13398230	13397161	13398230	13397161	13398230	11F	13346260
Galileo	1	GENE	2169	GENE	1541	X:13400399-13400446	13400399	13400446	13400399	13400446	11F	13346260
GENE	1	Galileo	1541	GENE	12430	X:13401987-13403707	13401987	13403707	13401987	13403707	11F	13346260
GENE	2	GENE	12430	1.688	-7696	X:13416137-13433100	13416137	13416259	13417156	13433100	11F	13346260
1.688	2	GENE	-7696	Jockey-3	4211	X:13425404-13425697	13425404	13425507	13425501	13425697	11F	13346260
Jockey-3	1	1.688	4211	GENE	3126	X:13429908-13430263	13429908	13430263	13429908	13430263	11F	13346260
GENE	1	Jockey-3	3126	TART	-658	X:13433389-13442266	13433389	13442266	13433389	13442266	11F	13346260
TART	1	GENE	-658	GENE	3517	X:13441608-13441708	13441608	13441708	13441608	13441708	11F	13346260
GENE	7	TART	3517	BEL-1	-32476	X:13445225-13506302	13445225	13449109	13464295	13506302	11F	13346260
BEL-1	1	GENE	-32476	Mariner-1	192	X:13473826-13473862	13473826	13473862	13473826	13473862	12A	13461046
Mariner-1	1	BEL-1	192	HeT-A3	1	X:13474054-13475718	13474054	13475718	13474054	13475718	12A	13461046
HeT-A3	1	Mariner-1	1	Mariner-1	6313	X:13475719-13475761	13475719	13475761	13475719	13475761	12A	13461046
Mariner-1	1	HeT-A3	6313	TART	4180	X:13482074-13483749	13482074	13483749	13482074	13483749	12A	13461046
TART	2	Mariner-1	4180	Jockey-3	6983	X:13487929-13488068	13487929	13487947	13487978	13488068	12A	13461046
Jockey-3	1	TART	6983	GENE	11068	X:13495051-13495250	13495051	13495250	13495051	13495250	12A	13461046
GENE	3	Jockey-3	11068	TART	-4318	X:13506318-13516239	13506318	13509554	13511510	13516239	12A	13461046
TART	1	GENE	-4318	GENE	6508	X:13511921-13512009	13511921	13512009	13511921	13512009	12A	13461046
GENE	2	TART	6508	1.688	180	X:13518517-13522082	13518517	13519506	13519533	13522082	12A	13461046
1.688	4	GENE	180	GENE	1151	X:13522262-13523331	13522262	13522439	13523163	13523331	12A	13461046
GENE	3	1.688	1151	1.688	-23886	X:13524482-13558241	13524482	13526125	13533750	13558241	12A	13461046
1.688	1	GENE	-23886	1.688	8966	X:13534355-13534601	13534355	13534601	13534355	13534601	12A	13461046
1.688	2	1.688	8966	R2B	14908	X:13543567-13543771	13543567	13543709	13543734	13543771	12A	13461046
R2B	1	1.688	14908	GENE	753	X:13558679-13558743	13558679	13558743	13558679	13558743	12A	13461046
GENE	3	R2B	753	GENE	1693	X:13559496-13576640	13559496	13561993	13567492	13576640	12A	13461046
GENE	2	GENE	1693	GENE	3502	X:13578333-13582308	13578333	13579473	13580106	13582308	12A	13461046
GENE	1	GENE	3502	ROO	-7110	X:13585810-13595600	13585810	13595600	13585810	13595600	12A	13461046
ROO	1	GENE	-7110	BEL-1	518	X:13588490-13588549	13588490	13588549	13588490	13588549	12A	13461046
BEL-1	1	ROO	518	BEL-5	239	X:13589067-13589146	13589067	13589146	13589067	13589146	12A	13461046
BEL-5	1	BEL-1	239	GENE	8245	X:13589385-13589425	13589385	13589425	13589385	13589425	12A	13461046
GENE	2	BEL-5	8245	GENE	1223	X:13597670-13602116	13597670	13599095	13600058	13602116	12A	13461046
GENE	1	GENE	1223	Gypsy8-I	-3912	X:13603339-13619226	13603339	13619226	13603339	13619226	12A	13461046
Gypsy8-I	1	GENE	-3912	P-1	2870	X:13615314-13615375	13615314	13615375	13615314	13615375	12A	13461046
P-1	1	Gypsy8-I	2870	GENE	1987	X:13618245-13618319	13618245	13618319	13618245	13618319	12A	13461046
GENE	3	P-1	1987	Copia2-I	-30572	X:13620306-13655752	13620306	13622609	13624173	13655752	12A	13461046
Copia2-I	1	GENE	-30572	Gypsy12	2268	X:13625180-13625246	13625180	13625246	13625180	13625246	12A	13461046
Gypsy12	1	Copia2-I	2268	Transib-1	2734	X:13627514-13627553	13627514	13627553	13627514	13627553	12A	13461046
Transib-1	1	Gypsy12	2734	DNA3-1	267	X:13630287-13630355	13630287	13630355	13630287	13630355	12A	13461046
DNA3-1	1	Transib-1	267	DNA3-1	1820	X:13630622-13630858	13630622	13630858	13630622	13630858	12A	13461046
DNA3-1	1	DNA3-1	1820	DNA3-1	1802	X:13632678-13632780	13632678	13632780	13632678	13632780	12A	13461046
DNA3-1	1	DNA3-1	1802	DNA3-1	1802	X:13634582-13634684	13634582	13634684	13634582	13634684	12A	13461046
DNA3-1	1	DNA3-1	1802	DNA3-1	1802	X:13636486-13636588	13636486	13636588	13636486	13636588	12A	13461046
DNA3-1	1	DNA3-1	1802	REP-1	1567	X:13638390-13638492	13638390	13638492	13638390	13638492	12A	13461046
REP-1	1	DNA3-1	1567	GENE	4711	X:13640059-13640143	13640059	13640143	13640059	13640143	12A	13461046
GENE	1	REP-1	4711	Jockey-6	70	X:13644854-13646120	13644854	13646120	13644854	13646120	12A	13461046
Jockey-6	1	GENE	70	Jockey-1	1	X:13646190-13646214	13646190	13646214	13646190	13646214	12A	13461046
Jockey-1	1	Jockey-6	1	GENE	13372	X:13646215-13646386	13646215	13646386	13646215	13646386	12A	13461046
GENE	2	Jockey-1	13372	DNAREP1	204	X:13659758-13670201	13659758	13660944	13661076	13670201	12B	13646538
DNAREP1	2	GENE	204	Hoyak2 2 36	1	X:13670405-13670673	13670405	13670576	13670625	13670673	12B	13646538
Hoyak2 2 36	1	DNAREP1	1	GENE	188	X:13670674-13670708	13670674	13670708	13670674	13670708	12B	13646538
GENE	3	Hoyak2 2 36	188	1.688	-5653	X:13670896-13694112	13670896	13673887	13678619	13694112	12B	13646538
1.688	2	GENE	-5653	Jockey-3	29847	X:13688459-13689161	13688459	13688815	13688816	13689161	12B	13646538
Jockey-3	1	1.688	29847	GENE	11022	X:13719008-13719067	13719008	13719067	13719008	13719067	12B	13646538
GENE	1	Jockey-3	11022	TART	-99063	X:13730089-13830495	13730089	13830495	13730089	13830495	12B	13646538
TART	2	GENE	-99063	TART	8207	X:13731432-13732270	13731432	13731635	13731997	13732270	12B	13646538
TART	1	TART	8207	Jockey-3	1466	X:13740477-13740561	13740477	13740561	13740477	13740561	12B	13646538
Jockey-3	1	TART	1466	TART	1835	X:13742027-13742096	13742027	13742096	13742027	13742096	12B	13646538
TART	1	Jockey-3	1835	Gypsy-22	1433	X:13743931-13744068	13743931	13744068	13743931	13744068	12B	13646538
Gypsy-22	1	TART	1433	Jockey-3	1371	X:13745501-13745541	13745501	13745541	13745501	13745541	12B	13646538
Jockey-3	1	Gypsy-22	1371	1.688	372	X:13746912-13746975	13746912	13746975	13746912	13746975	12B	13646538
1.688	3	Jockey-3	372	TART	2558	X:13747347-13748211	13747347	13747523	13747874	13748211	12B	13646538
TART	1	1.688	2558	Jockey-3	2491	X:13750769-13750930	13750769	13750930	13750769	13750930	12B	13646538
Jockey-3	1	TART	2491	TART	952	X:13753421-13753465	13753421	13753465	13753421	13753465	12B	13646538
TART	2	Jockey-3	952	Jockey-3	657	X:13754417-13754656	13754417	13754491	13754578	13754656	12B	13646538
Jockey-3	1	TART	657	Gypsy8-I	330	X:13755313-13755390	13755313	13755390	13755313	13755390	12B	13646538
Gypsy8-I	1	Jockey-3	330	TART	1218	X:13755720-13755806	13755720	13755806	13755720	13755806	12B	13646538
TART	1	Gypsy8-I	1218	Helitron-2	2413	X:13757024-13757182	13757024	13757182	13757024	13757182	12B	13646538
Helitron-2	1	TART	2413	Gypsy8-I	2078	X:13759595-13759653	13759595	13759653	13759595	13759653	12C	13757666
Gypsy8-I	1	Helitron-2	2078	Jockey-3	154	X:13761731-13761791	13761731	13761791	13761731	13761791	12C	13757666
Jockey-3	1	Gypsy8-I	154	Gypsy-22	829	X:13761945-13762015	13761945	13762015	13761945	13762015	12C	13757666
Gypsy-22	1	Jockey-3	829	Jockey-3	5329	X:13762844-13762912	13762844	13762912	13762844	13762912	12C	13757666
Jockey-3	2	Gypsy-22	5329	Jockey-3	1785	X:13768241-13769253	13768241	13768383	13769147	13769253	12C	13757666
Jockey-3	1	Jockey-3	1785	HeT-A3	25605	X:13771038-13771115	13771038	13771115	13771038	13771115	12C	13757666
HeT-A3	1	Jockey-3	25605	GENE	1243	X:13796720-13796791	13796720	13796791	13796720	13796791	12C	13757666
GENE	1	HeT-A3	1243	MINIME	12673	X:13798034-13799374	13798034	13799374	13798034	13799374	12C	13757666
MINIME	1	GENE	12673	Transib-1	1179	X:13812047-13812164	13812047	13812164	13812047	13812164	12C	13757666
Transib-1	1	MINIME	1179	P-1	5396	X:13813343-13813408	13813343	13813408	13813343	13813408	12C	13757666
P-1	1	Transib-1	5396	TART	8699	X:13818804-13818874	13818804	13818874	13818804	13818874	12C	13757666
TART	1	P-1	8699	GENE	11644	X:13827573-13827707	13827573	13827707	13827573	13827707	12C	13757666
GENE	1	TART	11644	DNAREP1	1243	X:13839351-13839806	13839351	13839806	13839351	13839806	12C	13757666
DNAREP1	1	GENE	1243	1.688	24916	X:13841049-13841372	13841049	13841372	13841049	13841372	12C	13757666
1.688	2	DNAREP1	24916	Gypsy-1	1036	X:13866288-13866770	13866288	13866595	13866624	13866770	12C	13757666
Gypsy-1	3	1.688	1036	DNAREP1	7088	X:13867806-13875951	13867806	13875058	13875572	13875951	12C	13757666
DNAREP1	1	Gypsy-1	7088	Jockey-3	7751	X:13883039-13883651	13883039	13883651	13883039	13883651	12C	13757666
Jockey-3	1	DNAREP1	7751	TART	123	X:13891402-13891514	13891402	13891514	13891402	13891514	12C	13757666
TART	1	Jockey-3	123	Gypsy8-I	4558	X:13891637-13891760	13891637	13891760	13891637	13891760	12C	13757666
Gypsy8-I	1	TART	4558	REP-2	32644	X:13896318-13896485	13896318	13896485	13896318	13896485	12C	13757666
REP-2	1	Gypsy8-I	32644	1.688	8123	X:13929129-13929188	13929129	13929188	13929129	13929188	12D	13903439
1.688	1	REP-2	8123	TART	10798	X:13937311-13937657	13937311	13937657	13937311	13937657	12D	13903439
TART	1	1.688	10798	DNAREP1	12136	X:13948455-13948526	13948455	13948526	13948455	13948526	12D	13903439
DNAREP1	1	TART	12136	GENE	15411	X:13960662-13960794	13960662	13960794	13960662	13960794	12D	13903439
GENE	1	DNAREP1	15411	DNAREP1	220	X:13976205-13977482	13976205	13977482	13976205	13977482	12D	13903439
DNAREP1	1	GENE	220	GENE	5128	X:13977702-13977785	13977702	13977785	13977702	13977785	12D	13903439
GENE	1	DNAREP1	5128	GENE	3037	X:13982913-13983917	13982913	13983917	13982913	13983917	12D	13903439
GENE	1	GENE	3037	GENE	3933	X:13986954-13988881	13986954	13988881	13986954	13988881	12D	13903439
GENE	1	GENE	3933	GENE	1611	X:13992814-13993176	13992814	13993176	13992814	13993176	12D	13903439
GENE	1	GENE	1611	Helitron-N1	95	X:13994787-13995988	13994787	13995988	13994787	13995988	12D	13903439
Helitron-N1	1	GENE	95	GENE	244	X:13996083-13996160	13996083	13996160	13996083	13996160	12D	13903439
GENE	1	Helitron-N1	244	GENE	1162	X:13996404-13997205	13996404	13997205	13996404	13997205	12D	13903439
GENE	4	GENE	1162	Gypsy-5	3996	X:13998367-14016323	13998367	14005092	14011186	14016323	12D	13903439
Gypsy-5	1	GENE	3996	BEL-21	2926	X:14020319-14020774	14020319	14020774	14020319	14020774	12D	13903439
BEL-21	1	Gypsy-5	2926	HeT-A3	8	X:14023700-14023753	14023700	14023753	14023700	14023753	12D	13903439
HeT-A3	1	BEL-21	8	BARI	1179	X:14023761-14023792	14023761	14023792	14023761	14023792	12D	13903439
BARI	1	HeT-A3	1179	BARI1 36 67	17	X:14024971-14025000	14024971	14025000	14024971	14025000	12D	13903439
BARI1 36 67	1	BARI	17	GENE	4216	X:14025017-14025048	14025017	14025048	14025017	14025048	12D	13903439
GENE	6	BARI1 36 67	4216	INV2j	768	X:14029264-14046947	14029264	14030507	14044557	14046947	12D	13903439
INV2j	1	GENE	768	GENE	193	X:14047715-14047750	14047715	14047750	14047715	14047750	12D	13903439
GENE	1	INV2j	193	GENE	1439	X:14047943-14050721	14047943	14050721	14047943	14050721	12D	13903439
GENE	1	GENE	1439	DNAREP1	2035	X:14052160-14062460	14052160	14062460	14052160	14062460	12D	13903439
DNAREP1	1	GENE	2035	GENE	1033	X:14064495-14064525	14064495	14064525	14064495	14064525	12D	13903439
GENE	1	DNAREP1	1033	Helitron-N2	-1972	X:14065558-14069437	14065558	14069437	14065558	14069437	12D	13903439
Helitron-N2	1	GENE	-1972	GENE	2129	X:14067465-14067504	14067465	14067504	14067465	14067504	12D	13903439
GENE	4	Helitron-N2	2129	BEL-1	2901	X:14069633-14092471	14069633	14070247	14091159	14092471	12D	13903439
BEL-1	1	GENE	2901	Helitron-1	1621	X:14095372-14095414	14095372	14095414	14095372	14095414	12E	14080988
Helitron-1	1	BEL-1	1621	Helitron-1	2920	X:14097035-14097081	14097035	14097081	14097035	14097081	12E	14080988
Helitron-1	1	Helitron-1	2920	DNAREP1	7	X:14100001-14100047	14100001	14100047	14100001	14100047	12E	14080988
DNAREP1	2	Helitron-1	7	GENE	369	X:14100054-14100829	14100054	14100198	14100490	14100829	12E	14080988
GENE	1	DNAREP1	369	DNAREP1	455	X:14101198-14101674	14101198	14101674	14101198	14101674	12E	14080988
DNAREP1	2	GENE	455	DNAREP1	12753	X:14102129-14102387	14102129	14102264	14102301	14102387	12E	14080988
DNAREP1	1	DNAREP1	12753	DNAREP1	1130	X:14115140-14115466	14115140	14115466	14115140	14115466	12E	14080988
DNAREP1	1	DNAREP1	1130	DNAREP1	1223	X:14116596-14116916	14116596	14116916	14116596	14116916	12E	14080988
DNAREP1	1	DNAREP1	1223	GENE	123	X:14118139-14118356	14118139	14118356	14118139	14118356	12E	14080988
GENE	1	DNAREP1	123	PROTOP	-5713	X:14118479-14126441	14118479	14126441	14118479	14126441	12E	14080988
PROTOP	1	GENE	-5713	Helitron-N2	-4	X:14120728-14121283	14120728	14121283	14120728	14121283	12E	14080988
Helitron-N2	1	PROTOP	-4	DNAREP1	1132	X:14121279-14121566	14121279	14121566	14121279	14121566	12E	14080988
DNAREP1	1	Helitron-N2	1132	DNAREP1	1223	X:14122698-14123018	14122698	14123018	14122698	14123018	12E	14080988
DNAREP1	1	DNAREP1	1223	PROTOP	2363	X:14124241-14124458	14124241	14124458	14124241	14124458	12E	14080988
PROTOP	1	DNAREP1	2363	Helitron-N2	12	X:14126821-14127363	14126821	14127363	14126821	14127363	12E	14080988
Helitron-N2	1	PROTOP	12	GENE	145	X:14127375-14127662	14127375	14127662	14127375	14127662	12E	14080988
GENE	1	Helitron-N2	145	DNAREP1	438	X:14127807-14128513	14127807	14128513	14127807	14128513	12E	14080988
DNAREP1	1	GENE	438	Gypsy-29	2226	X:14128951-14129085	14128951	14129085	14128951	14129085	12E	14080988
Gypsy-29	1	DNAREP1	2226	Gypsy-10	1455	X:14131311-14131422	14131311	14131422	14131311	14131422	12E	14080988
Gypsy-10	1	Gypsy-29	1455	Gypsy-10	2622	X:14132877-14132929	14132877	14132929	14132877	14132929	12E	14080988
Gypsy-10	1	Gypsy-10	2622	BEL-10	259	X:14135551-14135600	14135551	14135600	14135551	14135600	12E	14080988
BEL-10	1	Gypsy-10	259	FB4	2972	X:14135859-14135917	14135859	14135917	14135859	14135917	12E	14080988
FB4	2	BEL-10	2972	BURDOCK	4850	X:14138889-14141164	14138889	14139994	14140102	14141164	12E	14080988
BURDOCK	1	FB4	4850	P-1	6859	X:14146014-14146289	14146014	14146289	14146014	14146289	12E	14080988
P-1	1	BURDOCK	6859	Helitron-N1	5479	X:14153148-14153186	14153148	14153186	14153148	14153186	12E	14080988
Helitron-N1	1	P-1	5479	1.688	5339	X:14158665-14158731	14158665	14158731	14158665	14158731	12E	14080988
1.688	4	Helitron-N1	5339	FW	16705	X:14164070-14165152	14164070	14164289	14164940	14165152	12E	14080988
FW	2	1.688	16705	Jockey-2	53	X:14181857-14183374	14181857	14182410	14182401	14183374	12E	14080988
Jockey-2	1	FW	53	BEL2-LTR	5252	X:14183427-14183444	14183427	14183444	14183427	14183444	12E	14080988
BEL2-LTR	1	Jockey-2	5252	GENE	4705	X:14188696-14188738	14188696	14188738	14188696	14188738	12E	14080988
GENE	1	BEL2-LTR	4705	1.688	5750	X:14193443-14194234	14193443	14194234	14193443	14194234	12E	14080988
1.688	3	GENE	5750	BEL-21	3183	X:14199984-14200961	14199984	14200313	14200655	14200961	12E	14080988
BEL-21	1	1.688	3183	Gypsy-5	11180	X:14204144-14204209	14204144	14204209	14204144	14204209	12E	14080988
Gypsy-5	1	BEL-21	11180	TART	7344	X:14215389-14215449	14215389	14215449	14215389	14215449	12E	14080988
TART	1	Gypsy-5	7344	GENE	9245	X:14222793-14222888	14222793	14222888	14222793	14222888	12E	14080988
GENE	1	TART	9245	Gypsy8-I	-35986	X:14232133-14268464	14232133	14268464	14232133	14268464	12E	14080988
Gypsy8-I	1	GENE	-35986	1.688	1111	X:14232478-14232561	14232478	14232561	14232478	14232561	12E	14080988
1.688	2	Gypsy8-I	1111	HeT-A3	19213	X:14233672-14234118	14233672	14233972	14233984	14234118	12E	14080988
HeT-A3	1	1.688	19213	1.688	22121	X:14253331-14253377	14253331	14253377	14253331	14253377	12E	14080988
1.688	21	HeT-A3	22121	HelitronN-1	685	X:14275498-14283729	14275498	14275852	14283622	14283729	12E	14080988
HelitronN-1	1	1.688	685	GENE	1203	X:14284414-14284504	14284414	14284504	14284414	14284504	12E	14080988
GENE	1	HelitronN-1	1203	Helitron-N2	-3942	X:14285707-14293413	14285707	14293413	14285707	14293413	12E	14080988
Helitron-N2	1	GENE	-3942	GENE	19649	X:14289471-14289524	14289471	14289524	14289471	14289524	12E	14080988
GENE	1	Helitron-N2	19649	1.688	15217	X:14309173-14310287	14309173	14310287	14309173	14310287	12E	14080988
1.688	4	GENE	15217	FB4	149	X:14325504-14326914	14325504	14325705	14326821	14326914	12E	14080988
FB4	1	1.688	149	HOBO 1 192	7511	X:14327063-14327646	14327063	14327646	14327063	14327646	12E	14080988
HOBO 1 192	1	FB4	7511	HOBO 261 316	18	X:14335157-14335347	14335157	14335347	14335157	14335347	12E	14080988
HOBO 261 316	1	HOBO 1 192	18	PROTOP 17 75	2	X:14335365-14335420	14335365	14335420	14335365	14335420	12E	14080988
PROTOP 17 75	1	HOBO 261 316	2	PROTOP 337 468	220	X:14335422-14335484	14335422	14335484	14335422	14335484	12E	14080988
PROTOP 337 468	1	PROTOP 17 75	220	HOBO 2632 3016	-2	X:14335704-14335836	14335704	14335836	14335704	14335836	12E	14080988
HOBO 2632 3016	1	PROTOP 337 468	-2	DMCR1A 1430 3214	17067	X:14335834-14336223	14335834	14336223	14335834	14336223	12E	14080988
DMCR1A 1430 3214	1	HOBO 2632 3016	17067	Galileo	10523	X:14353290-14355064	14353290	14355064	14353290	14355064	12E	14080988
Galileo	1	DMCR1A 1430 3214	10523	1.688	9412	X:14365587-14365654	14365587	14365654	14365587	14365654	12E	14080988
1.688	5	Galileo	9412	Gypsy-22	422	X:14375066-14377104	14375066	14375331	14376789	14377104	12E	14080988
Gypsy-22	1	1.688	422	Jockey-3	7400	X:14377526-14377596	14377526	14377596	14377526	14377596	12E	14080988
Jockey-3	1	Gypsy-22	7400	1.688	427	X:14384996-14385046	14384996	14385046	14384996	14385046	12E	14080988
1.688	1	Jockey-3	427	Gypsy-22	1234	X:14385473-14385549	14385473	14385549	14385473	14385549	12E	14080988
Gypsy-22	1	1.688	1234	GENE	4016	X:14386783-14386865	14386783	14386865	14386783	14386865	12E	14080988
GENE	1	Gypsy-22	4016	Helitron-1	-928	X:14390881-14392405	14390881	14392405	14390881	14392405	12E	14080988
Helitron-1	1	GENE	-928	GENE	804	X:14391477-14391563	14391477	14391563	14391477	14391563	12E	14080988
GENE	1	Helitron-1	804	DNAREP1	86	X:14392367-14393197	14392367	14393197	14392367	14393197	12E	14080988
DNAREP1	2	GENE	86	GENE	193	X:14393283-14393834	14393283	14393525	14393576	14393834	12E	14080988
GENE	2	DNAREP1	193	Gypsy6-I	-12639	X:14394027-14412534	14394027	14394973	14395091	14412534	12E	14080988
Gypsy6-I	1	GENE	-12639	P-1	9313	X:14399895-14400017	14399895	14400017	14399895	14400017	12E	14080988
P-1	1	Gypsy6-I	9313	Mariner-1	3769	X:14409330-14409467	14409330	14409467	14409330	14409467	12E	14080988
Mariner-1	2	P-1	3769	GENE	687	X:14413236-14414149	14413236	14414069	14414079	14414149	12E	14080988
GENE	1	Mariner-1	687	1.688	-42164	X:14414836-14458229	14414836	14458229	14414836	14458229	12E	14080988
1.688	3	GENE	-42164	P-1	13290	X:14416065-14416785	14416065	14416282	14416646	14416785	12E	14080988
P-1	1	1.688	13290	BEL-19	17160	X:14430075-14430159	14430075	14430159	14430075	14430159	12E	14080988
BEL-19	1	P-1	17160	1.688	2014	X:14447319-14447363	14447319	14447363	14447319	14447363	12E	14080988
1.688	1	BEL-19	2014	HOBO 2888 3015	10305	X:14449377-14449447	14449377	14449447	14449377	14449447	12E	14080988
