name	start	end	Cyto_band	Cyto_start	species	flanking	age	Repeats	NewCyto	TransCoor
chrX	9495799	9496159	8E	9412384	sim	no	no	1	9A	9343549
chrX	9506459	9506661	8E	9412384	sim	no	no	1	9A	9343549
chrX	9509235	9509832	8E	9412384	sim	no	no	2	9A	9343549
chrX	9537099	9537452	8E	9412384	sim	no	no	1	9A	9343549
chrX	9551007	9552146	8E	9412384	sim	no	no	3	9A	9343549
chrX	9578624	9579186	8E	9412384	sim	no	no	2	9A	9343549
chrX	9593462	9593820	8E	9412384	sim	no	no	1	9A	9343549
chrX	9596397	9596492	8E	9412384	sim	no	no	1	9A	9343549
chrX	9611102	9611655	8F	9600461	sim	no	no	2	9A	9343549
chrX	9623942	9624287	8F	9600461	sim	no	no	1	9A	9343549
chrX	9646861	9647193	8F	9600461	sim	no	no	1	9A	9343549
chrX	9649734	9650104	8F	9600461	sim	no	no	2	9A	9343549
chrX	9690107	9690764	8F	9600461	sim	no	no	2	9A	9343549
chrX	9737470	9738058	9A	9709557	sim	no	no	2	9B	9711760
chrX	9754908	9755577	9A	9709557	sim	no	no	3	9B	9711760
chrX	9786854	9787373	9A	9709557	sim	no	no	3	9B	9711760
chrX	9796835	9797193	9A	9709557	sim	no	no	1	9B	9711760
chrX	9871882	9872240	9A	9709557	sim	no	no	1	9B	9711760
chrX	9893601	9893919	9A	9709557	sim	no	no	1	9B	9711760
chrX	9895348	9896255	9A	9709557	sim	no	no	3	9B	9711760
chrX	9915928	9916121	9A	9709557	sim	no	no	1	9B	9711760
chrX	9925717	9926091	9A	9709557	sim	no	no	2	9B	9711760
chrX	9943343	9943780	9A	9709557	sim	no	no	2	9B	9711760
chrX	9954004	9954080	9A	9709557	sim	no	no	1	9B	9711760
chrX	9964582	9964788	9A	9709557	sim	no	no	1	9B	9711760
chrX	9965830	9966120	9A	9709557	sim	no	no	1	9B	9711760
chrX	10012263	10012949	9A	9709557	sim	no	no	3	9B	9711760
chrX	10032905	10033837	9A	9709557	sim	no	no	2	9B	9711760
chrX	10054480	10054686	9A	9709557	sim	no	no	2	9C	10044527
chrX	10055588	10055890	9A	9709557	sim	no	no	2	9C	10044527
chrX	10104720	10105021	9B	10055611	sim	no	no	1	9D	10099860
chrX	10106719	10106897	9B	10055611	sim	no	no	1	9D	10099860
chrX	10128132	10128163	9B	10055611	sim	no	no	1	9D	10099860
chrX	10161546	10161959	9B	10055611	sim	no	no	2	9D	10099860
chrX	10177883	10178237	9B	10055611	sim	no	no	1	9D	10099860
chrX	10200484	10200842	9B	10055611	sim	no	no	1	9D	10099860
chrX	10216773	10217179	9B	10055611	sim	no	no	2	9D	10099860
chrX	10232744	10233085	9B	10055611	sim	no	no	1	9D	10099860
chrX	10254841	10255769	9B	10055611	sim	no	no	3	9D	10099860
chrX	10272456	10272888	9B	10055611	sim	no	no	2	9D	10099860
chrX	10281136	10281488	9B	10055611	sim	no	no	1	9E	10276157
chrX	10391433	10391809	9B	10055611	sim	no	no	2	9E	10276157
chrX	10433666	10434924	9C	10401342	sim	no	no	4	9F	10410466
chrX	10464347	10464578	9C	10401342	sim	no	no	1	9F	10410466
chrX	10521679	10522305	9D	10466209	sim	no	no	2	9F	10410466
chrX	10532987	10533341	9D	10466209	sim	no	no	1	9F	10410466
chrX	10552477	10552945	9D	10466209	sim	no	no	2	9F	10410466
chrX	10554105	10554439	9D	10466209	sim	no	no	1	9F	10410466
chrX	10572662	10574025	9D	10466209	sim	no	no	5	9F	10410466
chrX	10591555	10591871	9D	10466209	sim	no	no	1	9F	10410466
chrX	10595720	10596094	9D	10466209	sim	no	no	3	9F	10410466
chrX	10603187	10603272	9D	10466209	sim	no	no	1	10A	10601895
chrX	10627414	10628092	9D	10466209	sim	no	no	3	10A	10601895
chrX	10645390	10645577	9E	10645359	sim	no	no	1	10A	10601895
chrX	10646563	10646745	9E	10645359	sim	no	no	1	10A	10601895
chrX	10670621	10671459	9E	10645359	sim	no	no	3	10A	10601895
chrX	10703226	10703659	9E	10645359	sim	no	no	2	10A	10601895
chrX	10775189	10775884	9E	10645359	sim	no	no	3	10A	10601895
chrX	10800725	10801512	9F	10781791	sim	no	no	3	10B	10787857
chrX	10822749	10823504	9F	10781791	sim	no	no	3	10B	10787857
chrX	10840485	10841284	9F	10781791	sim	no	no	3	10B	10787857
chrX	10860672	10861021	9F	10781791	sim	no	no	2	10B	10787857
chrX	10896354	10896866	9F	10781791	sim	no	no	2	10B	10787857
chrX	10943154	10943358	9F	10781791	sim	no	no	1	10B	10787857
chrX	10997995	10998354	10A	10976636	sim	no	no	1	10B	10787857
chrX	11066611	11067321	10A	10976636	sim	no	no	2	10B	10787857
chrX	11126258	11126467	10A	10976636	sim	no	no	1	10C	11085597
chrX	11146286	11146858	10A	10976636	sim	no	no	2	10C	11085597
chrX	11217763	11218111	10B	11198804	sim	no	no	1	10D	11181158
chrX	11267931	11268640	10B	11198804	sim	no	no	2	10D	11181158
chrX	11307412	11308236	10B	11198804	sim	no	no	3	10E	11300475
chrX	11329850	11330626	10B	11198804	sim	no	no	2	10E	11300475
chrX	11370188	11370721	10B	11198804	sim	no	no	3	10E	11300475
chrX	11437221	11437577	10B	11198804	sim	no	no	1	10F	11405828
chrX	11440439	11440591	10B	11198804	sim	no	no	1	10F	11405828
chrX	11465976	11466810	10B	11198804	sim	no	no	2	10F	11405828
chrX	11536022	11536631	10C	11489174	sim	no	no	3	10F	11405828
chrX	11593321	11594285	10C	11489174	sim	no	no	4	11A	11551685
chrX	11641331	11642347	10D	11607196	sim	no	no	3	11A	11551685
chrX	11680006	11680310	10D	11607196	sim	no	no	2	11A	11551685
chrX	11737639	11738209	10E	11728874	sim	no	no	2	11A	11551685
chrX	11843544	11844539	10F	11829939	sim	no	no	4	11A	11551685
chrX	11878219	11878535	10F	11829939	sim	no	no	2	11A	11551685
chrX	11890072	11892726	10F	11829939	sim	no	no	8	11A	11551685
chrX	11924581	11925464	10F	11829939	sim	no	no	3	11A	11551685
chrX	11926638	11926807	10F	11829939	sim	no	no	2	11A	11551685
chrX	11960806	11961485	10F	11829939	sim	no	no	3	11A	11551685
chrX	11987968	11988232	11A	11982050	sim	no	no	1	11A	11551685
chrX	12042302	12042838	11A	11982050	sim	no	no	2	11A	11551685
chrX	12072474	12073209	11A	11982050	sim	no	no	2	11A	11551685
chrX	12092876	12093660	11A	11982050	sim	no	no	3	11B	12075777
chrX	12230824	12232347	11A	11982050	sim	no	no	4	11B	12075777
chrX	12234363	12234544	11A	11982050	sim	no	no	1	11B	12075777
chrX	12252412	12252752	11A	11982050	sim	no	no	2	11B	12075777
chrX	12308748	12309105	11A	11982050	sim	no	no	1	11B	12075777
chrX	12345651	12346135	11A	11982050	sim	no	no	2	11C	12329880
chrX	12347323	12347764	11A	11982050	sim	no	no	2	11C	12329880
chrX	12382684	12383039	11A	11982050	sim	no	no	1	11C	12329880
chrX	12482095	12482644	11A	11982050	sim	no	no	2	11D	12404894
chrX	12512690	12513538	11A	11982050	sim	no	no	4	11D	12404894
chrX	12513963	12514108	11A	11982050	sim	no	no	1	11D	12404894
chrX	12546593	12547851	11B	12525917	sim	no	no	4	11D	12404894
chrX	12568015	12568475	11B	12525917	sim	no	no	2	11D	12404894
chrX	12603842	12603910	11B	12525917	sim	no	no	1	11D	12404894
chrX	12605041	12605589	11B	12525917	sim	no	no	2	11D	12404894
chrX	12660576	12660761	11B	12525917	sim	no	no	1	11D	12404894
chrX	12662496	12663002	11B	12525917	sim	no	no	2	11D	12404894
chrX	12675214	12676023	11B	12525917	sim	no	no	3	11E	12664103
chrX	12738144	12738485	11B	12525917	sim	no	no	1	11E	12664103
chrX	12741728	12742360	11B	12525917	sim	no	no	3	11E	12664103
chrX	12787885	12788394	11C	12772076	sim	no	no	2	11E	12664103
chrX	12789174	12789580	11C	12772076	sim	no	no	2	11E	12664103
chrX	12889053	12889770	11D	12836467	sim	no	no	3	11E	12664103
chrX	12915702	12916443	11D	12836467	sim	no	no	3	11F	12910590
chrX	12976177	12976667	11D	12836467	sim	no	no	2	11F	12910590
chrX	13020651	13021312	11D	12836467	sim	no	no	3	11F	12910590
chrX	13076767	13077307	11D	12836467	sim	no	no	2	12A	13026869
chrX	13140443	13140736	11E	13113650	sim	no	no	2	12A	13026869
chrX	13234706	13235430	11E	13113650	sim	no	no	3	12B	13224481
chrX	13246441	13247041	11E	13113650	sim	no	no	2	12B	13224481
chrX	13256127	13256310	11E	13113650	sim	no	no	2	12B	13224481
chrX	13395755	13396089	11F	13346260	sim	no	no	1	12C	13320027
chrX	13398277	13398981	11F	13346260	sim	no	no	3	12C	13320027
chrX	13459528	13460587	11F	13346260	sim	no	no	4	12C	13320027
chrX	13580114	13580845	12A	13461046	sim	no	no	3	12D	13484699
chrX	13587937	13588048	12A	13461046	sim	no	no	1	12D	13484699
chrX	13644299	13644913	12A	13461046	sim	no	no	2	12E	13621483
chrX	13866429	13866975	12C	13757666	sim	no	no	2	12E	13621483
chrX	13902456	13903050	12C	13757666	sim	no	no	2	12E	13621483
chrX	13940490	13941156	12D	13903439	sim	no	no	2	12E	13621483
chrX	13983280	13984194	12D	13903439	sim	no	no	4	12E	13621483
chrX	14025787	14027119	12D	13903439	sim	no	no	4	12E	13621483
chrX	14072056	14073423	12D	13903439	sim	no	no	4	12F	14029097
chrX	14112990	14113407	12E	14080988	sim	no	no	2	12F	14029097
chrX	14114281	14114758	12E	14080988	sim	no	no	2	12F	14029097
chrX	14163282	14163693	12E	14080988	sim	no	no	2	12F	14029097
chrX	14165878	14166408	12E	14080988	sim	no	no	2	12F	14029097
chrX	14202320	14202531	12E	14080988	sim	no	no	1	12F	14029097
chrX	14384801	14384981	12E	14080988	sim	no	no	1	13A	14374357
chrX	14415311	14415838	12E	14080988	sim	no	no	2	13A	14374357
chrX	14635791	14635932	12F	14510751	sim	no	no	1	13A	14374357
chrX	14691592	14691684	12F	14510751	sim	no	no	1	13B	14648190
chrX	14692938	14693845	12F	14510751	sim	no	no	3	13B	14648190
chrX	14710745	14710835	12F	14510751	sim	no	no	1	13B	14648190
chrX	14712094	14714420	12F	14510751	sim	no	no	8	13B	14648190
chrX	14917448	14918057	13A	14873202	sim	no	no	3	13C	14895732
chrX	15039505	15039698	13A	14873202	sim	no	no	1	13D	15031234
chrX	15104180	15105893	13A	14873202	sim	no	no	6	13D	15031234
chrX	15264016	15264666	13B	15131122	sim	no	no	2	13E	15106352
chrX	15484496	15485707	13C	15372315	sim	no	no	7	14A	15425640
chrX	15751969	15752421	13E	15592099	sim	no	no	2	14B	15633500
chrX	15773866	15774297	13E	15592099	sim	no	no	2	14B	15633500
chrX	15940366	15940466	14A	15907609	sim	no	no	1	14C	15860644
chrX	16021012	16021113	14A	15907609	sim	no	no	1	14D	15962447
chrX	16391100	16394496	14C	16363597	sim	no	no	10	15B	16347729
chrX	16395696	16395944	14C	16363597	sim	no	no	3	15B	16347729
chrX	16866557	16867035	15B	16838946	sim	no	no	2	16A	16817530
chrX	16895312	16895400	15B	16838946	sim	no	no	1	16A	16817530
chrX	16973694	16973784	15D	16969024	sim	no	no	1	16A	16817530
chrX	17485871	17486316	16B	17472088	sim	no	no	2	16F	17402656
chrX	17680808	17680844	16C	17678211	sim	no	no	1	16F	17402656
chrX	201288	243720	1A	103614	mel	no	no	118	1A	103614
chrX	265155	265382	1A	103614	mel	no	no	1	1A	103614
chrX	888852	889831	1D	831097	mel	no	no	2	1D	831097
chrX	970932	971476	1D	831097	mel	no	no	2	1D	831097
chrX	1466203	1466405	2A	1368553	mel	no	no	1	2A	1368553
chrX	1539520	1540690	2B	1475669	mel	no	no	4	2B	1475669
chrX	1703371	1704749	2B	1475669	mel	no	no	5	2B	1475669
chrX	1812137	1812480	2B	1475669	mel	no	no	1	2B	1475669
chrX	1855853	1856514	2B	1475669	mel	no	no	3	2B	1475669
chrX	1920309	1920444	2B	1475669	mel	no	no	1	2B	1475669
chrX	2191161	2191578	2E	2173103	mel	no	no	2	2E	2173103
chrX	2210389	2211737	2E	2173103	mel	no	no	5	2E	2173103
chrX	2420022	2424601	3A	2328358	mel	no	no	14	3A	2328358
chrX	2679800	2679949	3B	2666235	mel	no	no	1	3B	2666235
chrX	2768725	2769928	3B	2666235	mel	no	no	4	3B	2666235
chrX	2817806	2818487	3C	2804156	mel	no	no	3	3C	2804156
chrX	2889256	2889365	3C	2804156	mel	no	no	1	3C	2804156
chrX	2905652	2906260	3C	2804156	mel	no	no	3	3C	2804156
chrX	3095502	3095744	3C	2804156	mel	no	no	2	3C	2804156
chrX	3246865	3247233	3C	2804156	mel	no	no	2	3C	2804156
chrX	3857673	3858208	3F	3765078	mel	no	no	2	3F	3765078
chrX	3870982	3871178	3F	3765078	mel	no	no	1	3F	3765078
chrX	4070884	4071375	4A	3955447	mel	no	no	2	4A	3955447
chrX	4177176	4177516	4B	4115669	mel	no	no	1	4B	4115669
chrX	4231112	4231354	4B	4115669	mel	no	no	1	4B	4115669
chrX	4328632	4329018	4B	4115669	mel	no	no	2	4B	4115669
chrX	4382553	4382901	4C	4333244	mel	no	no	2	4C	4333244
chrX	4487172	4487634	4C	4333244	mel	no	no	2	4C	4333244
chrX	4662719	4663675	4C	4333244	mel	no	no	4	4C	4333244
chrX	4714086	4714893	4C	4333244	mel	no	no	4	4C	4333244
chrX	4766078	4766139	4D	4749024	mel	no	no	1	4D	4749024
chrX	4823734	4824694	4D	4749024	mel	no	no	3	4D	4749024
chrX	4871477	4872140	4D	4749024	mel	no	no	3	4D	4749024
chrX	4964491	4964969	4E	4964040	mel	no	no	2	4E	4964040
chrX	5007894	5008396	4E	4964040	mel	no	no	2	4E	4964040
chrX	5024245	5024580	4E	4964040	mel	no	no	2	4E	4964040
chrX	5264845	5265114	4F	5107107	mel	no	no	2	4F	5107107
chrX	5460305	5460614	4F	5107107	mel	no	no	1	4F	5107107
chrX	5490066	5491467	5A	5475817	mel	no	no	4	5A	5475817
chrX	5502641	5503383	5A	5475817	mel	no	no	3	5A	5475817
chrX	5521450	5523943	5A	5475817	mel	no	no	6	5A	5475817
chrX	5580226	5581196	5A	5475817	mel	no	no	3	5A	5475817
chrX	5644288	5644878	5A	5475817	mel	no	no	3	5A	5475817
chrX	5663524	5664020	5A	5475817	mel	no	no	3	5A	5475817
chrX	5712045	5712823	5B	5697153	mel	no	no	3	5B	5697153
chrX	5775416	5775955	5C	5766003	mel	no	no	2	5C	5766003
chrX	5813119	5813166	5C	5766003	mel	no	no	1	5C	5766003
chrX	5817478	5818144	5C	5766003	mel	no	no	3	5C	5766003
chrX	5846318	5846453	5C	5766003	mel	no	no	1	5C	5766003
chrX	5867017	5867791	5C	5766003	mel	no	no	3	5C	5766003
chrX	5979411	5980546	5D	5955321	mel	no	no	4	5D	5955321
chrX	5993263	5993945	5D	5955321	mel	no	no	3	5D	5955321
chrX	6023359	6024376	5D	5955321	mel	no	no	4	5D	5955321
chrX	6064808	6064917	5D	5955321	mel	no	no	1	5D	5955321
chrX	6066467	6066677	5D	5955321	mel	no	no	1	5D	5955321
chrX	6165536	6165597	5D	5955321	mel	no	no	1	5D	5955321
chrX	6206391	6207849	5E	6198962	mel	no	no	4	5E	6198962
chrX	6312721	6313197	5E	6198962	mel	no	no	2	5E	6198962
chrX	6351215	6351576	5F	6315089	mel	no	no	1	5F	6315089
chrX	6383523	6384058	5F	6315089	mel	no	no	2	5F	6315089
chrX	6385030	6385521	5F	6315089	mel	no	no	2	5F	6315089
chrX	6398880	6399044	5F	6315089	mel	no	no	1	5F	6315089
chrX	6400276	6400635	5F	6315089	mel	no	no	1	5F	6315089
chrX	6418149	6418624	6A	6400666	mel	no	no	2	6A	6400666
chrX	6419610	6419969	6A	6400666	mel	no	no	1	6A	6400666
chrX	6477698	6478037	6A	6400666	mel	no	no	1	6A	6400666
chrX	6479245	6479508	6A	6400666	mel	no	no	1	6A	6400666
chrX	6562374	6562676	6B	6516901	mel	no	no	2	6B	6516901
chrX	6714927	6715408	6C	6585391	mel	no	no	2	6C	6585391
chrX	6780455	6780565	6D	6779511	mel	no	no	1	6D	6779511
chrX	6840914	6841198	6D	6779511	mel	no	no	1	6D	6779511
chrX	6897121	6897424	6E	6863446	mel	no	no	1	6E	6863446
chrX	6926897	6927411	6E	6863446	mel	no	no	2	6E	6863446
chrX	6953087	6957319	6E	6863446	mel	no	no	13	6E	6863446
chrX	7017074	7018981	6E	6863446	mel	no	no	6	6E	6863446
chrX	7042032	7042268	6F	7033899	mel	no	no	2	6F	7033899
chrX	7074118	7074289	6F	7033899	mel	no	no	1	6F	7033899
chrX	7116080	7117230	6F	7033899	mel	no	no	4	6F	7033899
chrX	7145259	7145753	6F	7033899	mel	no	no	2	6F	7033899
chrX	7187627	7188264	7A	7150637	mel	no	no	3	7A	7150637
chrX	7212791	7213474	7A	7150637	mel	no	no	3	7A	7150637
chrX	7242909	7243740	7A	7150637	mel	no	no	3	7A	7150637
chrX	7441716	7442225	7B	7286018	mel	no	no	2	7B	7286018
chrX	7753092	7753902	7B	7286018	mel	no	no	3	7B	7286018
chrX	7788792	7789286	7B	7286018	mel	no	no	2	7B	7286018
chrX	7812966	7821676	7C	7801643	mel	no	no	25	7C	7801643
chrX	7844128	7844450	7C	7801643	mel	no	no	2	7C	7801643
chrX	7885246	7885389	7C	7801643	mel	no	no	1	7C	7801643
chrX	7989825	7990412	7D	7947830	mel	no	no	2	7D	7947830
chrX	8000982	8001685	7D	7947830	mel	no	no	3	7D	7947830
chrX	8021542	8022329	7D	7947830	mel	no	no	3	7D	7947830
chrX	8129561	8129682	7D	7947830	mel	no	no	1	7D	7947830
chrX	8152464	8152804	7D	7947830	mel	no	no	2	7D	7947830
chrX	8256389	8257096	7E	8246255	mel	no	no	2	7E	8246255
chrX	8266966	8267281	7E	8246255	mel	no	no	1	7E	8246255
chrX	8296509	8296769	7E	8246255	mel	no	no	1	7E	8246255
chrX	8318096	8318442	7E	8246255	mel	no	no	1	7E	8246255
chrX	8338927	8339490	7E	8246255	mel	no	no	2	7E	8246255
chrX	8369081	8369915	7E	8246255	mel	no	no	3	7E	8246255
chrX	8394147	8394820	7E	8246255	mel	no	no	3	7E	8246255
chrX	8442438	8442878	7E	8246255	mel	no	no	2	7E	8246255
chrX	8495509	8496231	7F	8465639	mel	no	no	3	7F	8465639
chrX	8530517	8531201	7F	8465639	mel	no	no	3	7F	8465639
chrX	8577466	8578485	7F	8465639	mel	no	no	4	7F	8465639
chrX	8611681	8613588	7F	8465639	mel	no	no	6	7F	8465639
chrX	8629192	8629529	7F	8465639	mel	no	no	2	7F	8465639
chrX	8664482	8665490	8A	8649407	mel	no	no	4	8A	8649407
chrX	8698963	8702559	8A	8649407	mel	no	no	11	8A	8649407
chrX	8721542	8721638	8A	8649407	mel	no	no	1	8A	8649407
chrX	8735091	8736058	8A	8649407	mel	no	no	3	8A	8649407
chrX	8744931	8745095	8A	8649407	mel	no	no	1	8A	8649407
chrX	8750369	8753009	8A	8649407	mel	no	no	8	8A	8649407
chrX	8827280	8828184	8B	8768351	mel	no	no	3	8B	8768351
chrX	8840197	8841210	8B	8768351	mel	no	no	3	8B	8768351
chrX	8851233	8851421	8B	8768351	mel	no	no	1	8B	8768351
chrX	8909013	8909737	8B	8768351	mel	no	no	2	8B	8768351
chrX	8959504	8959773	8C	8933650	mel	no	no	1	8C	8933650
chrX	8980405	8980758	8C	8933650	mel	no	no	1	8C	8933650
chrX	8990082	8990417	8C	8933650	mel	no	no	1	8C	8933650
chrX	9005440	9006163	8C	8933650	mel	no	no	2	8C	8933650
chrX	9016754	9017474	8C	8933650	mel	no	no	2	8C	8933650
chrX	9033869	9034124	8C	8933650	mel	no	no	1	8C	8933650
chrX	9036962	9037487	8C	8933650	mel	no	no	2	8C	8933650
chrX	9072260	9072752	8C	8933650	mel	no	no	2	8C	8933650
chrX	9093098	9093451	8C	8933650	mel	no	no	1	8C	8933650
chrX	9106806	9106930	8C	8933650	mel	no	no	1	8C	8933650
chrX	9137711	9138794	8C	8933650	mel	no	no	3	8C	8933650
chrX	9203947	9204454	8D	9194656	mel	no	no	2	8D	9194656
chrX	9235290	9235648	8D	9194656	mel	no	no	1	8D	9194656
chrX	9296804	9297159	8D	9194656	mel	no	no	1	8D	9194656
chrX	9313394	9314332	8D	9194656	mel	no	no	2	8D	9194656
chrX	9374203	9374941	8D	9194656	mel	no	no	3	8D	9194656
chrX	9396951	9397372	8D	9194656	mel	no	no	2	8D	9194656
chrX	9422628	9423141	8E	9412384	mel	no	no	2	8E	9412384
chrX	9461571	9461928	8E	9412384	mel	no	no	1	8E	9412384
chrX	9515347	9516056	8E	9412384	mel	no	no	2	8E	9412384
chrX	9534646	9535004	8E	9412384	mel	no	no	1	8E	9412384
chrX	9556900	9557258	8E	9412384	mel	no	no	1	8E	9412384
chrX	9597491	9597849	8E	9412384	mel	no	no	1	8E	9412384
chrX	9623304	9625971	8F	9600461	mel	no	no	7	8F	9600461
chrX	9711003	9711692	9A	9709557	mel	no	no	2	9A	9709557
chrX	9725537	9727202	9A	9709557	mel	no	no	4	9A	9709557
chrX	9772389	9772687	9A	9709557	mel	no	no	1	9A	9709557
chrX	9808572	9810367	9A	9709557	mel	no	no	4	9A	9709557
chrX	9840821	9841039	9A	9709557	mel	no	no	1	9A	9709557
chrX	9870104	9870458	9A	9709557	mel	no	no	1	9A	9709557
chrX	9880565	9881468	9A	9709557	mel	no	no	3	9A	9709557
chrX	9905171	9905529	9A	9709557	mel	no	no	1	9A	9709557
chrX	9919360	9920078	9A	9709557	mel	no	no	2	9A	9709557
chrX	9941713	9941967	9A	9709557	mel	no	no	1	9A	9709557
chrX	9956211	9956955	9A	9709557	mel	no	no	2	9A	9709557
chrX	9971318	9971704	9A	9709557	mel	no	no	2	9A	9709557
chrX	9983995	9984339	9A	9709557	mel	no	no	1	9A	9709557
chrX	10007160	10008382	9A	9709557	mel	no	no	3	9A	9709557
chrX	10048607	10049444	9A	9709557	mel	no	no	3	9A	9709557
chrX	10101733	10101814	9B	10055611	mel	no	no	1	9B	10055611
chrX	10102892	10103429	9B	10055611	mel	no	no	2	9B	10055611
chrX	10120465	10121452	9B	10055611	mel	no	no	3	9B	10055611
chrX	10155881	10156903	9B	10055611	mel	no	no	3	9B	10055611
chrX	10166420	10166533	9B	10055611	mel	no	no	1	9B	10055611
chrX	10240135	10240492	9B	10055611	mel	no	no	1	9B	10055611
chrX	10261670	10262785	9B	10055611	mel	no	no	4	9B	10055611
chrX	10291882	10292239	9B	10055611	mel	no	no	1	9B	10055611
chrX	10302372	10303123	9B	10055611	mel	no	no	2	9B	10055611
chrX	10340099	10340963	9B	10055611	mel	no	no	3	9B	10055611
chrX	10394924	10396736	9B	10055611	mel	no	no	7	9B	10055611
chrX	10416807	10417143	9C	10401342	mel	no	no	1	9C	10401342
chrX	10439080	10439440	9C	10401342	mel	no	no	2	9C	10401342
chrX	10488835	10489364	9D	10466209	mel	no	no	2	9D	10466209
chrX	10552829	10553186	9D	10466209	mel	no	no	2	9D	10466209
chrX	10589979	10590325	9D	10466209	mel	no	no	1	9D	10466209
chrX	10606222	10606369	9D	10466209	mel	no	no	1	9D	10466209
chrX	10622029	10622361	9D	10466209	mel	no	no	1	9D	10466209
chrX	10623344	10623871	9D	10466209	mel	no	no	2	9D	10466209
chrX	10645198	10645381	9D	10466209	mel	no	no	1	9E	10645359
chrX	10660748	10660846	9E	10645359	mel	no	no	1	9E	10645359
chrX	10661918	10662427	9E	10645359	mel	no	no	2	9E	10645359
chrX	10670850	10671010	9E	10645359	mel	no	no	1	9E	10645359
chrX	10787460	10787784	9F	10781791	mel	no	no	2	9F	10781791
chrX	10830500	10831325	9F	10781791	mel	no	no	3	9F	10781791
chrX	10861395	10861519	9F	10781791	mel	no	no	1	9F	10781791
chrX	10918716	10919742	9F	10781791	mel	no	no	4	9F	10781791
chrX	10930167	10930457	9F	10781791	mel	no	no	1	9F	10781791
chrX	10949487	10950166	9F	10781791	mel	no	no	2	9F	10781791
chrX	10951312	10951517	9F	10781791	mel	no	no	1	9F	10781791
chrX	10952765	10953045	9F	10781791	mel	no	no	1	9F	10781791
chrX	10971327	10971935	9F	10781791	mel	no	no	2	9F	10781791
chrX	10989910	10991417	10A	10976636	mel	no	no	5	10A	10976636
chrX	10998481	10998595	10A	10976636	mel	no	no	1	10A	10976636
chrX	11023178	11023281	10A	10976636	mel	no	no	1	10A	10976636
chrX	11040482	11041336	10A	10976636	mel	no	no	3	10A	10976636
chrX	11065429	11065900	10A	10976636	mel	no	no	2	10A	10976636
chrX	11105522	11106275	10A	10976636	mel	no	no	3	10A	10976636
chrX	11177718	11178413	10A	10976636	mel	no	no	3	10A	10976636
chrX	11208628	11208889	10B	11198804	mel	no	no	2	10B	11198804
chrX	11230551	11231295	10B	11198804	mel	no	no	3	10B	11198804
chrX	11248927	11250333	10B	11198804	mel	no	no	5	10B	11198804
chrX	11271307	11273469	10B	11198804	mel	no	no	7	10B	11198804
chrX	11309682	11310437	10B	11198804	mel	no	no	3	10B	11198804
chrX	11362559	11362899	10B	11198804	mel	no	no	2	10B	11198804
chrX	11413997	11414356	10B	11198804	mel	no	no	1	10B	11198804
chrX	11474533	11474736	10B	11198804	mel	no	no	1	10B	11198804
chrX	11531833	11532546	10C	11489174	mel	no	no	3	10C	11489174
chrX	11558977	11559695	10C	11489174	mel	no	no	2	10C	11489174
chrX	11655119	11655477	10D	11607196	mel	no	no	1	10D	11607196
chrX	11706010	11706131	10D	11607196	mel	no	no	1	10D	11607196
chrX	11757601	11758095	10E	11728874	mel	no	no	2	10E	11728874
chrX	11779981	11781548	10E	11728874	mel	no	no	4	10E	11728874
chrX	11822485	11822714	10E	11728874	mel	no	no	1	10E	11728874
chrX	11889251	11891752	10F	11829939	mel	no	no	8	10F	11829939
chrX	11920636	11920764	10F	11829939	mel	no	no	1	10F	11829939
chrX	11989440	11990062	11A	11982050	mel	no	no	3	11A	11982050
chrX	12046825	12048148	11A	11982050	mel	no	no	3	11A	11982050
chrX	12093112	12093905	11A	11982050	mel	no	no	3	11A	11982050
chrX	12124022	12125419	11A	11982050	mel	no	no	5	11A	11982050
chrX	12187882	12189527	11A	11982050	mel	no	no	5	11A	11982050
chrX	12289324	12290015	11A	11982050	mel	no	no	3	11A	11982050
chrX	12336317	12338467	11A	11982050	mel	no	no	7	11A	11982050
chrX	12371050	12372253	11A	11982050	mel	no	no	5	11A	11982050
chrX	12437865	12438653	11A	11982050	mel	no	no	2	11A	11982050
chrX	12493271	12494284	11A	11982050	mel	no	no	2	11A	11982050
chrX	12524782	12525054	11A	11982050	mel	no	no	1	11A	11982050
chrX	12545301	12545656	11B	12525917	mel	no	no	1	11B	12525917
chrX	12682903	12683933	11B	12525917	mel	no	no	3	11B	12525917
chrX	12757415	12757575	11B	12525917	mel	no	no	1	11B	12525917
chrX	12794971	12797970	11C	12772076	mel	no	no	9	11C	12772076
chrX	12832697	12833046	11C	12772076	mel	no	no	1	11C	12772076
chrX	12928743	12929103	11D	12836467	mel	no	no	1	11D	12836467
chrX	12998194	12998689	11D	12836467	mel	no	no	2	11D	12836467
chrX	13019043	13020060	11D	12836467	mel	no	no	3	11D	12836467
chrX	13056707	13057325	11D	12836467	mel	no	no	2	11D	12836467
chrX	13113007	13114053	11D	12836467	mel	no	no	4	11E	13113650
chrX	13126719	13127491	11E	13113650	mel	no	no	3	11E	13113650
chrX	13194526	13195365	11E	13113650	mel	no	no	3	11E	13113650
chrX	13241777	13242557	11E	13113650	mel	no	no	3	11E	13113650
chrX	13333983	13334226	11E	13113650	mel	no	no	1	11E	13113650
chrX	13360700	13362565	11F	13346260	mel	no	no	6	11F	13346260
chrX	13423057	13423511	11F	13346260	mel	no	no	2	11F	13346260
