Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
HeT-A3	1	TART	12535	hAT-N1B	9577	X:16454052-16454155	16454052	16454155	16454052	16454155	14C	16363597	14B	16210741
hAT-N1B	1	HeT-A3	9577	DNAREP1	157	X:16463732-16463779	16463732	16463779	16463732	16463779	14D	16456350	14C	16459104
DNAREP1	2	hAT-N1B	157	MuDR-1	4684	X:16463936-16464115	16463936	16464045	16464071	16464115	14D	16456350	14C	16459104
MuDR-1	1	DNAREP1	4684	P-1	123	X:16468799-16469675	16468799	16469675	16468799	16469675	14D	16456350	14C	16459104
P-1	1	MuDR-1	123	MuDR-1	229	X:16469798-16469876	16469798	16469876	16469798	16469876	14D	16456350	14C	16459104
MuDR-1	1	P-1	229	Gypsy-6	48901	X:16470105-16470980	16470105	16470980	16470105	16470980	14D	16456350	14C	16459104
Gypsy-6	1	MuDR-1	48901	Jockey-3	6050	X:16519881-16520050	16519881	16520050	16519881	16520050	14D	16456350	14C	16459104
Jockey-3	2	Gypsy-6	6050	1.688	17364	X:16526100-16526290	16526100	16526172	16526210	16526290	14E	16520530	14C	16459104
1.688	1	Jockey-3	17364	FW	57303	X:16543654-16543764	16543654	16543764	16543654	16543764	14E	16520530	14C	16459104
FW	1	1.688	57303	R1-1	11473	X:16601067-16605732	16601067	16605732	16601067	16605732	14F	16574704	14D	16565749
R1-1	2	FW	11473	DMRT1B	2793	X:16617205-16617615	16617205	16617402	16617448	16617615	14F	16574704	14D	16565749
DMRT1B 3 5183	1	R1-1	2793	TART	1788	X:16620408-16625570	16620408	16625570	16620408	16625570	14F	16574704	14D	16565749
TART	1	DMRT1B	1788	1.688	7779	X:16627358-16627571	16627358	16627571	16627358	16627571	14F	16574704	14D	16565749
1.688	1	TART	7779	DNAREP1	5746	X:16635350-16635485	16635350	16635485	16635350	16635485	14F	16574704	14D	16565749
DNAREP1	2	1.688	5746	I-1	17	X:16641231-16641612	16641231	16641289	16641338	16641612	14F	16574704	14D	16565749
I-1	1	DNAREP1	17	R1-5	343	X:16641629-16641831	16641629	16641831	16641629	16641831	14F	16574704	14D	16565749
R1-5	3	I-1	343	Helitron-1	4540	X:16642174-16643191	16642174	16642273	16642813	16643191	14F	16574704	14D	16565749
Helitron-1	1	R1-5	4540	S	-8	X:16647731-16647826	16647731	16647826	16647731	16647826	14F	16574704	14E	16643515
S	2	Helitron-1	-8	DNAREP1	1	X:16647818-16647904	16647818	16647861	16647861	16647904	14F	16574704	14E	16643515
DNAREP1	3	S	1	Gypsy-10	15338	X:16647905-16648171	16647905	16648016	16648125	16648171	14F	16574704	14E	16643515
Gypsy-10	1	DNAREP1	15338	Homo6	22608	X:16663509-16663559	16663509	16663559	16663509	16663559	14F	16574704	14E	16643515
Homo6 813 882	1	Gypsy-10	22608	Jockey-3	48672	X:16686167-16686237	16686167	16686237	16686167	16686237	15A	16667592	14E	16643515
Jockey-3	2	Homo6	48672	Hoana6	1427	X:16734909-16735218	16734909	16735008	16735147	16735218	15A	16667592	14F	16698329
Hoana6 1 73	1	Jockey-3	1427	BEL-6	11088	X:16736645-16736713	16736645	16736713	16736645	16736713	15A	16667592	14F	16698329
BEL-6	1	Hoana6	11088	Helitron-N2	16942	X:16747801-16747901	16747801	16747901	16747801	16747901	15A	16667592	14F	16698329
Helitron-N2	1	BEL-6	16942	Gypsy7-I	26982	X:16764843-16764967	16764843	16764967	16764843	16764967	15A	16667592	14F	16698329
Gypsy7-I	1	Helitron-N2	26982	Helena	12177	X:16791949-16792009	16791949	16792009	16791949	16792009	15A	16667592	15A	16788757
Helena	1	Gypsy7-I	12177	Jockey-1	15025	X:16804186-16804278	16804186	16804278	16804186	16804278	15A	16667592	15A	16788757
Jockey-1	1	Helena	15025	Jockey-2	52	X:16819303-16820536	16819303	16820536	16819303	16820536	15A	16667592	15A	16788757
Jockey-2	1	Jockey-1	52	Gypsy-10	3872	X:16820588-16820682	16820588	16820682	16820588	16820682	15A	16667592	15A	16788757
Gypsy-10	1	Jockey-2	3872	Mariner-3	22175	X:16824554-16824607	16824554	16824607	16824554	16824607	15A	16667592	15A	16788757
Mariner-3	1	Gypsy-10	22175	FB4	1780	X:16846782-16847246	16846782	16847246	16846782	16847246	15B	16838946	15A	16788757
FB4	2	Mariner-3	1780	LINEJ1	2812	X:16849026-16850286	16849026	16849806	16849805	16850286	15B	16838946	15A	16788757
LINEJ1	3	FB4	2812	Outcast-2	34238	X:16853098-16857745	16853098	16854189	16854732	16857745	15B	16838946	15A	16788757
Outcast-2	1	LINEJ1	34238	Outcast-1	180	X:16891983-16892317	16891983	16892317	16891983	16892317	15B	16838946	15A	16788757
Outcast-1	1	Outcast-2	180	Hoana5	16663	X:16892497-16892649	16892497	16892649	16892497	16892649	15B	16838946	15A	16788757
Hoana5 2 214	1	Outcast-1	16663	Helitron-N1	3109	X:16909312-16909494	16909312	16909494	16909312	16909494	15C	16900780	15A	16788757
Helitron-N1	1	Hoana5	3109	DIVER2	13301	X:16912603-16912676	16912603	16912676	16912603	16912676	15C	16900780	15A	16788757
DIVER2	1	Helitron-N1	13301	Transib-1	16914	X:16925977-16926087	16925977	16926087	16925977	16926087	15C	16900780	15A	16788757
Transib-1	1	DIVER2	16914	Jockey-3	5235	X:16943001-16943126	16943001	16943126	16943001	16943126	15C	16900780	15A	16788757
Jockey-3	1	Transib-1	5235	ROO	-3	X:16948361-16948464	16948361	16948464	16948361	16948464	15C	16900780	15A	16788757
ROO	1	Jockey-3	-3	Gypsy-23	27444	X:16948461-16948499	16948461	16948499	16948461	16948499	15C	16900780	15A	16788757
Gypsy-23	1	ROO	27444	DNA3-1	17585	X:16975943-16975974	16975943	16975974	16975943	16975974	15D	16969024	15B	16954937
DNA3-1	1	Gypsy-23	17585	Jockey-9	193	X:16993559-16993778	16993559	16993778	16993559	16993778	15D	16969024	15B	16954937
Jockey-9	1	DNA3-1	193	1.688	8356	X:16993971-16994190	16993971	16994190	16993971	16994190	15D	16969024	15B	16954937
1.688	5	Jockey-9	8356	1.688	1350	X:17002546-17003951	17002546	17002853	17003913	17003951	15D	16969024	15B	16954937
1.688	7	1.688	1350	1.688	1344	X:17005301-17007269	17005301	17005622	17007231	17007269	15D	16969024	15B	16954937
1.688	2	1.688	1344	Helitron-2	48318	X:17008613-17009007	17008613	17008931	17008932	17009007	15D	16969024	15B	16954937
Helitron-2	1	1.688	48318	Homo9	9290	X:17057325-17057388	17057325	17057388	17057325	17057388	15D	16969024	15C	17036374
Homo9 264 366	1	Helitron-2	9290	DNA3-1	12233	X:17066678-17066728	17066678	17066728	17066678	17066728	15E	17066542	15C	17036374
DNA3-1	3	Homo9	12233	HeT-A3	22589	X:17078961-17079457	17078961	17079063	17079277	17079457	15E	17066542	15C	17036374
HeT-A3	1	DNA3-1	22589	HOBO	15797	X:17102046-17102113	17102046	17102113	17102046	17102113	15E	17066542	15D	17086834
HOBO 1 264	1	HeT-A3	15797	PROTOP	94	X:17117910-17118187	17117910	17118187	17117910	17118187	15E	17066542	15D	17086834
PROTOP	1	HOBO	94	BARI	66	X:17118281-17118344	17118281	17118344	17118281	17118344	15E	17066542	15D	17086834
BARI	1	PROTOP	66	BARI1	17	X:17118410-17118446	17118410	17118446	17118410	17118446	15E	17066542	15D	17086834
BARI1 40 67	1	BARI	17	PROTOP	124	X:17118463-17118490	17118463	17118490	17118463	17118490	15E	17066542	15D	17086834
PROTOP	1	BARI1	124	HOBO	-1	X:17118614-17118761	17118614	17118761	17118614	17118761	15E	17066542	15D	17086834
HOBO 2632 3016	1	PROTOP	-1	Helitron-N1	19619	X:17118760-17119110	17118760	17119110	17118760	17119110	15E	17066542	15D	17086834
Helitron-N1	1	HOBO	19619	HOBO	19191	X:17138729-17138817	17138729	17138817	17138729	17138817	15E	17066542	15D	17086834
HOBO 1 314	1	Helitron-N1	19191	PROTOP	4	X:17158008-17158369	17158008	17158369	17158008	17158369	15F	17157125	15D	17086834
PROTOP	1	HOBO	4	BARI	66	X:17158373-17158436	17158373	17158436	17158373	17158436	15F	17157125	15D	17086834
BARI	1	PROTOP	66	BARI1	17	X:17158502-17158538	17158502	17158538	17158502	17158538	15F	17157125	15D	17086834
BARI1 40 67	1	BARI	17	PROTOP	124	X:17158555-17158582	17158555	17158582	17158555	17158582	15F	17157125	15D	17086834
PROTOP	1	BARI1	124	HOBO	-1	X:17158706-17158853	17158706	17158853	17158706	17158853	15F	17157125	15D	17086834
HOBO 2632 3016	1	PROTOP	-1	BEL-1	13809	X:17158852-17159202	17158852	17159202	17158852	17159202	15F	17157125	15D	17086834
BEL-1	1	HOBO	13809	Jockey-3	8757	X:17173011-17173067	17173011	17173067	17173011	17173067	15F	17157125	15D	17086834
Jockey-3	1	BEL-1	8757	TART	2891	X:17181824-17181880	17181824	17181880	17181824	17181880	15F	17157125	15D	17086834
TART	1	Jockey-3	2891	hAT-6	3608	X:17184771-17184951	17184771	17184951	17184771	17184951	15F	17157125	15D	17086834
hAT-6	1	TART	3608	Copia-2	8050	X:17188559-17188655	17188559	17188655	17188559	17188655	15F	17157125	15D	17086834
Copia-2	1	hAT-6	8050	Kiri-1	14065	X:17196705-17196801	17196705	17196801	17196705	17196801	15F	17157125	15D	17086834
Kiri-1	1	Copia-2	14065	DNAREP1	4790	X:17210866-17210933	17210866	17210933	17210866	17210933	15F	17157125	15E	17199285
DNAREP1	2	Kiri-1	4790	Gypsy-26	1358	X:17215723-17216088	17215723	17215956	17216029	17216088	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1358	BS2	370	X:17217446-17217574	17217446	17217574	17217446	17217574	15F	17157125	15E	17199285
BS2 4173 4269	1	Gypsy-26	370	BS2	31	X:17217944-17218040	17217944	17218040	17217944	17218040	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	31	STALKER4	457	X:17218071-17218601	17218071	17218601	17218071	17218601	15F	17157125	15E	17199285
STALKER4	1	BS2	457	DNAREP1	943	X:17219058-17219114	17219058	17219114	17219058	17219114	15F	17157125	15E	17199285
DNAREP1	2	STALKER4	943	Gypsy-26	1358	X:17220057-17220422	17220057	17220290	17220363	17220422	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1358	BS2	370	X:17221780-17221908	17221780	17221908	17221780	17221908	15F	17157125	15E	17199285
BS2 4173 4269	1	Gypsy-26	370	BS2	31	X:17222278-17222374	17222278	17222374	17222278	17222374	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	31	STALKER4	457	X:17222405-17222935	17222405	17222935	17222405	17222935	15F	17157125	15E	17199285
STALKER4	1	BS2	457	Gypsy15-I	476	X:17223392-17223448	17223392	17223448	17223392	17223448	15F	17157125	15E	17199285
Gypsy15-I	1	STALKER4	476	DNAREP1	406	X:17223924-17223985	17223924	17223985	17223924	17223985	15F	17157125	15E	17199285
DNAREP1	2	Gypsy15-I	406	Gypsy-26	1350	X:17224391-17224756	17224391	17224624	17224697	17224756	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1350	BS2	370	X:17226106-17226234	17226106	17226234	17226106	17226234	15F	17157125	15E	17199285
BS2 4173 4269	1	Gypsy-26	370	BS2	31	X:17226604-17226700	17226604	17226700	17226604	17226700	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	31	STALKER4	457	X:17226731-17227261	17226731	17227261	17226731	17227261	15F	17157125	15E	17199285
STALKER4	1	BS2	457	DNAREP1	923	X:17227718-17227774	17227718	17227774	17227718	17227774	15F	17157125	15E	17199285
DNAREP1	2	STALKER4	923	Gypsy-26	1357	X:17228697-17229062	17228697	17228930	17229003	17229062	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1357	BS2	370	X:17230419-17230547	17230419	17230547	17230419	17230547	15F	17157125	15E	17199285
BS2 4173 4264	1	Gypsy-26	370	BS2	16	X:17230917-17231024	17230917	17231024	17230917	17231024	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	16	STALKER4	457	X:17231040-17231540	17231040	17231540	17231040	17231540	15F	17157125	15E	17199285
STALKER4	1	BS2	457	Gypsy15-I	476	X:17231997-17232053	17231997	17232053	17231997	17232053	15F	17157125	15E	17199285
Gypsy15-I	1	STALKER4	476	DNAREP1	386	X:17232529-17232590	17232529	17232590	17232529	17232590	15F	17157125	15E	17199285
DNAREP1	2	Gypsy15-I	386	Gypsy-26	1358	X:17232976-17233341	17232976	17233209	17233282	17233341	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1358	BS2	370	X:17234699-17234827	17234699	17234827	17234699	17234827	15F	17157125	15E	17199285
BS2 4173 4269	1	Gypsy-26	370	BS2	31	X:17235197-17235293	17235197	17235293	17235197	17235293	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	31	STALKER4	456	X:17235324-17235854	17235324	17235854	17235324	17235854	15F	17157125	15E	17199285
STALKER4	1	BS2	456	Gypsy15-I	476	X:17236310-17236366	17236310	17236366	17236310	17236366	15F	17157125	15E	17199285
Gypsy15-I	1	STALKER4	476	DNAREP1	406	X:17236842-17236903	17236842	17236903	17236842	17236903	15F	17157125	15E	17199285
DNAREP1	2	Gypsy15-I	406	Gypsy-26	1329	X:17237309-17237674	17237309	17237542	17237615	17237674	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1329	BS2	370	X:17239003-17239131	17239003	17239131	17239003	17239131	15F	17157125	15E	17199285
BS2 4173 4269	1	Gypsy-26	370	BS2	31	X:17239501-17239597	17239501	17239597	17239501	17239597	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	31	STALKER4	457	X:17239628-17240158	17239628	17240158	17239628	17240158	15F	17157125	15E	17199285
STALKER4	1	BS2	457	DNAREP1	943	X:17240615-17240671	17240615	17240671	17240615	17240671	15F	17157125	15E	17199285
DNAREP1	2	STALKER4	943	Gypsy-26	1357	X:17241614-17241979	17241614	17241847	17241920	17241979	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1357	BS2	370	X:17243336-17243464	17243336	17243464	17243336	17243464	15F	17157125	15E	17199285
BS2 4173 4264	1	Gypsy-26	370	BS2	16	X:17243834-17243941	17243834	17243941	17243834	17243941	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	16	STALKER4	457	X:17243957-17244457	17243957	17244457	17243957	17244457	15F	17157125	15E	17199285
STALKER4	1	BS2	457	Gypsy15-I	476	X:17244914-17244970	17244914	17244970	17244914	17244970	15F	17157125	15E	17199285
Gypsy15-I	1	STALKER4	476	DNAREP1	406	X:17245446-17245507	17245446	17245507	17245446	17245507	15F	17157125	15E	17199285
DNAREP1	2	Gypsy15-I	406	Gypsy-26	1330	X:17245913-17246278	17245913	17246146	17246219	17246278	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1330	BS2	370	X:17247608-17247736	17247608	17247736	17247608	17247736	15F	17157125	15E	17199285
BS2 4173 4269	1	Gypsy-26	370	BS2	31	X:17248106-17248202	17248106	17248202	17248106	17248202	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	31	STALKER4	457	X:17248233-17248763	17248233	17248763	17248233	17248763	15F	17157125	15E	17199285
STALKER4	1	BS2	457	Gypsy15-I	477	X:17249220-17249276	17249220	17249276	17249220	17249276	15F	17157125	15E	17199285
Gypsy15-I	1	STALKER4	477	DNAREP1	406	X:17249753-17249826	17249753	17249826	17249753	17249826	15F	17157125	15E	17199285
DNAREP1	2	Gypsy15-I	406	Gypsy-26	1330	X:17250232-17250597	17250232	17250465	17250538	17250597	15F	17157125	15E	17199285
Gypsy-26	1	DNAREP1	1330	BS2	370	X:17251927-17252055	17251927	17252055	17251927	17252055	15F	17157125	15E	17199285
BS2 4173 4269	1	Gypsy-26	370	BS2	31	X:17252425-17252521	17252425	17252521	17252425	17252521	15F	17157125	15E	17199285
BS2 4173 4721	1	BS2	31	STALKER4	457	X:17252552-17253082	17252552	17253082	17252552	17253082	15F	17157125	15E	17199285
STALKER4	1	BS2	457	Gypsy15-I	476	X:17253539-17253595	17253539	17253595	17253539	17253595	15F	17157125	15E	17199285
Gypsy15-I	4	STALKER4	476	Gypsy15-LTR	1	X:17254071-17254655	17254071	17254143	17254306	17254655	15F	17157125	15E	17199285
Gypsy15-LTR	1	Gypsy15-I	1	Helena	8617	X:17254656-17254727	17254656	17254727	17254656	17254727	15F	17157125	15E	17199285
Helena	1	Gypsy15-LTR	8617	Mariner-1	597	X:17263344-17263411	17263344	17263411	17263344	17263411	15F	17157125	15E	17199285
Mariner-1	1	Helena	597	DMCR1A	14899	X:17264008-17265673	17264008	17265673	17264008	17265673	15F	17157125	15E	17199285
DMCR1A 3063 3236	1	Mariner-1	14899	DNAREP1	30486	X:17280572-17280706	17280572	17280706	17280572	17280706	15F	17157125	15E	17199285
DNAREP1	1	DMCR1A	30486	Gypsy-29	9778	X:17311192-17311273	17311192	17311273	17311192	17311273	16A	17293690	15E	17199285
Gypsy-29	1	DNAREP1	9778	Gypsy-25	13272	X:17321051-17321132	17321051	17321132	17321051	17321132	16A	17293690	15F	17318544
Gypsy-25	1	Gypsy-29	13272	Gypsy-23	215	X:17334404-17334509	17334404	17334509	17334404	17334509	16A	17293690	15F	17318544
Gypsy-23	1	Gypsy-25	215	Jockey-6	1	X:17334724-17334739	17334724	17334739	17334724	17334739	16A	17293690	15F	17318544
Jockey-6	1	Gypsy-23	1	Gypsy-23	1	X:17334740-17334835	17334740	17334835	17334740	17334835	16A	17293690	15F	17318544
Gypsy-23	1	Jockey-6	1	Gypsy8-I	1163	X:17334836-17334851	17334836	17334851	17334836	17334851	16A	17293690	15F	17318544
Gypsy8-I	1	Gypsy-23	1163	Jockey-6	1353	X:17336014-17336129	17336014	17336129	17336014	17336129	16A	17293690	15F	17318544
Jockey-6	1	Gypsy8-I	1353	DNAREP1	12429	X:17337482-17337556	17337482	17337556	17337482	17337556	16A	17293690	15F	17318544
DNAREP1	1	Jockey-6	12429	TART	25534	X:17349985-17350060	17349985	17350060	17349985	17350060	16A	17293690	15F	17318544
TART	1	DNAREP1	25534	BLASTOPIA	1240	X:17375594-17375717	17375594	17375717	17375594	17375717	16A	17293690	15F	17318544
BLASTOPIA	3	TART	1240	Jockey-1	6454	X:17376957-17381965	17376957	17377222	17381700	17381965	16A	17293690	15F	17318544
Jockey-1	1	BLASTOPIA	6454	PROTOP	7	X:17388419-17388661	17388419	17388661	17388419	17388661	16A	17293690	15F	17318544
PROTOP	3	Jockey-1	7	Jockey-1	4	X:17388668-17390794	17388668	17389665	17390399	17390794	16A	17293690	15F	17318544
Jockey-1	1	PROTOP	4	BS2	27	X:17390798-17391073	17390798	17391073	17390798	17391073	16A	17293690	15F	17318544
BS2 2932 4721	1	Jockey-1	27	DNAREP1	30	X:17391100-17392859	17391100	17392859	17391100	17392859	16A	17293690	15F	17318544
DNAREP1	2	BS2	30	TART	1915	X:17392889-17393225	17392889	17393013	17393012	17393225	16A	17293690	15F	17318544
TART	1	DNAREP1	1915	BS3	12417	X:17395140-17395247	17395140	17395247	17395140	17395247	16A	17293690	15F	17318544
BS3	1	TART	12417	Jockey-3	8851	X:17407664-17407843	17407664	17407843	17407664	17407843	16A	17293690	15F	17318544
Jockey-3	1	BS3	8851	Jockey-6	671	X:17416694-17416790	17416694	17416790	17416694	17416790	16A	17293690	15F	17318544
Jockey-6	1	Jockey-3	671	ROO	1	X:17417461-17417628	17417461	17417628	17417461	17417628	16A	17293690	15F	17318544
ROO	1	Jockey-6	1	Jockey-6	1	X:17417629-17417746	17417629	17417746	17417629	17417746	16A	17293690	15F	17318544
Jockey-6	1	ROO	1	TART	262	X:17417747-17417772	17417747	17417772	17417747	17417772	16A	17293690	15F	17318544
TART	1	Jockey-6	262	DNAREP1	8018	X:17418034-17418153	17418034	17418153	17418034	17418153	16A	17293690	15F	17318544
DNAREP1	1	TART	8018	BS2	394	X:17426171-17426209	17426171	17426209	17426171	17426209	16A	17293690	15F	17318544
BS2 4173 4721	1	DNAREP1	394	BS2	31	X:17426603-17427133	17426603	17427133	17426603	17427133	16A	17293690	15F	17318544
BS2 4173 4269	1	BS2	31	Gypsy-26	370	X:17427164-17427260	17427164	17427260	17427164	17427260	16A	17293690	15F	17318544
Gypsy-26	1	BS2	370	DNAREP1	1343	X:17427630-17427758	17427630	17427758	17427630	17427758	16A	17293690	15F	17318544
DNAREP1	2	Gypsy-26	1343	DNAREP1	1724	X:17429101-17429550	17429101	17429184	17429491	17429550	16A	17293690	15F	17318544
DNAREP1	1	DNAREP1	1724	Helitron-2	26315	X:17431274-17431794	17431274	17431794	17431274	17431794	16A	17293690	15F	17318544
Helitron-2	1	DNAREP1	26315	DNAREP1	4	X:17458109-17458167	17458109	17458167	17458109	17458167	16A	17293690	16A	17454118
DNAREP1	1	Helitron-2	4	BEL-1	853	X:17458171-17458337	17458171	17458337	17458171	17458337	16A	17293690	16A	17454118
BEL-1	1	DNAREP1	853	Gypsy8-I	3162	X:17459190-17459226	17459190	17459226	17459190	17459226	16A	17293690	16A	17454118
Gypsy8-I	1	BEL-1	3162	Jockey-6	1	X:17462388-17462447	17462388	17462447	17462388	17462447	16A	17293690	16A	17454118
Jockey-6	1	Gypsy8-I	1	Gypsy8-I	589	X:17462448-17462459	17462448	17462459	17462448	17462459	16A	17293690	16A	17454118
Gypsy8-I	1	Jockey-6	589	Jockey-6	1	X:17463048-17463072	17463048	17463072	17463048	17463072	16A	17293690	16A	17454118
Jockey-6	1	Gypsy8-I	1	TART	294	X:17463073-17463181	17463073	17463181	17463073	17463181	16A	17293690	16A	17454118
TART	1	Jockey-6	294	Jockey-3	4263	X:17463475-17463774	17463475	17463774	17463475	17463774	16A	17293690	16A	17454118
Jockey-3	1	TART	4263	I	7959	X:17468037-17468136	17468037	17468136	17468037	17468136	16A	17293690	16A	17454118
I	1	Jockey-3	7959	Gypsy14-LTR	2234	X:17476095-17476286	17476095	17476286	17476095	17476286	16B	17472088	16A	17454118
Gypsy14-LTR	1	I	2234	1.688	16609	X:17478520-17478566	17478520	17478566	17478520	17478566	16B	17472088	16A	17454118
1.688	3	Gypsy14-LTR	16609	TRANSIB1	11655	X:17495175-17495964	17495175	17495318	17495678	17495964	16B	17472088	16A	17454118
TRANSIB1 1 254	1	1.688	11655	TRANSIB1	198	X:17507619-17507871	17507619	17507871	17507619	17507871	16B	17472088	16A	17454118
TRANSIB1 1428 1782	1	TRANSIB1	198	Jockey-6	37894	X:17508069-17508423	17508069	17508423	17508069	17508423	16B	17472088	16A	17454118
Jockey-6	1	TRANSIB1	37894	Jockey-3	184	X:17546317-17546465	17546317	17546465	17546317	17546465	16B	17472088	16A	17454118
Jockey-3	1	Jockey-6	184	REP-2	19729	X:17546649-17546768	17546649	17546768	17546649	17546768	16B	17472088	16A	17454118
REP-2	1	Jockey-3	19729	Helitron-2	19880	X:17566497-17566617	17566497	17566617	17566497	17566617	16B	17472088	16A	17454118
Helitron-2	1	REP-2	19880	HOBO	2550	X:17586497-17586558	17586497	17586558	17586497	17586558	16B	17472088	16A	17454118
HOBO 10 314	1	Helitron-2	2550	PROTOP	4	X:17589108-17589380	17589108	17589380	17589108	17589380	16B	17472088	16A	17454118
PROTOP 17 75	1	HOBO	4	HOBO	355	X:17589384-17589453	17589384	17589453	17589384	17589453	16B	17472088	16A	17454118
HOBO 2632 2915	1	PROTOP	355	TART	10662	X:17589808-17590096	17589808	17590096	17589808	17590096	16B	17472088	16A	17454118
TART	1	HOBO	10662	Jockey-6	11307	X:17600758-17600873	17600758	17600873	17600758	17600873	16B	17472088	16A	17454118
Jockey-6	1	TART	11307	Helitron-2	19698	X:17612180-17612284	17612180	17612284	17612180	17612284	16B	17472088	16A	17454118
Helitron-2	1	Jockey-6	19698	Transib-7	1517	X:17631982-17632069	17631982	17632069	17631982	17632069	16B	17472088	16A	17454118
Transib-7	1	Helitron-2	1517	Gypsy-5	339	X:17633586-17633683	17633586	17633683	17633586	17633683	16B	17472088	16A	17454118
Gypsy-5	1	Transib-7	339	Helitron-1	6899	X:17634022-17634056	17634022	17634056	17634022	17634056	16B	17472088	16A	17454118
Helitron-1	1	Gypsy-5	6899	Transib-1	21	X:17640955-17641100	17640955	17641100	17640955	17641100	16B	17472088	16A	17454118
Transib-1	1	Helitron-1	21	REP-2	1469	X:17641121-17641185	17641121	17641185	17641121	17641185	16B	17472088	16A	17454118
REP-2	1	Transib-1	1469	Gypsy8-I	38429	X:17642654-17642692	17642654	17642692	17642654	17642692	16B	17472088	16A	17454118
Gypsy8-I	1	REP-2	38429	REP-2	891	X:17681121-17681256	17681121	17681256	17681121	17681256	16C	17678211	16B	17647015
REP-2	1	Gypsy8-I	891	DNAREP1	18909	X:17682147-17682218	17682147	17682218	17682147	17682218	16C	17678211	16B	17647015
DNAREP1	1	REP-2	18909	REP-2	2042	X:17701127-17701641	17701127	17701641	17701127	17701641	16C	17678211	16B	17647015
REP-2	1	DNAREP1	2042	BARI1	17554	X:17703683-17703717	17703683	17703717	17703683	17703717	16C	17678211	16B	17647015
BARI1 38 78	1	REP-2	17554	BARI	17	X:17721271-17721311	17721271	17721311	17721271	17721311	16C	17678211	16B	17647015
BARI	1	BARI1	17	I-2	15891	X:17721328-17721353	17721328	17721353	17721328	17721353	16C	17678211	16B	17647015
I-2	1	BARI	15891	Jockey-3	7408	X:17737244-17737320	17737244	17737320	17737244	17737320	16C	17678211	16B	17647015
Jockey-3	1	I-2	7408	Gypsy8-I	1	X:17744728-17744752	17744728	17744752	17744728	17744752	16C	17678211	16B	17647015
Gypsy8-I	1	Jockey-3	1	Jockey-3	1	X:17744753-17744813	17744753	17744813	17744753	17744813	16C	17678211	16B	17647015
Jockey-3	1	Gypsy8-I	1	G5	10805	X:17744814-17744993	17744814	17744993	17744814	17744993	16C	17678211	16B	17647015
G5	1	Jockey-3	10805	P-1	2550	X:17755798-17756032	17755798	17756032	17755798	17756032	16C	17678211	16B	17647015
P-1	1	G5	2550	REP-2	2443	X:17758582-17758634	17758582	17758634	17758582	17758634	16C	17678211	16B	17647015
REP-2	1	P-1	2443	Mariner-11	1111	X:17761077-17761211	17761077	17761211	17761077	17761211	16C	17678211	16B	17647015
Mariner-11	1	REP-2	1111	Helitron-1	3566	X:17762322-17762407	17762322	17762407	17762322	17762407	16C	17678211	16B	17647015
Helitron-1	1	Mariner-11	3566	DNAREP1	0	X:17765973-17766033	17765973	17766033	17765973	17766033	16C	17678211	16B	17647015
DNAREP1	1	Helitron-1	0	Helitron-2	63	X:17766033-17766226	17766033	17766226	17766033	17766226	16C	17678211	16B	17647015
Helitron-2	1	DNAREP1	63	REP-2	49441	X:17766289-17766355	17766289	17766355	17766289	17766355	16C	17678211	16B	17647015
REP-2	2	Helitron-2	49441	Mariner-1	6091	X:17815796-17815983	17815796	17815874	17815926	17815983	16D	17776522	16B	17647015
Mariner-1	1	REP-2	6091	TRANSIB1	4684	X:17822074-17823746	17822074	17823746	17822074	17823746	16D	17776522	16B	17647015
TRANSIB1 1 843	1	Mariner-1	4684	TRANSIB1	-2	X:17828430-17829283	17828430	17829283	17828430	17829283	16D	17776522	16B	17647015
TRANSIB1 1428 1782	1	TRANSIB1	-2	R1	4050	X:17829281-17829635	17829281	17829635	17829281	17829635	16D	17776522	16B	17647015
R1	1	TRANSIB1	4050	Gypsy-22	9783	X:17833685-17833848	17833685	17833848	17833685	17833848	16D	17776522	16B	17647015
Gypsy-22	1	R1	9783	HeT-A3	19197	X:17843631-17843680	17843631	17843680	17843631	17843680	16E	17841788	16C	17839302
HeT-A3	1	Gypsy-22	19197	Helena	2843	X:17862877-17862937	17862877	17862937	17862877	17862937	16E	17841788	16C	17839302
