Cluster	Repeats	Closest_upstream	Dist_upstream	Closest_downstream	Dist_downstream	Coords	First_start	First_end	Last_start	Last_end	Cyto_band	Cyto_start	NewCyto	TransCoor
Mariner-6	1	Gypsy-22	16335	S	2	X:15613904-15613932	15613904	15613932	15613904	15613932	13E	15592099	13F	15601711
S	1	Mariner-6	2	Hoana5	3993	X:15613934-15613984	15613934	15613984	15613934	15613984	13E	15592099	13F	15601711
Hoana5 288 401	1	S	3993	Helitron-N1	3323	X:15617977-15618099	15617977	15618099	15617977	15618099	13E	15592099	13F	15601711
Helitron-N1	1	Hoana5	3323	TART	7843	X:15621422-15621476	15621422	15621476	15621422	15621476	13E	15592099	13F	15601711
TART	2	Helitron-N1	7843	DNAREP1	11007	X:15629319-15629604	15629319	15629484	15629542	15629604	13E	15592099	13F	15601711
DNAREP1	2	TART	11007	DNAREP1	4624	X:15640611-15640835	15640611	15640659	15640788	15640835	13E	15592099	13F	15601711
DNAREP1	1	DNAREP1	4624	Jockey-6	12325	X:15645459-15645546	15645459	15645546	15645459	15645546	13E	15592099	13F	15601711
Jockey-6	1	DNAREP1	12325	Gypsy-23	139	X:15657871-15657955	15657871	15657955	15657871	15657955	13E	15592099	13F	15601711
Gypsy-23	1	Jockey-6	139	BEL-1	609	X:15658094-15658236	15658094	15658236	15658094	15658236	13E	15592099	13F	15601711
BEL-1	1	Gypsy-23	609	Jockey-3	31018	X:15658845-15658891	15658845	15658891	15658845	15658891	13E	15592099	13F	15601711
Jockey-3	1	BEL-1	31018	TART	810	X:15689909-15689938	15689909	15689938	15689909	15689938	13E	15592099	13F	15601711
TART	1	Jockey-3	810	HeT-A3	2453	X:15690748-15690859	15690748	15690859	15690748	15690859	13E	15592099	13F	15601711
HeT-A3	1	TART	2453	Hoana6	5282	X:15693312-15693397	15693312	15693397	15693312	15693397	13E	15592099	13F	15601711
Hoana6 1 44	1	HeT-A3	5282	DNAREP1	11091	X:15698679-15698721	15698679	15698721	15698679	15698721	13E	15592099	13F	15601711
DNAREP1	2	Hoana6	11091	DNAREP1	30380	X:15709812-15710075	15709812	15709954	15709951	15710075	13E	15592099	13F	15601711
DNAREP1	1	DNAREP1	30380	Helitron-1N	2427	X:15740455-15740533	15740455	15740533	15740455	15740533	13E	15592099	14A	15731749
Helitron-1N	1	DNAREP1	2427	Helitron-1	620	X:15742960-15743000	15742960	15743000	15742960	15743000	13E	15592099	14A	15731749
Helitron-1	1	Helitron-1N	620	Helitron-N1	866	X:15743620-15743672	15743620	15743672	15743620	15743672	13E	15592099	14A	15731749
Helitron-N1	1	Helitron-1	866	Mariner-3	953	X:15744538-15744815	15744538	15744815	15744538	15744815	13E	15592099	14A	15731749
Mariner-3	1	Helitron-N1	953	DNAREP1	6767	X:15745768-15746099	15745768	15746099	15745768	15746099	13E	15592099	14A	15731749
DNAREP1	1	Mariner-3	6767	Jockey-3	4624	X:15752866-15753168	15752866	15753168	15752866	15753168	13E	15592099	14A	15731749
Jockey-3	1	DNAREP1	4624	Gypsy8-I	133	X:15757792-15757944	15757792	15757944	15757792	15757944	13E	15592099	14A	15731749
Gypsy8-I	1	Jockey-3	133	MINIME	3418	X:15758077-15758209	15758077	15758209	15758077	15758209	13E	15592099	14A	15731749
MINIME	1	Gypsy8-I	3418	DNAREP1	148	X:15761627-15761682	15761627	15761682	15761627	15761682	13E	15592099	14A	15731749
DNAREP1	1	MINIME	148	Helitron-1	20510	X:15761830-15761935	15761830	15761935	15761830	15761935	13E	15592099	14A	15731749
Helitron-1	1	DNAREP1	20510	1.688	4247	X:15782445-15782605	15782445	15782605	15782445	15782605	13E	15592099	14A	15731749
1.688	23	Helitron-1	4247	DMRT1C	7	X:15786852-15794501	15786852	15787054	15794163	15794501	13E	15592099	14A	15731749
DMRT1C 1 2633	1	1.688	7	R1-1	229	X:15794508-15796497	15794508	15796497	15794508	15796497	13E	15592099	14A	15731749
R1-1	1	DMRT1C	229	1.688	8944	X:15796726-15802245	15796726	15802245	15796726	15802245	13F	15795007	14A	15731749
1.688	3	R1-1	8944	DIVER2	1	X:15811189-15811782	15811189	15811392	15811750	15811782	13F	15795007	14A	15731749
DIVER2	1	1.688	1	BEL-6	2	X:15811783-15812158	15811783	15812158	15811783	15812158	13F	15795007	14A	15731749
BEL-6	1	DIVER2	2	Gypsy8-I	366	X:15812160-15812706	15812160	15812706	15812160	15812706	13F	15795007	14A	15731749
Gypsy8-I	1	BEL-6	366	Gypsy-52	47	X:15813072-15813125	15813072	15813125	15813072	15813125	13F	15795007	14A	15731749
Gypsy-52	1	Gypsy8-I	47	BLOOD	419	X:15813172-15813844	15813172	15813844	15813172	15813844	13F	15795007	14A	15731749
BLOOD	2	Gypsy-52	419	Gypsy-5	389	X:15814263-15821568	15814263	15814526	15814656	15821568	13F	15795007	14A	15731749
Gypsy-5	2	BLOOD	389	Gypsy5	6	X:15821957-15823870	15821957	15823010	15823311	15823870	13F	15795007	14A	15731749
Gypsy5	1	Gypsy-5	6	BEL-6	3948	X:15823876-15824742	15823876	15824742	15823876	15824742	13F	15795007	14A	15731749
BEL-6	2	Gypsy5	3948	DIVER2	1	X:15828690-15831191	15828690	15830292	15831024	15831191	13F	15795007	14A	15731749
DIVER2	1	BEL-6	1	1.688	13	X:15831192-15831568	15831192	15831568	15831192	15831568	13F	15795007	14A	15731749
1.688	56	DIVER2	13	585-XAS	35870	X:15831581-15850726	15831581	15831900	15850448	15850726	13F	15795007	14A	15731749
585-XAS	27	1.688	35870	585-XAS	1558	X:15886596-15907484	15886596	15887178	15907378	15907484	13F	15795007	14A	15731749
585-XAS	12	585-XAS	1558	DNA8-1	17820	X:15909042-15917617	15909042	15909604	15917056	15917617	14A	15907609	14A	15731749
DNA8-1	1	585-XAS	17820	Gypsy14-LTR	9939	X:15935437-15935544	15935437	15935544	15935437	15935544	14A	15907609	14A	15731749
Gypsy14-LTR	1	DNA8-1	9939	S	3912	X:15945483-15945518	15945483	15945518	15945483	15945518	14A	15907609	14A	15731749
S	1	Gypsy14-LTR	3912	BEL-21	14208	X:15949430-15949465	15949430	15949465	15949430	15949465	14A	15907609	14A	15731749
BEL-21	1	S	14208	Transib-3	2535	X:15963673-15963715	15963673	15963715	15963673	15963715	14A	15907609	14A	15731749
Transib-3	1	BEL-21	2535	Transib-6	174	X:15966250-15966323	15966250	15966323	15966250	15966323	14A	15907609	14A	15731749
Transib-6	1	Transib-3	174	DNAREP1	9746	X:15966497-15966561	15966497	15966561	15966497	15966561	14A	15907609	14A	15731749
DNAREP1	2	Transib-6	9746	Gypsy-3	41005	X:15976307-15976456	15976307	15976378	15976425	15976456	14A	15907609	14A	15731749
Gypsy-3	1	DNAREP1	41005	DNAREP1	30834	X:16017461-16017496	16017461	16017496	16017461	16017496	14A	15907609	14B	15985224
DNAREP1	1	Gypsy-3	30834	REP-2	14944	X:16048330-16048357	16048330	16048357	16048330	16048357	14A	15907609	14B	15985224
REP-2	1	DNAREP1	14944	Jockey-6	7001	X:16063301-16063450	16063301	16063450	16063301	16063450	14A	15907609	14B	15985224
Jockey-6	1	REP-2	7001	Hogri1	6046	X:16070451-16070624	16070451	16070624	16070451	16070624	14A	15907609	14B	15985224
Hogri1 3002 3074	1	Jockey-6	6046	DNAREP1	19976	X:16076670-16076738	16076670	16076738	16076670	16076738	14A	15907609	14B	15985224
DNAREP1	1	Hogri1	19976	1.688	1332	X:16096714-16096789	16096714	16096789	16096714	16096789	14A	15907609	14B	15985224
1.688	4	DNAREP1	1332	DNAREP1	5975	X:16098121-16099341	16098121	16098467	16099191	16099341	14A	15907609	14B	15985224
DNAREP1	2	1.688	5975	REP-2	4617	X:16105316-16106563	16105316	16105372	16106340	16106563	14A	15907609	14B	15985224
REP-2	1	DNAREP1	4617	DNAREP1	2262	X:16111180-16111261	16111180	16111261	16111180	16111261	14A	15907609	14B	15985224
DNAREP1	1	REP-2	2262	1.688	6941	X:16113523-16113678	16113523	16113678	16113523	16113678	14B	16113517	14B	15985224
1.688	38	DNAREP1	6941	Jockey-2	10	X:16120619-16133647	16120619	16120920	16133647	16133647	14B	16113517	14B	15985224
Jockey-2	1	1.688	10	1.688	86	X:16133657-16133708	16133657	16133708	16133657	16133708	14B	16113517	14B	15985224
1.688	1	Jockey-2	86	BARI1	25112	X:16133794-16133839	16133794	16133839	16133794	16133839	14B	16113517	14B	15985224
BARI1 38 88	1	1.688	25112	BARI1	-5	X:16158951-16159000	16158951	16159000	16158951	16159000	14B	16113517	14B	15985224
BARI1 35 99	1	BARI1	-5	BARI1	13839	X:16158995-16159061	16158995	16159061	16158995	16159061	14B	16113517	14B	15985224
BARI1 40 88	1	BARI1	13839	BARI1	-5	X:16172900-16172947	16172900	16172947	16172900	16172947	14B	16113517	14B	15985224
BARI1 38 99	1	BARI1	-5	Gypsy-5	25421	X:16172942-16173004	16172942	16173004	16172942	16173004	14B	16113517	14B	15985224
Gypsy-5	1	BARI1	25421	hAT-N1B	24142	X:16198425-16198467	16198425	16198467	16198425	16198467	14B	16113517	14B	15985224
hAT-N1B	1	Gypsy-5	24142	Helitron-N1	103	X:16222609-16222656	16222609	16222656	16222609	16222656	14B	16113517	14B	15985224
Helitron-N1	1	hAT-N1B	103	Helitron-1	18	X:16222759-16222802	16222759	16222802	16222759	16222802	14B	16113517	14B	15985224
Helitron-1	1	Helitron-N1	18	BARI1	3418	X:16222820-16222949	16222820	16222949	16222820	16222949	14B	16113517	14B	15985224
BARI1 35 99	1	Helitron-1	3418	BARI1	-5	X:16226367-16226432	16226367	16226432	16226367	16226432	14B	16113517	14C	16224705
BARI1 36 88	1	BARI1	-5	BEL-1	35805	X:16226427-16226478	16226427	16226478	16226427	16226478	14B	16113517	14C	16224705
BEL-1	1	BARI1	35805	Gypsy-6	14093	X:16262283-16262323	16262283	16262323	16262283	16262323	14B	16113517	14C	16224705
Gypsy-6	1	BEL-1	14093	Gypsy-5	3291	X:16276416-16276629	16276416	16276629	16276416	16276629	14B	16113517	14C	16224705
Gypsy-5	1	Gypsy-6	3291	Jockey-3	2243	X:16279920-16279986	16279920	16279986	16279920	16279986	14B	16113517	14C	16224705
Jockey-3	2	Gypsy-5	2243	Gypsy8-I	6879	X:16282229-16282450	16282229	16282323	16282367	16282450	14B	16113517	14C	16224705
Gypsy8-I	1	Jockey-3	6879	1.688	10335	X:16289329-16289496	16289329	16289496	16289329	16289496	14B	16113517	14C	16224705
1.688	2	Gypsy8-I	10335	Gypsy-11	45460	X:16299831-16300055	16299831	16299941	16299993	16300055	14B	16113517	14C	16224705
Gypsy-11	1	1.688	45460	R1-1	23093	X:16345515-16345597	16345515	16345597	16345515	16345597	14B	16113517	14D	16309081
R1-1	2	Gypsy-11	23093	TART	4316	X:16368690-16369073	16368690	16368888	16368910	16369073	14C	16363597	14D	16309081
TART	1	R1-1	4316	Homo6	6838	X:16373389-16373621	16373389	16373621	16373389	16373621	14C	16363597	14D	16309081
Homo6 791 866	1	TART	6838	1.688	1195	X:16380459-16380534	16380459	16380534	16380459	16380534	14C	16363597	14D	16309081
1.688	1	Homo6	1195	DNAREP1	5932	X:16381729-16381841	16381729	16381841	16381729	16381841	14C	16363597	14D	16309081
DNAREP1	2	1.688	5932	I-1	18	X:16387773-16388155	16387773	16387828	16387877	16388155	14C	16363597	14E	16383485
I-1	2	DNAREP1	18	R1-7	12	X:16388173-16388676	16388173	16388429	16388544	16388676	14C	16363597	14E	16383485
R1-7	2	I-1	12	R1-1C	15	X:16388688-16388995	16388688	16388787	16388798	16388995	14C	16363597	14E	16383485
R1-1C	1	R1-7	15	R1-5B	134	X:16389010-16389208	16389010	16389208	16389010	16389208	14C	16363597	14E	16383485
R1-5B	1	R1-1C	134	R1-2	-3	X:16389342-16389574	16389342	16389574	16389342	16389574	14C	16363597	14E	16383485
R1-2	1	R1-5B	-3	S	4612	X:16389571-16389674	16389571	16389674	16389571	16389674	14C	16363597	14E	16383485
S	3	R1-2	4612	Helitron-N2	1	X:16394286-16394395	16394286	16394316	16394352	16394395	14C	16363597	14E	16383485
Helitron-N2	1	S	1	DNAREP1	2	X:16394396-16394615	16394396	16394615	16394396	16394615	14C	16363597	14E	16383485
DNAREP1	1	Helitron-N2	2	Transib-1	1	X:16394617-16394663	16394617	16394663	16394617	16394663	14C	16363597	14E	16383485
Transib-1	1	DNAREP1	1	DNAREP1	25450	X:16394664-16394686	16394664	16394686	16394664	16394686	14C	16363597	14E	16383485
DNAREP1	1	Transib-1	25450	Homo6	12530	X:16420136-16420191	16420136	16420191	16420136	16420191	14C	16363597	14E	16383485
Homo6 813 882	1	DNAREP1	12530	TC1-2	21797	X:16432721-16432791	16432721	16432791	16432721	16432791	14C	16363597	14E	16383485
TC1-2	2	Homo6	21797	TART	26000	X:16454588-16456070	16454588	16455371	16455386	16456070	14C	16363597	14F	16444861
TART	1	TC1-2	26000	R1	1001	X:16482070-16482174	16482070	16482174	16482070	16482174	14D	16456350	14F	16444861
R1	1	TART	1001	Jockey-3	142	X:16483175-16483250	16483175	16483250	16483175	16483250	14D	16456350	14F	16444861
Jockey-3	1	R1	142	BEL-6	12645	X:16483392-16483480	16483392	16483480	16483392	16483480	14D	16456350	14F	16444861
BEL-6	1	Jockey-3	12645	Helitron-N1	16981	X:16496125-16496232	16496125	16496232	16496125	16496232	14D	16456350	14F	16444861
Helitron-N1	1	BEL-6	16981	R1	4763	X:16513213-16513353	16513213	16513353	16513213	16513353	14D	16456350	14F	16444861
R1	1	Helitron-N1	4763	HeT-A3	25315	X:16518116-16518253	16518116	16518253	16518116	16518253	14D	16456350	15A	16517095
HeT-A3	1	R1	25315	Helena	8912	X:16543568-16543638	16543568	16543638	16543568	16543638	14E	16520530	15A	16517095
Helena	1	HeT-A3	8912	Outcast-2	80723	X:16552550-16552610	16552550	16552610	16552550	16552610	14E	16520530	15A	16517095
Outcast-2	1	Helena	80723	Outcast-1	207	X:16633333-16633641	16633333	16633641	16633333	16633641	14F	16574704	15A	16517095
Outcast-1	1	Outcast-2	207	Hoana5	16151	X:16633848-16633991	16633848	16633991	16633848	16633991	14F	16574704	15A	16517095
Hoana5 2 213	1	Outcast-1	16151	Helitron-N1	3103	X:16650142-16650323	16650142	16650323	16650142	16650323	14F	16574704	15A	16517095
Helitron-N1	1	Hoana5	3103	TART	16804	X:16653426-16653479	16653426	16653479	16653426	16653479	14F	16574704	15A	16517095
TART	2	Helitron-N1	16804	DNAREP1	13846	X:16670283-16670504	16670283	16670427	16670477	16670504	15A	16667592	15A	16517095
DNAREP1	1	TART	13846	Gypsy8-I	5264	X:16684350-16684443	16684350	16684443	16684350	16684443	15A	16667592	15A	16517095
Gypsy8-I	1	DNAREP1	5264	Jockey-3	1	X:16689707-16689736	16689707	16689736	16689707	16689736	15A	16667592	15A	16517095
Jockey-3	1	Gypsy8-I	1	ROO	1	X:16689737-16689752	16689737	16689752	16689737	16689752	15A	16667592	15A	16517095
ROO	1	Jockey-3	1	Jockey-3	1	X:16689753-16689834	16689753	16689834	16689753	16689834	15A	16667592	15A	16517095
Jockey-3	1	ROO	1	Gypsy8-I	1	X:16689835-16689884	16689835	16689884	16689835	16689884	15A	16667592	15A	16517095
Gypsy8-I	1	Jockey-3	1	Jockey-3	19496	X:16689885-16689914	16689885	16689914	16689885	16689914	15A	16667592	15A	16517095
Jockey-3	1	Gypsy8-I	19496	MDG3	4063	X:16709410-16709465	16709410	16709465	16709410	16709465	15A	16667592	15B	16699902
MDG3	1	Jockey-3	4063	Gypsy-23	3839	X:16713528-16713564	16713528	16713564	16713528	16713564	15A	16667592	15B	16699902
Gypsy-23	1	MDG3	3839	DNA3-1	17561	X:16717403-16717434	16717403	16717434	16717403	16717434	15A	16667592	15B	16699902
DNA3-1	2	Gypsy-23	17561	Jockey-9	271	X:16734995-16735404	16734995	16735064	16735170	16735404	15A	16667592	15B	16699902
Jockey-9	1	DNA3-1	271	1.688	8291	X:16735675-16735887	16735675	16735887	16735675	16735887	15A	16667592	15B	16699902
1.688	6	Jockey-9	8291	Helitron-2	48642	X:16744178-16745875	16744178	16744370	16745800	16745875	15A	16667592	15B	16699902
Helitron-2	1	1.688	48642	Homo9	9487	X:16794517-16794580	16794517	16794580	16794517	16794580	15A	16667592	15C	16773485
Homo9 260 366	1	Helitron-2	9487	DNA3-1	12146	X:16804067-16804117	16804067	16804117	16804067	16804117	15A	16667592	15C	16773485
DNA3-1	3	Homo9	12146	HeT-A3	22949	X:16816263-16816651	16816263	16816365	16816579	16816651	15A	16667592	15C	16773485
HeT-A3	1	DNA3-1	22949	DNAREP1	35608	X:16839600-16839662	16839600	16839662	16839600	16839662	15B	16838946	15D	16824065
DNAREP1	1	HeT-A3	35608	TART	45400	X:16875270-16875360	16875270	16875360	16875270	16875360	15B	16838946	15D	16824065
TART	1	DNAREP1	45400	hAT-6	3601	X:16920760-16920933	16920760	16920933	16920760	16920933	15C	16900780	15D	16824065
hAT-6	1	TART	3601	Copia-2	8091	X:16924534-16924634	16924534	16924634	16924534	16924634	15C	16900780	15D	16824065
Copia-2	1	hAT-6	8091	DNAREP1	18738	X:16932725-16932804	16932725	16932804	16932725	16932804	15C	16900780	15D	16824065
DNAREP1	3	Copia-2	18738	FB4	619	X:16951542-16952338	16951542	16951778	16952254	16952338	15C	16900780	15E	16936450
FB4	1	DNAREP1	619	Gypsy-26	955	X:16952957-16953648	16952957	16953648	16952957	16953648	15C	16900780	15E	16936450
Gypsy-26	1	FB4	955	NINJA	946	X:16954603-16954705	16954603	16954705	16954603	16954705	15C	16900780	15E	16936450
NINJA	1	Gypsy-26	946	Gypsy15-LTR	29	X:16955651-16955823	16955651	16955823	16955651	16955823	15C	16900780	15E	16936450
Gypsy15-LTR	1	NINJA	29	Gypsy15-I	3	X:16955852-16956003	16955852	16956003	16955852	16956003	15C	16900780	15E	16936450
Gypsy15-I	3	Gypsy15-LTR	3	Gypsy15-LTR	1	X:16956006-16956633	16956006	16956252	16956277	16956633	15C	16900780	15E	16936450
Gypsy15-LTR	1	Gypsy15-I	1	Helena	8560	X:16956634-16956727	16956634	16956727	16956634	16956727	15C	16900780	15E	16936450
Helena	1	Gypsy15-LTR	8560	CR1-2	15550	X:16965287-16965363	16965287	16965363	16965287	16965363	15C	16900780	15E	16936450
CR1-2	1	Helena	15550	Gypsy15-LTR	22418	X:16980913-16981051	16980913	16981051	16980913	16981051	15D	16969024	15E	16936450
Gypsy15-LTR	1	CR1-2	22418	DNAREP1	7490	X:17003469-17003574	17003469	17003574	17003469	17003574	15D	16969024	15E	16936450
DNAREP1	1	Gypsy15-LTR	7490	Gypsy-23	23749	X:17011064-17011145	17011064	17011145	17011064	17011145	15D	16969024	15E	16936450
Gypsy-23	1	DNAREP1	23749	Jockey-3	1	X:17034894-17034909	17034894	17034909	17034894	17034909	15D	16969024	15F	17023069
Jockey-3	1	Gypsy-23	1	Gypsy-23	1	X:17034910-17035005	17034910	17035005	17034910	17035005	15D	16969024	15F	17023069
Gypsy-23	1	Jockey-3	1	Gypsy8-I	1163	X:17035006-17035021	17035006	17035021	17035006	17035021	15D	16969024	15F	17023069
Gypsy8-I	1	Gypsy-23	1163	Jockey-3	1339	X:17036184-17036299	17036184	17036299	17036184	17036299	15D	16969024	15F	17023069
Jockey-3	1	Gypsy8-I	1339	DNAREP1	12331	X:17037638-17037704	17037638	17037704	17037638	17037704	15D	16969024	15F	17023069
DNAREP1	1	Jockey-3	12331	DNAREP1	20080	X:17050035-17050110	17050035	17050110	17050035	17050110	15D	16969024	15F	17023069
DNAREP1	1	DNAREP1	20080	TART	5373	X:17070190-17070360	17070190	17070360	17070190	17070360	15E	17066542	15F	17023069
TART	1	DNAREP1	5373	Jockey-1	7626	X:17075733-17075856	17075733	17075856	17075733	17075856	15E	17066542	15F	17023069
Jockey-1	1	TART	7626	I-3	215	X:17083482-17084102	17083482	17084102	17083482	17084102	15E	17066542	15F	17023069
I-3	1	Jockey-1	215	Galileo	-5	X:17084317-17084458	17084317	17084458	17084317	17084458	15E	17066542	15F	17023069
Galileo	1	I-3	-5	Transib-1	1013	X:17084453-17084493	17084453	17084493	17084453	17084493	15E	17066542	15F	17023069
Transib-1	1	Galileo	1013	DNAREP1	1	X:17085506-17085535	17085506	17085535	17085506	17085535	15E	17066542	15F	17023069
DNAREP1	2	Transib-1	1	Jockey-3	2533	X:17085536-17085872	17085536	17085660	17085659	17085872	15E	17066542	15F	17023069
Jockey-3	1	DNAREP1	2533	I-3	215	X:17088405-17089025	17088405	17089025	17088405	17089025	15E	17066542	15F	17023069
I-3	1	Jockey-3	215	Galileo	-5	X:17089240-17089378	17089240	17089378	17089240	17089378	15E	17066542	15F	17023069
Galileo	1	I-3	-5	Transib-1	1013	X:17089373-17089413	17089373	17089413	17089373	17089413	15E	17066542	15F	17023069
Transib-1	1	Galileo	1013	DNAREP1	1	X:17090426-17090455	17090426	17090455	17090426	17090455	15E	17066542	15F	17023069
DNAREP1	2	Transib-1	1	TART	1967	X:17090456-17090792	17090456	17090580	17090579	17090792	15E	17066542	15F	17023069
TART	1	DNAREP1	1967	ROO	1	X:17092759-17092833	17092759	17092833	17092759	17092833	15E	17066542	15F	17023069
ROO	1	TART	1	BEL-5	2963	X:17092834-17092849	17092834	17092849	17092834	17092849	15E	17066542	15F	17023069
BEL-5	1	ROO	2963	BS3	9398	X:17095812-17095859	17095812	17095859	17095812	17095859	15E	17066542	15F	17023069
BS3	1	BEL-5	9398	Jockey-3	9561	X:17105257-17105435	17105257	17105435	17105257	17105435	15E	17066542	15F	17023069
Jockey-3	1	BS3	9561	TART	262	X:17114996-17115339	17114996	17115339	17114996	17115339	15E	17066542	15F	17023069
TART	1	Jockey-3	262	DNAREP1	7985	X:17115601-17115720	17115601	17115720	17115601	17115720	15E	17066542	15F	17023069
DNAREP1	1	TART	7985	DNAREP1	2581	X:17123705-17123743	17123705	17123743	17123705	17123743	15E	17066542	15F	17023069
DNAREP1	1	DNAREP1	2581	Helitron-2	26349	X:17126324-17126842	17126324	17126842	17126324	17126842	15E	17066542	15F	17023069
Helitron-2	1	DNAREP1	26349	DNAREP1	-3	X:17153191-17153249	17153191	17153249	17153191	17153249	15E	17066542	16A	17149228
DNAREP1	1	Helitron-2	-3	Gypsy8-I	4031	X:17153246-17153419	17153246	17153419	17153246	17153419	15E	17066542	16A	17149228
Gypsy8-I	1	DNAREP1	4031	Jockey-6	1	X:17157450-17157509	17157450	17157509	17157450	17157509	15F	17157125	16A	17149228
Jockey-6	1	Gypsy8-I	1	Gypsy8-I	588	X:17157510-17157521	17157510	17157521	17157510	17157521	15F	17157125	16A	17149228
Gypsy8-I	1	Jockey-6	588	Jockey-6	1	X:17158109-17158133	17158109	17158133	17158109	17158133	15F	17157125	16A	17149228
Jockey-6	1	Gypsy8-I	1	TART	297	X:17158134-17158245	17158134	17158245	17158134	17158245	15F	17157125	16A	17149228
TART	1	Jockey-6	297	Jockey-3	4448	X:17158542-17158838	17158542	17158838	17158542	17158838	15F	17157125	16A	17149228
Jockey-3	1	TART	4448	I	7908	X:17163286-17163385	17163286	17163385	17163286	17163385	15F	17157125	16A	17149228
I	1	Jockey-3	7908	Gypsy14-LTR	2195	X:17171293-17171480	17171293	17171480	17171293	17171480	15F	17157125	16A	17149228
Gypsy14-LTR	1	I	2195	HeT-A3	1771	X:17173675-17173722	17173675	17173722	17173675	17173722	15F	17157125	16A	17149228
HeT-A3	1	Gypsy14-LTR	1771	1.688	14876	X:17175493-17175563	17175493	17175563	17175493	17175563	15F	17157125	16A	17149228
1.688	2	HeT-A3	14876	Jockey-6	49706	X:17190439-17191251	17190439	17190590	17190898	17191251	15F	17157125	16A	17149228
Jockey-6	1	1.688	49706	REP-2	20284	X:17240957-17241086	17240957	17241086	17240957	17241086	15F	17157125	16A	17149228
REP-2	1	Jockey-6	20284	Helitron-2	19976	X:17261370-17261593	17261370	17261593	17261370	17261593	15F	17157125	16A	17149228
Helitron-2	1	REP-2	19976	Gypsy8-I	13617	X:17281569-17281640	17281569	17281640	17281569	17281640	15F	17157125	16A	17149228
Gypsy8-I	1	Helitron-2	13617	TART	481	X:17295257-17295314	17295257	17295314	17295257	17295314	16A	17293690	16A	17149228
TART	1	Gypsy8-I	481	Hogri1	72	X:17295795-17295965	17295795	17295965	17295795	17295965	16A	17293690	16A	17149228
Hogri1 3046 3122	1	TART	72	Jockey-3	11339	X:17296037-17296108	17296037	17296108	17296037	17296108	16A	17293690	16A	17149228
Jockey-3	1	Hogri1	11339	Helitron-1	28658	X:17307447-17307552	17307447	17307552	17307447	17307552	16A	17293690	16A	17149228
Helitron-1	1	Jockey-3	28658	Transib-1	29	X:17336210-17336318	17336210	17336318	17336210	17336318	16A	17293690	16A	17149228
Transib-1	1	Helitron-1	29	REP-2	1466	X:17336347-17336420	17336347	17336420	17336347	17336420	16A	17293690	16A	17149228
REP-2	1	Transib-1	1466	Gypsy8-I	38227	X:17337886-17337935	17337886	17337935	17337886	17337935	16A	17293690	16A	17149228
Gypsy8-I	1	REP-2	38227	REP-2	889	X:17376162-17376308	17376162	17376308	17376162	17376308	16A	17293690	16B	17342280
REP-2	1	Gypsy8-I	889	DNAREP1	18928	X:17377197-17377268	17377197	17377268	17377197	17377268	16A	17293690	16B	17342280
DNAREP1	1	REP-2	18928	REP-2	3629	X:17396196-17396699	17396196	17396699	17396196	17396699	16A	17293690	16B	17342280
REP-2	1	DNAREP1	3629	Mariner-3	984	X:17400328-17400362	17400328	17400362	17400328	17400362	16A	17293690	16B	17342280
Mariner-3	1	REP-2	984	Jockey-3	40503	X:17401346-17401399	17401346	17401399	17401346	17401399	16A	17293690	16B	17342280
Jockey-3	1	Mariner-3	40503	Gypsy8-I	1	X:17441902-17441926	17441902	17441926	17441902	17441926	16A	17293690	16B	17342280
Gypsy8-I	1	Jockey-3	1	Jockey-3	1	X:17441927-17441987	17441927	17441987	17441927	17441987	16A	17293690	16B	17342280
Jockey-3	1	Gypsy8-I	1	M4DM	9781	X:17441988-17442167	17441988	17442167	17441988	17442167	16A	17293690	16B	17342280
M4DM 1 1435	1	Jockey-3	9781	P-1	3676	X:17451948-17453369	17451948	17453369	17451948	17453369	16A	17293690	16B	17342280
P-1	1	M4DM	3676	REP-2	2425	X:17457045-17457099	17457045	17457099	17457045	17457099	16A	17293690	16B	17342280
REP-2	1	P-1	2425	Mariner-11	1220	X:17459524-17459658	17459524	17459658	17459524	17459658	16A	17293690	16B	17342280
Mariner-11	1	REP-2	1220	Helitron-1	3554	X:17460878-17460962	17460878	17460962	17460878	17460962	16A	17293690	16B	17342280
Helitron-1	1	Mariner-11	3554	DNAREP1	0	X:17464516-17464576	17464516	17464576	17464516	17464576	16A	17293690	16B	17342280
DNAREP1	1	Helitron-1	0	Helitron-2	55	X:17464576-17464759	17464576	17464759	17464576	17464759	16A	17293690	16B	17342280
Helitron-2	1	DNAREP1	55	REP-2	49466	X:17464814-17464880	17464814	17464880	17464814	17464880	16A	17293690	16B	17342280
REP-2	2	Helitron-2	49466	R1	14813	X:17514346-17514529	17514346	17514421	17514472	17514529	16B	17472088	16B	17342280
R1	1	REP-2	14813	Gypsy-22	9751	X:17529342-17529638	17529342	17529638	17529342	17529638	16B	17472088	16B	17342280
Gypsy-22	1	R1	9751	HeT-A3	19264	X:17539389-17539440	17539389	17539440	17539389	17539440	16B	17472088	16C	17535085
HeT-A3	1	Gypsy-22	19264	Helena	2799	X:17558704-17558772	17558704	17558772	17558704	17558772	16B	17472088	16C	17535085
Helena	1	HeT-A3	2799	Jockey-5	5394	X:17561571-17561643	17561571	17561643	17561571	17561643	16B	17472088	16C	17535085
Jockey-5	1	Helena	5394	Homo3	13215	X:17567037-17567098	17567037	17567098	17567037	17567098	16B	17472088	16C	17535085
