Cluster,Repeats,Closest.upstream,Dist.upstream,Closest.downstream,Dist.downstream,Coords,First_start,First_end,Last_start,Last_end,Cyto_band,Cyto_start,species,flanking,age,
1.688,1,Gypsy8-I,9778,GENE,8715,X:7696094-7696339,7696094,7696339,7696094,7696339,7B,7286018,D. sech,no,NA,
1.688,3,Helitron-2N,876,TART,7164,X:7706725-7707366,7706725,7706888,7707256,7707366,7B,7286018,D. sech,no,NA,
1.688,114,BEL-1,11311,GENE,9450,X:7727333-7766153,7727333,7727384,7765807,7766153,7B,7286018,D. sech,no,,
1.688,2,TART,1802,GENE,6315,X:7870952-7871389,7870952,7871062,7871079,7871389,7C,7801643,D. sech,no,NA,
1.688,2,GENE,133,GENE,239,X:7894182-7894541,7894182,7894394,7894396,7894541,7C,7801643,D. sech,no,NA,
1.688,2,GENE,1,1.688,9796,X:8007222-8007761,8007222,8007391,8007416,8007761,7D,7947830,D. sech,no,NA,
1.688,8,1.688,9796,GENE,2419,X:8017557-8020906,8017557,8017909,8020735,8020906,7D,7947830,D. sech,no,old,
1.688,3,HeT-A3,3690,MINIME,8946,X:8048755-8049547,8048755,8049102,8049475,8049547,7D,7947830,D. sech,no,NA,
1.688,2,DNAREP1,4723,1.688,20168,X:8070292-8070999,8070292,8070648,8070655,8070999,7D,7947830,D. sech,no,NA,
1.688,1,1.688,20168,1.688,28297,X:8091167-8091401,8091167,8091401,8091167,8091401,7D,7947830,D. sech,no,NA,
1.688,3,1.688,28297,GENE,15111,X:8119698-8120865,8119698,8119901,8120627,8120865,7D,7947830,D. sech,no,NA,
1.688,2,DNAREP1,3227,GENE,4776,X:8144381-8145036,8144381,8144696,8144707,8145036,7D,7947830,D. sech,no,NA,
1.688,1,GENE,257,GENE,4729,X:8192867-8193226,8192867,8193226,8192867,8193226,7D,7947830,D. sech,no,NA,
1.688,6,GENE,1,GENE,20914,X:8244772-8246694,8244772,8244889,8246345,8246694,7D,7947830,D. sech,no,old,
1.688,2,GENE,950,GENE,24024,X:8280630-8281041,8280630,8280679,8280694,8281041,7E,8246255,D. sech,no,NA,
1.688,5,GENE,1,MINIME,4411,X:8327827-8329226,8327827,8327942,8329032,8329226,7E,8246255,D. sech,no,old,
1.688,2,GENE,5259,INV2j,9322,X:8362407-8362649,8362407,8362534,8362540,8362649,7E,8246255,D. sech,no,NA,
1.688,2,INV2j,5294,GENE,574,X:8377315-8377676,8377315,8377527,8377533,8377676,7E,8246255,D. sech,no,NA,
1.688,1,Jockey-3,12720,Jockey-1,9118,X:8411831-8411994,8411831,8411994,8411831,8411994,7E,8246255,D. sech,no,NA,
1.688,2,GENE,5283,HeT-A3,6463,X:8443738-8444088,8443738,8443942,8443982,8444088,7E,8246255,D. sech,no,NA,
1.688,1,GENE,2902,1.688,10489,X:8465799-8465885,8465799,8465885,8465799,8465885,7F,8465639,D. sech,no,NA,
1.688,77,1.688,10489,GENE,1830,X:8476374-8502934,8476374,8476491,8502818,8502934,7F,8465639,D. sech,no,,
1.688,1,GENE,3773,GENE,2639,X:8566935-8567134,8566935,8567134,8566935,8567134,7F,8465639,D. sech,no,NA,
1.688,1,GENE,367,GENE,74,X:8597778-8598021,8597778,8598021,8597778,8598021,7F,8465639,D. sech,no,NA,
1.688,2,ROO,2142,GENE,43,X:8610992-8611463,8610992,8611285,8611286,8611463,7F,8465639,D. sech,no,NA,
1.688,4,HelitronN-1,579,GENE,87,X:8634750-8635707,8634750,8634883,8635597,8635707,7F,8465639,D. sech,no,old,
1.688,2,Gypsy-22,6208,1.688,2656,X:8669615-8670168,8669615,8669946,8669947,8670168,8A,8649407,D. sech,no,NA,
1.688,1,1.688,2656,Gypsy-22,5569,X:8672824-8673151,8672824,8673151,8672824,8673151,8A,8649407,D. sech,no,NA,
1.688,3,GENE,1,Jockey-3,2822,X:8689065-8689768,8689065,8689190,8689426,8689768,8A,8649407,D. sech,no,NA,
1.688,2,Jockey-3,7309,TART,5379,X:8700338-8701135,8700338,8700468,8700800,8701135,8A,8649407,D. sech,no,NA,
1.688,1,TART,8982,GENE,5152,X:8715889-8716243,8715889,8716243,8715889,8716243,8A,8649407,D. sech,no,NA,
1.688,2,GENE,3120,LINEJ1,18,X:8725048-8725674,8725048,8725404,8725450,8725674,8A,8649407,D. sech,no,NA,
1.688,1,GENE,12614,FW,18431,X:8746492-8746681,8746492,8746681,8746492,8746681,8A,8649407,D. sech,no,NA,
1.688,3,Helena,2399,GENE,3525,X:8788791-8789908,8788791,8789154,8789550,8789908,8B,8768351,D. sech,no,NA,
1.688,1,GENE,2308,1.688,9455,X:8845838-8846174,8845838,8846174,8845838,8846174,8B,8768351,D. sech,no,NA,
1.688,2,1.688,9455,1.688,11832,X:8855629-8856081,8855629,8855811,8855812,8856081,8B,8768351,D. sech,no,NA,
1.688,1,1.688,11832,TART,7568,X:8867913-8868270,8867913,8868270,8867913,8868270,8B,8768351,D. sech,no,NA,
1.688,3,Gypsy18-I,11945,1.688,5803,X:8940797-8941537,8940797,8940827,8941195,8941537,8C,8933650,D. sech,no,NA,
1.688,126,1.688,5803,GENE,1549,X:8947340-8990413,8947340,8947505,8990247,8990413,8C,8933650,D. sech,no,new,
1.688,1,GENE,1,GENE,1164,X:9020180-9020391,9020180,9020391,9020180,9020391,8C,8933650,D. sech,no,NA,
1.688,2,MINIME,3372,Jockey-6,5106,X:9089181-9089934,9089181,9089541,9089580,9089934,8C,8933650,D. sech,no,NA,
1.688,1,Jockey-6,10401,GENE,3880,X:9105583-9105778,9105583,9105778,9105583,9105778,8C,8933650,D. sech,no,NA,
1.688,2,Jockey-3,13910,HelitronN-1,1280,X:9168352-9168815,9168352,9168704,9168718,9168815,8C,8933650,D. sech,no,NA,
1.688,2,Homo6 785 874,17899,Jockey-3,13767,X:9189293-9189769,9189293,9189639,9189685,9189769,8C,8933650,D. sech,no,NA,
1.688,1,Jockey-3,10397,Jockey-3,5108,X:9214744-9215102,9214744,9215102,9214744,9215102,8D,9194656,D. sech,no,NA,
1.688,1,Jockey-3,31658,TART,5973,X:9251965-9252272,9251965,9252272,9251965,9252272,8D,9194656,D. sech,no,NA,
1.688,3,GENE,2847,GENE,17259,X:9302459-9303146,9302459,9302642,9302982,9303146,8D,9194656,D. sech,no,NA,
1.688,1,GENE,371,DNAREP1,893,X:9321264-9321611,9321264,9321611,9321264,9321611,8D,9194656,D. sech,no,NA,
1.688,1,DNAREP1,784,HOBO 1 292,3017,X:9323368-9323723,9323368,9323723,9323368,9323723,8D,9194656,D. sech,no,NA,
1.688,1,GENE,1500,GENE,243,X:9347334-9347688,9347334,9347688,9347334,9347688,8D,9194656,D. sech,no,NA,
1.688,1,GENE,8360,Transib-1,2112,X:9385974-9386194,9385974,9386194,9385974,9386194,8D,9194656,D. sech,no,NA,
1.688,2,GENE,1063,GENE,191,X:9411321-9411905,9411321,9411679,9411680,9411905,8D,9194656,D. sech,no,NA,
1.688,4,GENE,13448,1.688,13648,X:9495723-9497466,9495723,9495867,9497397,9497466,8E,9412384,D. sech,no,old,
1.688,2,1.688,13648,GENE,2381,X:9511114-9512202,9511114,9511455,9511843,9512202,8E,9412384,D. sech,no,NA,
1.688,3,Homo9 202 285,12785,Gypsy-1,9,X:9556837-9558625,9556837,9557191,9558440,9558625,8E,9412384,D. sech,no,NA,
1.688,2,Gypsy-1,35,Jockey-3,1585,X:9558839-9559100,9558839,9558953,9558950,9559100,8E,9412384,D. sech,no,NA,
1.688,4,Gypsy-25,10324,Gypsy-10,5299,X:9587361-9589174,9587361,9587590,9588817,9589174,8E,9412384,D. sech,no,old,
1.688,1,Gypsy-20,2025,Gypsy24-I,5943,X:9619501-9619867,9619501,9619867,9619501,9619867,8F,9600461,D. sech,no,NA,
1.688,1,GENE,1331,DNAREP1,1009,X:9647546-9647768,9647546,9647768,9647546,9647768,8F,9600461,D. sech,no,NA,
1.688,2,DNAREP1,494,GENE,142,X:9649754-9650186,9649754,9650112,9650102,9650186,8F,9600461,D. sech,no,NA,
1.688,1,GENE,318,DNAREP1,888,X:9659944-9660305,9659944,9660305,9659944,9660305,8F,9600461,D. sech,no,NA,
1.688,1,DNAREP1,885,GENE,606,X:9662162-9662365,9662162,9662365,9662162,9662365,8F,9600461,D. sech,no,NA,
1.688,1,GENE,523,GENE,440,X:9664958-9665185,9664958,9665185,9664958,9665185,8F,9600461,D. sech,no,NA,
1.688,1,GENE,5284,DNAREP1,1008,X:9688075-9688288,9688075,9688288,9688075,9688288,8F,9600461,D. sech,no,NA,
1.688,1,DNAREP1,151,GENE,3112,X:9689930-9690267,9689930,9690267,9689930,9690267,8F,9600461,D. sech,no,NA,
1.688,1,GENE,7974,Helitron-N1,566,X:9703791-9704106,9703791,9704106,9703791,9704106,8F,9600461,D. sech,no,NA,
1.688,1,DNAREP1,13124,DNAREP1,633,X:9724964-9725322,9724964,9725322,9724964,9725322,9A,9709557,D. sech,no,NA,
1.688,1,DNAREP1,1006,DNAREP1,13245,X:9727444-9727660,9727444,9727660,9727444,9727660,9A,9709557,D. sech,no,NA,
1.688,1,DNAREP1,588,GENE,1237,X:9741546-9741863,9741546,9741863,9741546,9741863,9A,9709557,D. sech,no,NA,
1.688,1,GENE,377,Jockey-2,5586,X:9744793-9744888,9744793,9744888,9744793,9744888,9A,9709557,D. sech,no,NA,
1.688,1,GENE,1,Invader3,353,X:9763770-9764126,9763770,9764126,9763770,9764126,9A,9709557,D. sech,no,NA,
1.688,1,GENE,3174,GENE,573,X:9781746-9781946,9781746,9781946,9781746,9781946,9A,9709557,D. sech,no,NA,
1.688,2,GENE,435,GENE,5158,X:9784416-9784874,9784416,9784539,9784537,9784874,9A,9709557,D. sech,no,NA,
1.688,1,Jockey-6,6105,GENE,523,X:9807008-9807219,9807008,9807219,9807008,9807219,9A,9709557,D. sech,no,NA,
1.688,1,GENE,606,DNAREP1,885,X:9809812-9810018,9809812,9810018,9809812,9810018,9A,9709557,D. sech,no,NA,
1.688,1,DNAREP1,147,GENE,1008,X:9811533-9811867,9811533,9811867,9811533,9811867,9A,9709557,D. sech,no,NA,
1.688,2,TART,284,GENE,1514,X:9852048-9852633,9852048,9852400,9852439,9852633,9A,9709557,D. sech,no,NA,
1.688,1,HeT-A3,750,Helitron-2,298,X:9899106-9899453,9899106,9899453,9899106,9899453,9A,9709557,D. sech,no,NA,
1.688,1,MICROPIA,9804,Gypsy8-I,819,X:9921940-9922212,9921940,9922212,9921940,9922212,9A,9709557,D. sech,no,NA,
1.688,2,GENE,1436,GENE,1828,X:9953766-9954220,9953766,9953931,9953936,9954220,9A,9709557,D. sech,no,NA,
1.688,1,GENE,1,Gypsy-22,19344,X:9963601-9963960,9963601,9963960,9963601,9963960,9A,9709557,D. sech,no,NA,
1.688,2,GENE,1,hAT-1N,9653,X:10036820-10037569,10036820,10037177,10037216,10037569,9A,9709557,D. sech,no,NA,
1.688,1,Mariner-1,93,GENE,2243,X:10061541-10061894,10061541,10061894,10061541,10061894,9B,10055611,D. sech,no,NA,
1.688,2,Helitron-N1,109,1.688,9666,X:10081386-10081870,10081386,10081490,10081512,10081870,9B,10055611,D. sech,no,NA,
1.688,1,1.688,9666,1.688,17092,X:10091536-10091765,10091536,10091765,10091536,10091765,9B,10055611,D. sech,no,NA,
1.688,2,1.688,17092,DNAREP1,5913,X:10108857-10109249,10108857,10109153,10109171,10109249,9B,10055611,D. sech,no,NA,
1.688,1,GENE,568,Helitron-1,884,X:10119689-10119856,10119689,10119856,10119689,10119856,9B,10055611,D. sech,no,NA,
1.688,1,DNAREP1,285,DNAREP1,303,X:10121234-10121296,10121234,10121296,10121234,10121296,9B,10055611,D. sech,no,NA,
1.688,1,GENE,1,1.688,1291,X:10131380-10131586,10131380,10131586,10131380,10131586,9B,10055611,D. sech,no,NA,
1.688,1,1.688,1291,HOBO 1 287,120,X:10132877-10132972,10132877,10132972,10132877,10132972,9B,10055611,D. sech,no,NA,
1.688,3,GENE,1,Jockey-3,10662,X:10179164-10179852,10179164,10179341,10179709,10179852,9B,10055611,D. sech,no,NA,
1.688,2,GENE,1,HOBO 2632 3016,18271,X:10199336-10199936,10199336,10199557,10199779,10199936,9B,10055611,D. sech,no,NA,
1.688,33,HOBO 1 314,1602,HOBO 1 314,1250,X:10220972-10231906,10220972,10221048,10231806,10231906,9B,10055611,D. sech,no,old,
1.688,3,GENE,2024,GENE,755,X:10281557-10282448,10281557,10281869,10282267,10282448,9B,10055611,D. sech,no,NA,
1.688,1,GENE,1,1.688,33023,X:10303638-10303675,10303638,10303675,10303638,10303675,9B,10055611,D. sech,no,NA,
1.688,2,1.688,33023,ROO,14662,X:10336698-10337112,10336698,10336887,10336944,10337112,9B,10055611,D. sech,no,NA,
1.688,1,ROO,1440,TART,7556,X:10357374-10357565,10357374,10357565,10357374,10357565,9B,10055611,D. sech,no,NA,
1.688,3,TART,13896,GENE,444,X:10379359-10379807,10379359,10379572,10379681,10379807,9B,10055611,D. sech,no,NA,
1.688,1,GENE,1,TART,1540,X:10395614-10395901,10395614,10395901,10395614,10395901,9B,10055611,D. sech,no,NA,
1.688,3,Gypsy-29,3048,GENE,1,X:10411522-10412390,10411522,10411867,10412038,10412390,9C,10401342,D. sech,no,NA,
1.688,3,P-1,13471,TART-A 10804 10842,424,X:10433812-10434509,10433812,10434020,10434155,10434509,9C,10401342,D. sech,no,NA,
1.688,1,GENE,348,Gypsy-57,1165,X:10450892-10451245,10450892,10451245,10450892,10451245,9C,10401342,D. sech,no,NA,
1.688,2,Gypsy-57,7218,GENE,1305,X:10459729-10460265,10459729,10460081,10460120,10460265,9C,10401342,D. sech,no,NA,
1.688,2,GENE,616,GENE,2982,X:10569604-10569975,10569604,10569739,10569744,10569975,9D,10466209,D. sech,no,NA,
1.688,7,GENE,8271,GENE,2057,X:10611953-10613759,10611953,10612130,10613618,10613759,9D,10466209,D. sech,no,old,
1.688,1,GENE,1,GENE,7698,X:10643112-10643386,10643112,10643386,10643112,10643386,9D,10466209,D. sech,no,NA,
1.688,3,Gypsy8-I,2489,GENE,4362,X:10700139-10700926,10700139,10700414,10700719,10700926,9E,10645359,D. sech,no,NA,
1.688,1,GENE,556,GENE,406,X:10711514-10711803,10711514,10711803,10711514,10711803,9E,10645359,D. sech,no,NA,
1.688,2,Hoyak2 1 42,9403,GENE,1,X:10730882-10731448,10730882,10731080,10731111,10731448,9E,10645359,D. sech,no,NA,
1.688,4,GENE,58,Jockey-3,7618,X:10732362-10733494,10732362,10732632,10733299,10733494,9E,10645359,D. sech,no,,
1.688,3,GENE,1,Homo6 789 855,8349,X:10751490-10752168,10751490,10751612,10751982,10752168,9E,10645359,D. sech,no,NA,
1.688,40,Jockey-3,3208,1.688,7071,X:10769780-10782823,10769780,10770062,10782766,10782823,9E,10645359,D. sech,no,,
1.688,1,1.688,7071,1.688,24204,X:10789894-10789998,10789894,10789998,10789894,10789998,9F,10781791,D. sech,no,NA,
1.688,3,1.688,24204,HOBO 1 123,2034,X:10814202-10815040,10814202,10814283,10814687,10815040,9F,10781791,D. sech,no,NA,
1.688,1,HOBO 195 253,805,1.688,14136,X:10818052-10818128,10818052,10818128,10818052,10818128,9F,10781791,D. sech,no,NA,
1.688,2,1.688,14136,GENE,3433,X:10832264-10832660,10832264,10832462,10832483,10832660,9F,10781791,D. sech,no,NA,
1.688,3,GENE,2053,GENE,377,X:10856414-10857201,10856414,10856750,10857108,10857201,9F,10781791,D. sech,no,NA,
1.688,2,GENE,1,GENE,1952,X:10888938-10889469,10888938,10889264,10889309,10889469,9F,10781791,D. sech,no,NA,
1.688,3,GENE,6760,GENE,4518,X:10960483-10961175,10960483,10960697,10961055,10961175,9F,10781791,D. sech,no,NA,
1.688,3,GENE,5587,Gypsy-22,1848,X:10978478-10979208,10978478,10978569,10978916,10979208,10A,10976636,D. sech,no,NA,
1.688,3,Jockey-3,5179,Galileo,10305,X:10999959-11000721,10999959,11000107,11000469,11000721,10A,10976636,D. sech,no,NA,
1.688,4,GENE,44,Jockey-8,9097,X:11017630-11018514,11017630,11017719,11018436,11018514,10A,10976636,D. sech,no,old,
1.688,2,Jockey-8,10172,Jockey-3,23614,X:11037869-11038386,11037869,11038210,11038208,11038386,10A,10976636,D. sech,no,NA,
1.688,3,GENE,1,GENE,4433,X:11073296-11074074,11073296,11073467,11073864,11074074,10A,10976636,D. sech,no,NA,
1.688,1,GENE,1,GENE,5606,X:11120256-11120460,11120256,11120460,11120256,11120460,10A,10976636,D. sech,no,NA,
1.688,2,GENE,1,GENE,1437,X:11171467-11171939,11171467,11171821,11171836,11171939,10A,10976636,D. sech,no,NA,
1.688,3,GENE,1,GENE,2392,X:11230421-11231504,11230421,11230785,11231145,11231504,10B,11198804,D. sech,no,NA,
1.688,1,Gypsy-38,13825,GENE,16124,X:11287494-11287703,11287494,11287703,11287494,11287703,10B,11198804,D. sech,no,NA,
1.688,3,GENE,2437,GENE,1687,X:11306948-11307508,11306948,11307052,11307407,11307508,10B,11198804,D. sech,no,NA,
1.688,2,Homo6 783 877,5369,GENE,21038,X:11377907-11378305,11377907,11378189,11378201,11378305,10B,11198804,D. sech,no,NA,
1.688,1,GENE,807,GENE,495,X:11427857-11428214,11427857,11428214,11427857,11428214,10B,11198804,D. sech,no,NA,
1.688,2,GENE,1,TART,4097,X:11466327-11467025,11466327,11466682,11466683,11467025,10B,11198804,D. sech,no,NA,
1.688,2,Jockey-3,727,TART,1469,X:11488632-11489407,11488632,11488721,11489049,11489407,10B,11198804,D. sech,no,NA,
1.688,3,TART-A 1213 1252,4893,Helitron-2,5602,X:11529054-11529595,11529054,11529162,11529448,11529595,10C,11489174,D. sech,no,NA,
1.688,111,GENE,392,GENE,644,X:11594873-11632421,11594873,11595043,11632074,11632421,10C,11489174,D. sech,no,new,
1.688,1,GENE,230,1.688,1689,X:11658362-11658464,11658362,11658464,11658362,11658464,10D,11607196,D. sech,no,NA,
1.688,2,1.688,1689,GENE,740,X:11660153-11660298,11660153,11660222,11660242,11660298,10D,11607196,D. sech,no,NA,
1.688,2,GENE,323,GENE,179,X:11727710-11728207,11727710,11727888,11727910,11728207,10D,11607196,D. sech,no,NA,
1.688,3,MuDR-1,2158,GENE,7248,X:11785789-11786759,11785789,11786122,11786675,11786759,10E,11728874,D. sech,no,NA,
1.688,5,GENE,5481,1.688,1259,X:11830605-11831901,11830605,11830691,11831847,11831901,10F,11829939,D. sech,no,old,
1.688,3,1.688,1259,G5A,1669,X:11833160-11833815,11833160,11833277,11833645,11833815,10F,11829939,D. sech,no,NA,
1.688,4,Helitron-N1,1113,Helitron-N2,4280,X:11870215-11870866,11870215,11870269,11870730,11870866,10F,11829939,D. sech,no,old,
1.688,3,R1-1,10837,GENE,44047,X:11927058-11927889,11927058,11927223,11927553,11927889,10F,11829939,D. sech,no,NA,
1.688,4,Homo6 763 829,9278,Jockey-3,22906,X:12025524-12026565,12025524,12025629,12026389,12026565,11A,11982050,D. sech,no,old,
1.688,1,TART,1448,1.688,11478,X:12059226-12059365,12059226,12059365,12059226,12059365,11A,11982050,D. sech,no,NA,
1.688,99,1.688,11478,Jockey-3,13371,X:12070843-12107158,12070843,12070967,12106798,12107158,11A,11982050,D. sech,no,old,
1.688,2,Homo6 787 879,5442,1.688,1092,X:12139180-12139723,12139180,12139520,12139527,12139723,11A,11982050,D. sech,no,NA,
1.688,2,1.688,1092,GENE,865,X:12140815-12140988,12140815,12140905,12140909,12140988,11A,11982050,D. sech,no,NA,
1.688,2,GENE,783,1.688,1407,X:12174849-12175271,12174849,12175031,12175038,12175271,11A,11982050,D. sech,no,NA,
1.688,2,1.688,1407,1.688,2106,X:12176678-12177009,12176678,12176886,12176893,12177009,11A,11982050,D. sech,no,NA,
1.688,1,1.688,2106,1.688,1408,X:12179115-12179266,12179115,12179266,12179115,12179266,11A,11982050,D. sech,no,NA,
1.688,2,1.688,1408,DNAREP1,7254,X:12180674-12181004,12180674,12180869,12180888,12181004,11A,11982050,D. sech,no,NA,
1.688,1,GENE,1,GENE,15752,X:12207695-12208053,12207695,12208053,12207695,12208053,11A,11982050,D. sech,no,NA,
1.688,1,Gypsy-43,350,GENE,1,X:12261736-12262023,12261736,12262023,12261736,12262023,11A,11982050,D. sech,no,NA,
1.688,2,Jockey-3,322,1.688,20137,X:12291654-12292298,12291654,12291708,12291940,12292298,11A,11982050,D. sech,no,NA,
1.688,2,1.688,20137,GENE,7107,X:12312435-12312945,12312435,12312790,12312793,12312945,11A,11982050,D. sech,no,NA,
1.688,4,BEL-21,41,RSP-LIKE,65,X:12447656-12449206,12447656,12447934,12449024,12449206,11A,11982050,D. sech,no,old,
1.688,1,Jockey-3,9200,GENE,3145,X:12467244-12467494,12467244,12467494,12467244,12467494,11A,11982050,D. sech,no,NA,
1.688,1,Galileo,3844,GENE,194,X:12522371-12522719,12522371,12522719,12522371,12522719,11A,11982050,D. sech,no,NA,
1.688,1,GENE,1,GENE,3611,X:12560083-12560391,12560083,12560391,12560083,12560391,11B,12525917,D. sech,no,NA,
1.688,2,Jockey-3,1334,Jockey-3,443,X:12594880-12595488,12594880,12595239,12595240,12595488,11B,12525917,D. sech,no,NA,
1.688,2,GENE,1,GENE,13736,X:12692761-12693657,12692761,12693119,12693465,12693657,11B,12525917,D. sech,no,NA,
1.688,2,TART,5435,GENE,2021,X:12722886-12723242,12722886,12723095,12723102,12723242,11B,12525917,D. sech,no,NA,
1.688,6,GENE,1,GENE,4904,X:12755430-12757835,12755430,12755678,12757477,12757835,11B,12525917,D. sech,no,old,
1.688,5,GENE,13710,MINIME,6153,X:12777279-12778837,12777279,12777567,12778650,12778837,11C,12772076,D. sech,no,old,
1.688,2,Gypsy-22,488,Gypsy-3,4440,X:12817630-12818045,12817630,12817952,12817991,12818045,11C,12772076,D. sech,no,NA,
1.688,2,Gypsy-50,2196,GENE,1146,X:12873186-12873740,12873186,12873379,12873380,12873740,11D,12836467,D. sech,no,NA,
1.688,3,GENE,1,GENE,1538,X:12894324-12895227,12894324,12894677,12895043,12895227,11D,12836467,D. sech,no,NA,
1.688,2,GENE,1,GENE,111,X:12955830-12956533,12955830,12956170,12956178,12956533,11D,12836467,D. sech,no,NA,
1.688,1,TART,14791,BATUMI,4768,X:13001764-13001958,13001764,13001958,13001764,13001958,11D,12836467,D. sech,no,NA,
1.688,1,GENE,1905,GENE,1493,X:13113908-13114218,13113908,13114218,13113908,13114218,11E,13113650,D. sech,no,NA,
1.688,2,GENE,2439,HOBO 2632 3016,13923,X:13227105-13227534,13227105,13227196,13227203,13227534,11E,13113650,D. sech,no,NA,
1.688,136,GENE,11180,Polinton-1,8634,X:13272886-13316233,13272886,13273112,13316066,13316233,11E,13113650,D. sech,no,,
1.688,2,GENE,167,GENE,3678,X:13371039-13371751,13371039,13371133,13371412,13371751,11F,13346260,D. sech,no,NA,
1.688,2,GENE,1,Jockey-3,4211,X:13425404-13425697,13425404,13425507,13425501,13425697,11F,13346260,D. sech,no,NA,
1.688,4,GENE,180,GENE,1151,X:13522262-13523331,13522262,13522439,13523163,13523331,12A,13461046,D. sech,no,old,
1.688,1,GENE,1,1.688,8966,X:13534355-13534601,13534355,13534601,13534355,13534601,12A,13461046,D. sech,no,NA,
1.688,2,1.688,8966,R2B,14908,X:13543567-13543771,13543567,13543709,13543734,13543771,12A,13461046,D. sech,no,NA,
1.688,2,GENE,1,Jockey-3,29847,X:13688459-13689161,13688459,13688815,13688816,13689161,12B,13646538,D. sech,no,NA,
1.688,3,Jockey-3,372,TART,2558,X:13747347-13748211,13747347,13747523,13747874,13748211,12B,13646538,D. sech,no,NA,
1.688,2,DNAREP1,24916,Gypsy-1,1036,X:13866288-13866770,13866288,13866595,13866624,13866770,12C,13757666,D. sech,no,NA,
1.688,1,REP-2,8123,TART,10798,X:13937311-13937657,13937311,13937657,13937311,13937657,12D,13903439,D. sech,no,NA,
1.688,4,Helitron-N1,5339,FW,16705,X:14164070-14165152,14164070,14164289,14164940,14165152,12E,14080988,D. sech,no,old,
1.688,3,GENE,5750,BEL-21,3183,X:14199984-14200961,14199984,14200313,14200655,14200961,12E,14080988,D. sech,no,NA,
1.688,2,Gypsy8-I,1111,HeT-A3,19213,X:14233672-14234118,14233672,14233972,14233984,14234118,12E,14080988,D. sech,no,NA,
1.688,21,HeT-A3,22121,HelitronN-1,685,X:14275498-14283729,14275498,14275852,14283622,14283729,12E,14080988,D. sech,no,old,
1.688,4,GENE,15217,FB4,149,X:14325504-14326914,14325504,14325705,14326821,14326914,12E,14080988,D. sech,no,old,
1.688,5,Galileo,9412,Gypsy-22,422,X:14375066-14377104,14375066,14375331,14376789,14377104,12E,14080988,D. sech,no,old,
1.688,1,Jockey-3,427,Gypsy-22,1234,X:14385473-14385549,14385473,14385549,14385473,14385549,12E,14080988,D. sech,no,NA,
1.688,3,GENE,1,P-1,13290,X:14416065-14416785,14416065,14416282,14416646,14416785,12E,14080988,D. sech,no,NA,
1.688,1,BEL-19,2014,HOBO 2888 3015,10305,X:14449377-14449447,14449377,14449447,14449377,14449447,12E,14080988,D. sech,no,NA,
1.688,87,HOBO 2888 3015,4915,Copia1-LTR,308,X:14464794-14495501,14464794,14464849,14495333,14495501,12E,14080988,D. sech,no,old,
1.688,26,Copia1-LTR,1,GENE,18339,X:14500294-14509019,14500294,14500348,14508673,14509019,12E,14080988,D. sech,no,new,
1.688,9,GENE,15527,DNA3-1,4473,X:14544715-14547878,14544715,14545051,14547676,14547878,12F,14510751,D. sech,no,old,
1.688,1,Gypsy-23,19374,GENE,17373,X:14721335-14721395,14721335,14721395,14721335,14721395,12F,14510751,D. sech,no,NA,
1.688,77,GENE,680,GENE,2598,X:14751463-14778444,14751463,14751606,14778256,14778444,12F,14510751,D. sech,no,old,
1.688,1,Jockey-6,3265,Helitron-2,5484,X:15000706-15000828,15000706,15000828,15000706,15000828,13A,14873202,D. sech,no,NA,
1.688,3,TART,24655,GENE,181,X:15056397-15057227,15056397,15056742,15057093,15057227,13A,14873202,D. sech,no,NA,
1.688,1,GENE,8318,GENE,181,X:15073663-15073753,15073663,15073753,15073663,15073753,13A,14873202,D. sech,no,NA,
1.688,106,GENE,415,GENE,626,X:15075024-15108840,15075024,15075261,15108711,15108840,13A,14873202,D. sech,no,,
1.688,117,Transib-N1,142,dsech.rDNA.28S,101,X:15294969-15336669,15294969,15295329,15336390,15336669,13B,15131122,D. sech,no,new,
1.688,83,Homo6 832 932,8485,HeT-A3,4848,X:15502532-15532614,15502532,15502725,15532254,15532614,13C,15372315,D. sech,no,new,
1.688,3,Helitron-1,132,GENE,5212,X:15594520-15595665,15594520,15594684,15595352,15595665,13E,15592099,D. sech,no,NA,
1.688,98,GENE,446,Gypsy8-I,2872,X:15974489-16007870,15974489,15974690,16007774,16007870,14A,15907609,D. sech,no,,
1.688,37,GENE,2962,GENE,257,X:16052858-16065748,16052858,16053088,16065526,16065748,14A,15907609,D. sech,no,new,
1.688,4,DNAREP1,1225,DNAREP1,5895,X:16323202-16323898,16323202,16323320,16323780,16323898,14B,16113517,D. sech,no,old,
1.688,90,GENE,1,GENE,1059,X:16345135-16375064,16345135,16345280,16374932,16375064,14B,16113517,D. sech,no,old,
1.688,1,GENE,136,GENE,254,X:16543654-16543764,16543654,16543764,16543654,16543764,14E,16520530,D. sech,no,NA,
1.688,1,TART,7779,GENE,3482,X:16635350-16635485,16635350,16635485,16635350,16635485,14F,16574704,D. sech,no,NA,
1.688,5,GENE,1,1.688,1350,X:17002546-17003951,17002546,17002853,17003913,17003951,15D,16969024,D. sech,no,new,
1.688,7,1.688,1350,1.688,1344,X:17005301-17007269,17005301,17005622,17007231,17007269,15D,16969024,D. sech,no,old,
1.688,2,1.688,1344,GENE,26748,X:17008613-17009007,17008613,17008931,17008932,17009007,15D,16969024,D. sech,no,NA,
